STORM-YVik1-Vindhast-25km;STORM-YVik1-Vindretn-25km;antall_fungerende;YVIK-YtreVikna1-Sum-produksjon (2 hours before);YVIK-YtreVikna1-Sum-produksjon
7.1;148;17;36.09584814;35.564798100000004
7.0;145;17;35.22556470000001;36.78146484
7.0;142;17;35.564798100000004;31.97943213
7.3;141;17;36.78146484;28.86738208
7.7;140;17;31.97943213;30.55673181
8.0;139;17;28.86738208;32.30439929
7.8;138;17;30.55673181;33.04284839
7.7;138;17;32.30439929;32.82613208
7.4;137;17;33.04284839;36.66259839
7.8;137;16;32.82613208;29.47866553
8.1;138;16;36.66259839;33.90461523
8.5;138;16;29.47866553;34.50649829
8.5;136;16;33.90461523;31.13706567
8.4;135;16;34.50649829;34.54784937
8.4;133;16;31.13706567;35.22023242
8.6;134;17;34.54784937;35.13524805
8.8;136;17;35.22023242;36.31121411
9.0;137;17;35.13524805;36.90359741
9.0;137;17;36.31121411;36.69948193
9.0;137;17;36.90359741;33.91559863
9.3;138;17;36.69948193;35.76461499
9.9;137;17;33.91559863;36.97118115
10.4;135;17;35.76461499;36.37029834
11.0;134;17;36.97118115;35.53498193
11.1;134;17;36.37029834;29.49853223
11.3;134;17;35.53498193;35.30243188
11.4;134;17;29.49853223;37.26336523
11.0;133;17;35.30243188;37.80396582
10.6;133;17;37.26336523;36.67569775
10.2;132;17;37.80396582;37.55099854
10.6;134;17;36.67569775;38.22679736
11.0;137;17;37.55099854;38.02416626
11.4;138;17;38.22679736;37.62264746
11.2;137;17;38.02416626;36.39898193
11.1;136;17;37.62264746;37.54006592
10.9;135;17;36.39898193;37.25326514
10.3;140;17;37.54006592;35.84039893
9.6;145;17;37.25326514;37.39953271
9.0;150;17;35.84039893;38.17356494
9.1;148;17;37.39953271;38.24931592
9.2;147;17;38.17356494;38.14781592
9.3;145;17;38.24931592;37.85753223
8.9;140;17;38.14781592;34.57873145
8.4;136;17;37.85753223;33.02891553
8.4;138;17;34.57873145;36.92401563
8.3;137;17;33.02891553;35.94584814
8.1;136;17;36.92401563;36.04729736
8.0;135;17;35.94584814;37.32056445
8.3;134;17;36.04729736;30.52371582
8.5;132;17;37.32056445;35.32278198
8.8;131;17;30.52371582;36.9875498
9.0;132;17;35.32278198;34.91189917
9.3;133;17;36.9875498;36.04823193
9.5;134;17;34.91189917;37.23888184
9.4;132;17;36.04823193;35.8365813
9.3;131;17;37.23888184;36.14299756
9.5;127;17;35.8365813;36.87449756
9.6;128;17;36.14299756;38.09623047
9.6;130;17;36.87449756;38.10319824
9.7;131;17;38.09623047;37.99243164
10.2;135;17;38.10319824;36.9687312
10.6;139;17;37.99243164;37.243714600000004
11.1;143;17;36.9687312;37.28138062
11.1;141;17;37.243714600000004;36.95926416
11.0;140;17;37.28138062;37.34229858
11.0;138;17;36.95926416;37.96764844
11.0;138;17;37.34229858;37.51589844
11.0;139;17;37.96764844;36.66488062
11.7;136;17;37.51589844;37.69516431
11.6;135;17;36.66488062;37.56241406
11.5;135;17;37.69516431;36.99613135
11.4;134;17;37.56241406;38.34293213
11.7;132;17;36.99613135;37.59139771
12.0;130;17;38.34293213;37.50334766
12.3;128;17;37.59139771;36.23836426
13.0;128;17;37.50334766;35.89524805
13.7;128;17;36.23836426;35.74843115
14.4;128;17;35.89524805;36.59353223
14.0;129;17;35.74843115;37.83316406
13.6;129;17;36.59353223;38.1232981
12.9;128;17;37.83316406;38.67153027
13.0;128;16;38.1232981;36.65786499
13.0;129;16;38.67153027;35.97673047
13.1;129;16;36.65786499;34.00164844
12.6;131;16;35.97673047;33.04256543
12.2;134;16;34.00164844;36.75638135
11.7;136;16;33.04256543;37.68558203
11.0;134;17;36.75638135;38.47116602
10.2;132;17;37.68558203;37.91393164
9.5;130;17;38.47116602;37.09716455
9.4;129;17;37.91393164;36.91241504
9.2;128;17;37.09716455;30.19534888
8.7;124;17;36.91241504;35.4131814
8.8;125;17;30.19534888;35.50994751
8.9;125;17;35.4131814;34.72723169
9.0;126;17;35.50994751;37.19166431
8.8;127;17;34.72723169;36.66329858
8.5;127;17;37.19166431;32.37524854
8.3;128;17;36.66329858;32.7827312
8.0;127;17;32.37524854;33.22038232
7.6;126;17;32.7827312;31.31203223
7.3;125;17;33.22038232;25.98853235
7.3;125;17;31.31203223;23.31818237
7.3;124;17;25.98853235;16.51493274
7.8;125;17;23.31818237;12.9464826
7.4;128;16;16.51493274;23.88228223
7.1;130;16;12.9464826;17.50929895
6.7;133;16;23.88228223;19.58816541
6.0;149;16;17.50929895;14.93773267
5.3;165;16;19.58816541;10.64969946
4.6;181;16;14.93773267;6.035599701000001
3.2;189;17;10.64969946;2.958833237
1.8;198;17;6.035599701000001;2.8182333369999997
0.4;206;17;2.958833237;2.821
1.0;155;17;2.8182333369999997;2.821
1.7;105;17;2.821;2.821
2.5;152;17;2.821;2.821
2.4;152;17;2.821;2.821
2.2;153;17;2.821;2.821
2.1;153;17;2.821;2.863733261
3.4;163;17;2.821;4.454866455
4.6;172;17;2.863733261;7.844016327
5.9;182;17;4.454866455;7.704599547999999
6.5;193;17;7.844016327;5.659299744
7.0;204;17;7.704599547999999;6.975516388
7.6;215;17;5.659299744;8.285016235
7.6;221;17;6.975516388;4.29301651
7.5;226;17;8.285016235;2.94916655
5.7;250;17;4.29301651;2.896533279
6.2;257;16;2.94916655;3.1935332639999996
6.6;264;16;2.896533279;3.9024831389999997
7.1;271;16;3.1935332639999996;7.361116211000001
7.3;270;16;3.9024831389999997;13.40738312
7.5;270;16;7.361116211000001;18.26323267
7.7;269;16;13.40738312;20.37646606
7.8;267;17;18.26323267;18.03201569
7.9;265;17;20.37646606;13.83876605
8.0;263;17;18.03201569;11.20731601
8.1;266;17;13.83876605;10.43488293
8.1;268;17;11.20731601;8.020666198999999
7.2;277;17;10.43488293;8.894249451
6.8;278;17;8.020666198999999;8.958899597
6.5;279;17;8.894249451;10.95591602
6.1;280;17;8.958899597;8.537749573
6.2;282;17;10.95591602;6.875532959
6.2;283;17;8.537749573;8.279916382
6.3;285;17;6.875532959;10.49398285
6.4;285;17;8.279916382;11.26849988
6.6;285;17;10.49398285;17.12539917
6.7;285;17;11.26849988;14.65964966
6.7;285;17;17.12539917;11.51349939
6.6;285;17;14.65964966;11.7809328
6.5;289;17;11.51349939;14.71079926
6.3;292;16;11.7809328;14.57253259
6.2;294;16;14.71079926;12.70124939
6.0;297;16;14.57253259;7.38091629
5.5;301;16;12.70124939;8.437749695
5.0;305;16;7.38091629;6.395083099
4.5;309;16;8.437749695;4.864949692
4.9;311;17;6.395083099;4.000599823
5.4;314;17;4.864949692;2.654416641
5.8;316;17;4.000599823;2.2056833190000003
5.4;335;17;2.654416641;1.96681665
5.1;355;17;2.2056833190000003;2.16331665
5.0;14;17;1.96681665;2.401316635
5.3;7;17;2.16331665;6.101699707000001
5.6;1;17;2.401316635;9.731166137999999
5.9;354;17;6.101699707000001;10.55838251
5.9;353;17;9.731166137999999;9.825832947
5.8;351;17;10.55838251;8.033949646
5.8;350;17;9.825832947;17.7284325
6.4;346;17;8.033949646;17.83838232
6.9;342;17;17.7284325;20.75858258
7.5;338;17;17.83838232;20.65221564
7.8;333;17;20.75858258;17.59948267
8.0;329;17;20.65221564;18.12739929
8.7;326;17;17.59948267;21.05273206
9.3;326;16;18.12739929;22.02496558
9.8;326;16;21.05273206;24.83549866
10.4;326;16;22.02496558;29.08428223
9.9;325;16;24.83549866;29.43753223
9.5;323;16;29.08428223;20.75138245
9.0;322;16;29.43753223;19.82938245
8.2;316;17;20.75138245;16.04954907
7.3;310;17;19.82938245;12.54036627
6.5;304;17;16.04954907;11.5341994
6.5;294;17;12.54036627;7.501017059
6.6;283;17;11.5341994;11.15718301
6.1;254;17;7.501017059;13.78614917
6.7;256;17;11.15718301;14.765832699999999
7.3;257;17;13.78614917;16.04704919
7.9;259;17;14.765832699999999;20.95384924
8.1;257;17;16.04704919;22.48514905
8.2;256;17;20.95384924;10.4026662
8.4;254;17;22.48514905;12.16973273
7.1;243;17;10.4026662;16.91734943
5.8;232;17;12.16973273;13.00278296
4.5;221;17;16.91734943;4.087466431
4.0;187;17;13.00278296;3.0507166669999997
3.6;152;17;4.087466431;5.1333498539999995
3.0;151;17;3.0507166669999997;7.654433105
3.7;129;17;5.1333498539999995;5.424933014
4.3;106;17;7.654433105;3.629866577
5.0;84;17;5.424933014;2.9355332030000003
4.9;68;17;3.629866577;2.649599899
4.9;52;17;2.9355332030000003;3.055983124
4.8;36;17;2.649599899;2.630299973
4.9;26;17;3.055983124;2.362266624
5.0;15;17;2.630299973;2.306049995
5.1;5;17;2.362266624;2.337383305
5.0;13;17;2.306049995;2.328299957
5.0;20;17;2.337383305;2.598666656
4.6;32;17;2.328299957;2.217533325
4.4;22;17;2.598666656;2.06325
4.3;13;17;2.217533325;1.7445
4.1;3;17;2.06325;1.7280000000000002
4.5;4;17;1.7445;1.7280000000000002
4.9;6;17;1.7280000000000002;1.7280000000000002
5.3;7;17;1.7280000000000002;1.7280000000000002
5.2;8;17;1.7280000000000002;1.7280000000000002
5.0;9;17;1.7280000000000002;1.7280000000000002
4.9;10;17;1.7280000000000002;1.7280000000000002
4.3;4;17;1.7280000000000002;1.7280000000000002
3.7;357;17;1.7280000000000002;2.3515516969999997
3.8;359;17;1.7280000000000002;2.311
3.7;358;17;2.3515516969999997;2.2581999969999997
3.6;356;17;2.311;2.106966667
3.5;355;17;2.2581999969999997;2.096
3.4;353;17;2.106966667;2.096
3.3;350;17;2.096;2.096
3.2;348;17;2.096;2.16175
3.0;348;17;2.096;2.398883331
2.8;349;17;2.16175;2.018983307
2.6;349;17;2.398883331;1.828
2.2;13;17;2.018983307;1.828
1.8;38;17;1.828;1.828
2.3;346;17;1.828;1.828
2.2;41;17;1.828;1.828
2.0;97;17;1.828;1.828
1.9;152;17;1.828;1.828
2.1;158;17;1.828;1.848
2.2;163;17;1.828;1.848
2.4;169;17;1.848;1.913649994
3.1;162;17;1.848;1.949
3.7;155;17;1.913649994;1.949449974
4.4;148;17;1.949;2.0303333130000003
4.7;148;17;1.949449974;2.057
5.1;149;17;2.0303333130000003;2.03228331
5.6;146;17;2.057;2.1947333369999997
5.6;144;17;2.03228331;3.0823905939999996
5.5;142;17;2.1947333369999997;7.03503299
5.5;140;17;3.0823905939999996;10.30546613
5.5;138;17;7.03503299;8.832101333999999
5.5;136;17;10.30546613;10.76931604
5.5;134;17;8.832101333999999;9.274783142
5.1;131;17;10.76931604;12.28483282
4.7;129;17;9.274783142;12.80954932
4.3;126;17;12.28483282;10.07138306
4.8;122;17;12.80954932;10.97846606
5.3;118;17;10.07138306;15.39359912
5.6;115;17;10.97846606;14.47518213
5.9;117;17;15.39359912;20.89014905
6.2;120;17;14.47518213;23.47714905
6.5;122;17;20.89014905;23.64856616
6.6;122;17;23.47714905;13.342666199999998
6.8;121;17;23.64856616;16.20313293
6.9;121;17;13.342666199999998;11.73758301
7.0;122;17;16.20313293;12.04793286
7.2;122;17;11.73758301;12.7952829
7.3;123;17;12.04793286;24.50019946
7.3;122;17;12.7952829;22.55378223
7.4;121;17;24.50019946;24.07991553
7.6;122;17;22.55378223;26.61764868
7.7;121;17;24.07991553;32.76189502
7.9;119;17;26.61764868;35.32473242
8.0;118;17;32.76189502;35.06141504
8.0;117;17;35.32473242;35.43343164
8.0;117;17;35.06141504;33.83068237
8.0;116;17;35.43343164;33.56408203
7.8;117;17;33.83068237;31.70719897
7.6;117;17;33.56408203;25.24914905
7.4;118;17;31.70719897;27.89169885
7.6;116;17;25.24914905;27.92744885
7.7;114;17;27.89169885;30.45443579
7.9;112;17;27.92744885;23.47209924
7.7;115;17;30.45443579;18.58143921
7.6;117;17;23.47209924;19.41789874
7.4;120;17;18.58143921;21.81809888
7.3;121;17;19.41789874;21.86069922
7.1;123;17;21.81809888;19.53178271
7.0;124;17;21.86069922;15.23603253
7.0;128;17;19.53178271;15.65938275
6.9;131;17;15.23603253;17.18564905
6.9;135;17;15.65938275;19.25006531
7.0;136;17;17.18564905;18.43651563
7.2;137;17;19.25006531;17.69029932
7.7;143;17;18.43651563;21.22061572
7.9;141;17;17.69029932;20.59308252
8.1;138;17;21.22061572;13.55783276
8.3;136;17;20.59308252;14.55773315
8.6;136;17;13.55783276;23.65476587
8.8;135;17;14.55773315;28.60793213
9.1;135;17;23.65476587;30.37504877
9.6;135;17;28.60793213;29.43109857
10.1;136;17;30.37504877;32.47301563
10.6;136;17;29.43109857;34.5879978
10.6;138;17;32.47301563;32.89498145
10.7;140;17;34.5879978;36.1263645
10.9;139;17;32.89498145;35.92769775
10.4;145;17;36.1263645;36.17983032
9.9;151;17;35.92769775;34.78756372
9.4;157;17;36.17983032;33.86379883
9.0;155;17;34.78756372;29.09569946
8.7;152;17;33.86379883;23.1644325
8.3;150;17;29.09569946;20.47183209
7.7;150;17;23.1644325;16.74074939
7.2;150;17;20.47183209;13.73653259
6.6;150;17;16.74074939;11.50858282
6.3;146;17;13.73653259;7.075582947000001
5.9;141;17;11.50858282;6.717516357
5.5;142;16;7.075582947000001;5.0540664060000005
5.2;140;16;6.717516357;5.376099731
5.0;139;16;5.0540664060000005;5.111683075
4.7;137;16;5.376099731;4.049166565
4.8;137;16;5.111683075;3.883466583
5.0;137;16;4.049166565;3.88591655
5.1;137;16;3.883466583;4.143249786
5.0;138;16;3.88591655;3.69594986
4.8;138;16;4.143249786;3.8126666260000004
4.7;139;16;3.69594986;3.545016602
4.8;138;17;3.8126666260000004;3.115516663
4.8;138;17;3.545016602;3.172966614
4.6;139;17;3.115516663;3.2539999999999996
4.5;143;17;3.172966614;3.383516602
4.5;146;17;3.2539999999999996;4.29281662
4.4;150;17;3.383516602;4.0425
3.7;162;17;4.29281662;4.178433289
3.0;175;17;4.0425;4.790183228
2.3;187;17;4.178433289;5.151433258
3.0;187;17;4.790183228;4.905399902
3.6;186;17;5.151433258;5.039583282
4.3;186;17;4.905399902;5.793583099
4.8;181;17;5.039583282;5.79658313
5.2;177;17;5.793583099;6.617166321
6.1;156;16;5.79658313;8.721899384
6.7;152;16;6.617166321;14.08089978
7.4;147;16;8.721899384;19.36789905
8.0;143;16;14.08089978;27.32659888
8.4;140;16;19.36789905;25.13136572
8.7;137;16;27.32659888;25.51693188
9.1;134;16;25.13136572;27.52913208
9.4;136;16;25.51693188;31.20899902
9.6;139;16;27.52913208;35.11609839
9.9;141;16;31.20899902;35.25741455
10.2;142;17;35.11609839;35.83438086
10.5;144;17;35.25741455;36.6843479
11.2;143;17;35.83438086;36.61889844
10.3;150;17;36.6843479;36.70296436
9.4;157;17;36.61889844;35.61431543
8.5;164;17;36.70296436;25.85349829
8.4;177;17;35.61431543;25.11498242
8.4;190;17;25.85349829;19.1034823
8.3;203;17;25.11498242;14.40876575
9.6;211;17;19.1034823;15.6703324
10.8;219;17;14.40876575;22.09733191
12.1;227;17;15.6703324;27.33328198
12.1;222;17;22.09733191;32.91084839
12.2;217;17;27.33328198;27.79406555
12.9;222;16;32.91084839;22.94038184
13.0;220;16;27.79406555;30.07843213
13.1;218;16;22.94038184;31.53174829
13.2;216;16;30.07843213;31.76914868
13.5;218;16;31.53174829;35.14836499
13.9;221;16;31.76914868;35.84063184
14.2;223;16;35.14836499;34.94154883
14.2;225;16;35.84063184;32.64049854
14.1;226;16;34.94154883;33.13294849
14.1;228;16;32.64049854;33.78304858
13.6;227;17;33.13294849;36.10263184
13.0;226;17;33.78304858;33.85616577
12.4;234;17;36.10263184;31.69054834
12.3;229;17;33.85616577;27.06598193
12.3;224;17;31.69054834;30.12223242
12.2;219;17;27.06598193;31.47241504
12.2;223;17;30.12223242;31.53748169
12.3;227;17;31.47241504;29.84476514
12.3;231;17;31.53748169;34.14939868
12.4;236;17;29.84476514;33.78808228
12.5;242;17;34.14939868;30.43344824
12.6;247;17;33.78808228;32.81048145
12.4;247;17;30.43344824;33.35199927
12.1;246;17;32.81048145;28.48311572
11.4;252;16;33.35199927;29.16734863
10.7;251;16;28.48311572;29.14878149
10.0;251;16;29.16734863;22.17228247
9.3;250;16;29.14878149;18.46054895
8.5;242;16;22.17228247;17.99273267
7.6;234;16;18.46054895;12.77006592
6.8;226;16;17.99273267;5.307133148
6.8;207;16;12.77006592;10.49423297
6.8;189;16;5.307133148;16.41954932
6.8;170;16;10.49423297;16.16388269
7.1;153;17;16.41954932;10.43556604
7.4;137;17;16.16388269;11.40179944
6.9;110;17;10.43556604;23.59329871
7.8;124;17;11.40179944;31.80813208
8.8;137;17;23.59329871;33.52919775
9.7;151;17;31.80813208;34.63156494
9.6;158;17;33.52919775;34.47564893
9.5;165;17;34.63156494;32.43461523
9.4;172;17;34.47564893;29.28599841
12.3;216;17;32.43461523;29.83741577
15.3;260;17;29.28599841;37.61241455
18.2;304;17;29.83741577;37.16346533
16.0;296;17;37.61241455;38.16953174
13.7;289;17;37.16346533;38.29951489
10.6;287;17;38.16953174;35.37806421
10.9;284;17;38.29951489;35.44651563
11.1;280;17;35.37806421;35.03223193
11.4;277;17;35.44651563;34.7200481
11.5;275;17;35.03223193;33.94259814
11.6;273;17;34.7200481;34.3341311
11.7;271;17;33.94259814;34.44246509
11.4;271;17;34.3341311;35.32983154
11.1;270;17;34.44246509;36.30646533
10.8;270;17;35.32983154;34.97944824
10.6;271;17;36.30646533;34.99973047
10.4;273;17;34.97944824;35.98354688
10.8;274;17;34.99973047;34.10941455
10.3;273;17;35.98354688;32.58326465
9.9;273;17;34.10941455;32.37036475
9.4;272;17;32.58326465;30.42251563
9.0;270;17;32.37036475;25.07439911
8.7;267;17;30.42251563;22.66343256
8.3;265;17;25.07439911;17.85451624
7.8;263;17;22.66343256;14.12494958
7.3;262;17;17.85451624;8.794416199
6.8;260;17;14.12494958;8.65466629
5.8;262;17;8.794416199;4.050083267
4.8;265;17;8.65466629;3.163399948
4.1;256;17;4.050083267;3.5590165860000003
3.4;253;17;3.163399948;3.968599823
2.6;249;17;3.5590165860000003;3.500233307
1.9;246;17;3.968599823;3.19606665
2.0;237;17;3.500233307;2.677
2.0;229;17;3.19606665;2.677
2.1;220;17;2.677;2.677
2.7;244;17;2.677;2.677
3.4;267;17;2.677;2.672849972
4.0;291;17;2.677;2.387083336
4.6;289;17;2.672849972;2.6798833159999997
5.1;288;17;2.387083336;4.619066376
5.4;282;17;2.6798833159999997;8.949366241
6.3;283;17;4.619066376;11.56691641
7.1;283;17;8.949366241;16.03679901
8.0;284;17;11.56691641;17.85896582
8.2;291;17;16.03679901;21.91118176
8.4;298;17;17.85896582;20.1368324
8.6;305;17;21.91118176;23.78033179
8.8;309;17;20.1368324;24.18844885
9.1;312;17;23.78033179;27.71343213
9.3;316;17;24.18844885;28.76196533
9.4;317;17;27.71343213;31.00498193
9.4;317;17;28.76196533;32.70878247
9.7;320;17;31.00498193;33.47391553
9.8;320;17;32.70878247;34.23301514
10.0;321;17;33.47391553;33.70693164
10.1;321;17;34.23301514;32.47474829
9.8;321;17;33.70693164;31.53061499
9.4;320;17;32.47474829;31.15426599
9.1;320;17;31.53061499;28.04081567
8.8;323;17;31.15426599;25.23863208
8.5;325;17;28.04081567;21.93104919
8.2;328;17;25.23863208;25.05654907
7.2;334;17;21.93104919;25.49343176
6.2;341;17;25.05654907;20.52866589
5.3;349;17;25.49343176;10.57741608
4.6;343;17;20.52866589;6.590149718999999
3.9;337;17;10.57741608;5.832532867
3.2;331;17;6.590149718999999;5.284383179
3.3;334;17;5.832532867;4.206999786
3.3;337;17;5.284383179;2.702516663
3.4;340;17;4.206999786;2.609333313
3.2;352;17;2.702516663;2.2
3.1;3;17;2.609333313;2.059300003
2.9;15;17;2.2;1.999
2.8;46;17;2.059300003;1.999
2.7;76;17;1.999;1.999
2.5;104;17;1.999;2.171899994
2.6;111;17;1.999;2.306666656
2.6;119;17;2.171899994;2.305
2.7;126;17;2.306666656;2.305
2.7;126;17;2.305;2.305
2.6;125;17;2.305;
2.6;125;17;2.305;
2.8;123;17;;
2.9;122;17;;
3.1;120;17;;1.775
3.4;116;17;;1.7644499359999999
3.6;113;17;1.775;1.931833313
3.9;111;17;1.7644499359999999;2.392566639
4.0;104;17;1.931833313;3.8184832760000003
4.1;96;17;2.392566639;4.023416504
4.2;89;17;3.8184832760000003;3.929066483
4.3;88;17;4.023416504;5.777466583
4.3;86;17;3.929066483;4.994683228
4.4;85;17;5.777466583;4.704249969
4.6;84;17;4.994683228;4.933549866
4.8;84;17;4.704249969;5.72869986
5.0;83;17;4.933549866;6.559966553
5.1;87;17;5.72869986;6.301699768
5.3;92;17;6.559966553;8.57703302
5.6;98;17;6.301699768;9.961116241000001
6.1;101;17;8.57703302;9.231115967000001
6.7;104;17;9.961116241000001;10.65909967
7.2;107;17;9.231115967000001;15.37244965
7.7;108;17;10.65909967;19.6153988
8.1;108;17;15.37244965;19.70414905
8.6;109;17;19.6153988;24.58691565
8.6;111;17;19.70414905;19.59278235
8.7;114;17;24.58691565;15.18763257
8.7;116;17;19.59278235;17.49508264
8.8;117;17;15.18763257;16.53069934
8.9;118;17;17.49508264;23.76638257
8.7;115;17;16.53069934;26.20749878
8.7;116;17;23.76638257;21.50361548
8.8;117;17;26.20749878;21.74581543
8.8;118;17;21.50361548;22.36984937
8.9;119;17;21.74581543;20.79829919
9.0;120;17;22.36984937;25.8598988
9.1;121;17;20.79829919;28.76339868
9.0;122;17;25.8598988;28.64054907
8.8;124;17;28.76339868;26.81316553
8.7;125;17;28.64054907;30.10411597
8.6;125;17;26.81316553;34.12896436
8.5;125;17;30.10411597;35.81021509
8.5;123;17;34.12896436;32.55296484
8.3;123;17;35.81021509;28.02454797
8.2;123;17;32.55296484;22.68528223
8.0;123;17;28.02454797;25.02809912
7.9;122;17;22.68528223;23.4845155
7.9;121;17;25.02809912;26.09479846
7.8;120;17;23.4845155;22.38241528
7.8;120;17;26.09479846;16.90806616
7.7;120;17;22.38241528;15.41729944
7.7;120;17;16.90806616;16.49024939
7.6;120;17;15.41729944;18.62056567
7.6;120;17;16.49024939;17.33639929
7.6;116;17;18.62056567;20.89703186
7.5;117;17;17.33639929;17.99938232
7.4;117;17;20.89703186;19.839632199999997
7.3;118;17;17.99938232;16.37829944
7.4;119;17;19.839632199999997;14.01244934
7.5;120;17;16.37829944;13.6012326
7.6;121;17;14.01244934;13.91508289
7.7;121;17;13.6012326;15.71771588
7.8;122;17;13.91508289;14.46101581
7.9;122;17;15.71771588;10.7591496
7.9;120;17;14.46101581;15.06953271
8.0;118;17;10.7591496;16.22831586
7.7;114;17;15.06953271;15.47918262
7.7;114;17;16.22831586;16.24081616
7.7;114;17;15.47918262;13.21399939
7.7;114;17;16.24081616;15.04724951
7.5;111;17;13.21399939;13.91824921
7.4;108;17;15.04724951;15.91578259
7.2;105;17;13.91824921;16.3895824
7.4;107;17;15.91578259;14.96683301
7.5;108;17;16.3895824;12.80774933
7.7;110;17;14.96683301;13.80101605
7.9;113;17;12.80774933;20.12259912
8.2;117;17;13.80101605;29.16121497
8.2;123;17;20.12259912;27.10848193
8.3;120;17;29.16121497;31.59709839
8.3;118;17;27.10848193;31.64366553
8.4;115;17;31.59709839;33.5697981
8.6;117;17;31.64366553;33.70321484
8.8;119;17;33.5697981;31.54368262
9.0;121;17;33.70321484;32.47844873
9.2;121;17;31.54368262;33.78431543
9.3;122;17;32.47844873;33.06148218
9.5;122;17;33.78431543;33.64643262
9.8;123;17;33.06148218;34.80678149
10.1;125;17;33.64643262;33.831481200000006
10.0;127;17;34.80678149;30.92011499
10.0;129;17;33.831481200000006;29.2387489
9.9;130;17;30.92011499;32.65601538
9.9;132;17;29.2387489;33.58478247
9.5;131;17;32.65601538;34.99683203
9.2;130;17;33.58478247;35.98861523
8.8;129;17;34.99683203;34.81799731
9.3;132;17;35.98861523;35.148331299999995
9.9;136;17;34.81799731;32.82353271
10.4;139;17;35.148331299999995;34.85034912
10.3;138;17;32.82353271;33.62363135
10.2;137;17;34.85034912;35.93929761
10.3;132;17;33.62363135;31.90311548
10.5;132;17;35.93929761;36.43196582
10.6;133;17;31.90311548;36.94581567
10.8;133;17;36.43196582;37.13616504
10.7;134;17;36.94581567;37.47388232
10.6;136;17;37.13616504;36.27683203
10.5;137;17;37.47388232;35.33141504
10.7;136;17;36.27683203;36.21926538
10.8;136;17;35.33141504;34.6460481
11.0;135;17;36.21926538;34.71646533
11.2;134;17;34.6460481;34.55158154
11.5;134;17;34.71646533;37.46221509
11.7;132;17;34.55158154;37.76231494
12.0;134;17;37.46221509;38.22876514
12.4;137;17;37.76231494;38.61578174
12.7;139;17;38.22876514;38.60633105
12.7;143;17;38.61578174;38.14501489
12.6;147;17;38.60633105;38.60986572
12.6;151;17;38.14501489;37.63184839
12.2;151;17;38.60986572;37.40564722
11.8;151;17;37.63184839;36.13388159
11.4;151;17;37.40564722;35.76466455
11.2;150;17;36.13388159;35.45729834
10.9;149;17;35.76466455;35.44063159
11.6;145;17;35.45729834;35.90316553
11.3;142;17;35.44063159;36.31133081
10.9;139;17;35.90316553;36.54976416
10.6;136;17;36.31133081;35.84446533
10.8;136;17;36.54976416;36.89454858
11.1;137;17;35.84446533;35.76924927
11.3;137;17;36.89454858;36.36658081
11.0;137;17;35.76924927;35.61653174
10.6;136;17;36.36658081;36.09064868
10.3;136;17;35.61653174;36.07294824
10.0;141;17;36.09064868;34.43593188
9.6;145;17;36.07294824;35.3477146
10.3;150;17;34.43593188;34.31786499
9.7;151;17;35.3477146;32.47241455
9.2;151;17;34.31786499;31.79496509
8.6;152;17;32.47241455;29.34439893
8.7;153;17;31.79496509;24.33591638
8.8;153;17;29.34439893;20.70856506
8.9;154;17;24.33591638;19.37659888
8.8;152;17;20.70856506;20.03439929
8.8;151;17;19.37659888;20.4850658
8.7;149;17;20.03439929;15.69389899
7.6;159;17;20.4850658;12.4698161
6.6;169;17;15.69389899;14.89979907
7.2;177;17;12.4698161;12.17963287
7.2;177;17;14.89979907;14.25779944
7.2;178;17;12.17963287;13.95176624
7.2;178;17;14.25779944;13.58483295
7.1;177;17;13.95176624;16.84318225
7.1;176;17;13.58483295;14.511099300000001
7.0;175;17;16.84318225;14.80744922
6.0;181;17;14.511099300000001;11.78893268
5.0;187;17;14.80744922;5.281949738
4.0;193;17;11.78893268;3.5589499819999997
3.5;226;17;5.281949738;3.2684333339999996
3.0;258;17;3.5589499819999997;3.237
2.0;284;17;3.2684333339999996;3.199483261
1.9;270;17;3.237;3.169066574
1.9;255;17;3.199483261;2.380883331
1.8;241;17;3.169066574;2.516116653
2.0;259;17;2.380883331;2.4853332519999998
2.1;278;17;2.516116653;2.3250665440000002
2.3;296;17;2.4853332519999998;1.9492666630000002
2.5;307;17;2.3250665440000002;1.7690000000000001
2.7;318;17;1.9492666630000002;1.7690000000000001
2.9;329;17;1.7690000000000001;1.7690000000000001
4.3;331;17;1.7690000000000001;1.7690000000000001
5.8;334;17;1.7690000000000001;2.118749947
5.7;337;17;1.7690000000000001;8.882182861
5.1;325;17;2.118749947;7.0489830929999995
4.5;314;17;8.882182861;6.868399628
3.9;302;17;7.0489830929999995;4.679183167
4.6;294;17;6.868399628;4.824433167
5.2;286;17;4.679183167;5.840349762000001
5.9;278;17;4.824433167;6.439216339
6.3;281;17;5.840349762000001;7.2779329829999995
6.7;284;17;6.439216339;16.31734973
7.1;287;17;7.2779329829999995;10.41709937
7.9;279;17;16.31734973;16.92694928
8.7;270;17;10.41709937;20.90299878
10.3;264;17;16.92694928;26.17628235
10.8;265;17;20.90299878;24.59459869
11.2;266;17;26.17628235;30.83976526
11.7;267;17;24.59459869;32.52943213
12.2;264;17;30.83976526;29.98379907
12.7;260;17;32.52943213;32.24914795
13.2;257;17;29.98379907;33.78919873
12.1;261;17;32.24914795;33.69299854
11.1;265;17;33.78919873;33.2535813
