YVIK-YtreVikna1.-G1-T4015A3 -0104;RRS.S2502.Gunit.M1 G1.AVL;YVIK-YtreVikna1.-G2-T4015A3 -0104;RRS.S2502.Gunit.M2 G1.AVL;YVIK-YtreVikna1.-G3-T4015A3 -0104;RRS.S2502.Gunit.M3 G1.AVL;YVIK-YtreVikna1.-G4-T4015A3 -0104;RRS.S2502.Gunit.M4 G1.AVL;YVIK-YtreVikna1.-G5-T4015A3 -0104;RRS.S2502.Gunit.M5 G1.AVL;YVIK-YtreVikna1.-G6-T4015A3 -0104;RRS.S2502.Gunit.M6 G1.AVL;YVIK-YtreVikna1.-G7-T4015A3 -0104;RRS.S2502.Gunit.M7 G1.AVL;YVIK-YtreVikna1.-G8-T4015A3 -0104;RRS.S2502.Gunit.M8 G1.AVL;YVIK-YtreVikna1.-G9-T4015A3 -0104;RRS.S2502.Gunit.M9 G1.AVL;YVIK-YtreVikna1-G10-T4015A3 -0104;RRS.S2502.Gunit.M10 G1.AVL;YVIK-YtreVikna1-G11-T4015A3 -0104;RRS.S2502.Gunit.M11 G1.AVL;YVIK-YtreVikna1-G12-T4015A3 -0104;RRS.S2502.Gunit.M12 G1.AVL;YVIK-YtreVikna1-G13-T4015A3 -0104;RRS.S2502.Gunit.M13 G1.AVL;YVIK-YtreVikna1-G14-T4015A3 -0104;RRS.S2502.Gunit.M14 G1.AVL;YVIK-YtreVikna1-G15-T4015A3 -0104;RRS.S2502.Gunit.M15 G1.AVL;YVIK-YtreVikna1-G16-T4015A3 -0104;RRS.S2502.Gunit.M16 G1.AVL;YVIK-YtreVikna1-G17-T4015A3 -0104;RRS.S2502.Gunit.M17 G1.AVL;YVIK-YtreVikna1-Sum-produksjon;DNMI_75410...........T0015A3-0120;/arome_windvel_6481_1056;DNMI_75220...........T0015A3-0120;/arome_windvel_6482_1114;DNMI_75550...........T0015A3-0120;/arome_windvel_6520_1098;STORM-YVik1-Vindhast-25km;STORM-YVik1-Vindretn-25km;/arome_airtemp_6495_1081;/arome_airpress_6495_1081;/arome_winddir_6495_1081;/arome_windvel_6495_1081;/arome_airtemp_6495_1096;/arome_airpress_6495_1096;/arome_winddir_6495_1096;/arome_windvel_6495_1096;/arome_airtemp_6491_1087;/arome_airpress_6491_1087;/arome_winddir_6491_1087;/arome_windvel_6491_1087;/arome_airtemp_6486_1082;/arome_airpress_6486_1082;/arome_winddir_6486_1082;/arome_windvel_6486_1082;/arome_airtemp_6486_1093;/arome_airpress_6486_1093;/arome_winddir_6486_1093;/arome_windvel_6486_1093;Target
0.706099976;1;0.042;1;0.726449951;1;0.7803499759999999;1;0.681799927;1;0.643733276;1;0.76593335;1;0.8353833009999999;1;0.721299927;1;0.5478665770000001;1;0.49268328899999997;1;0.641883301;1;0.31808331300000003;1;0.49825;1;0.581916626;1;0.630883301;1;0.511733337;1;10.12634943;6.9;8.062263621;4.9;2.78191872;10.6;7.531051614;6.3;333;9.70913;1011.00875;-28.68840669;3.667138118;9.9025;1010.47375;-30.64141716;5.48700857;9.129539999999999;1006.97875;-32.13208721;3.7100699689999996;8.96304;1008.36875;-31.75143392;3.181956635;9.0934;1009.02375;-38.72500933;2.4799428359999998;6.300483002000001
0.648583252;1;0.042;1;0.739099976;1;0.80268335;1;0.73681665;1;0.6874000240000001;1;0.697283325;1;0.9041333009999999;1;0.633900024;1;0.70631665;1;0.601599976;1;0.634883301;1;0.176983337;1;0.572416626;1;0.563400024;1;0.7250166020000001;1;0.608266602;1;10.48078302;7.0;8.695147061;3.4;2.437758936;7.3;8.382711785;6.3;333;9.64517;1010.8481;-20.69917193;3.702903294;9.99478;1010.3331;-22.73559607;5.6859605989999995;9.12026;1006.8181;-25.51309376;3.604418285;8.9318;1008.1681;-26.77509181;3.095038645;8.8151;1008.8381;-33.88172273;2.324992978;10.66071613
0.403633301;1;0.042;1;0.43889996299999995;1;0.36256665;1;0.46820001200000005;1;0.404683289;1;0.477183289;1;0.514533325;1;0.35423333700000004;1;0.349933289;1;0.302766663;1;0.39683331299999997;1;0.23593331899999997;1;0.42059997600000004;1;0.39956665;1;0.389299988;1;0.33961663799999997;1;6.300483002000001;6.8;7.107853382999999;4.2;3.095387989;8.8;8.703692333;6.4;332;10.0673;1010.4581;-20.06958055;4.144404642;10.3588;1010.0131;-20.99096611;5.656294958999999;9.324119999999999;1006.4381;-19.98966464;3.987461717;8.57656;1007.7831;-22.40337448;3.267802073;8.45107;1008.4781;-24.72106659;2.110581556;8.571599487
0.7177332759999999;1;0.042;1;0.72725;1;0.57675;1;0.7666165770000001;1;0.66918335;1;0.7548499759999999;1;1.021799927;1;0.629199951;1;0.441083313;1;0.504549988;1;0.672716675;1;0.441683289;1;0.719216675;1;0.608049927;1;0.685616577;1;0.682416626;1;10.66071613;7.1;6.6126618729999995;3.8;3.032295706;8.9;9.002823127000001;6.4;332;10.341460000000001;1010.5619;-15.67419496;4.556019932;10.4933;1010.0669;-16.3306824;6.068950279;9.8268;1006.5269;-17.33298907;4.610105556000001;9.32583;1007.8669;-17.73482501;3.970299695;9.3439;1008.5369;-19.30433874;3.0306244710000003;8.846382842999999
0.643716675;1;0.042;1;0.568916626;1;0.5412999270000001;1;0.578616577;1;0.548883301;1;0.644716675;1;0.7642332759999999;1;0.492916626;1;0.406683289;1;0.523099976;1;0.53975;1;0.301133301;1;0.497033325;1;0.517633301;1;0.49329998799999997;1;0.46766662600000003;1;8.571599487;10.4;8.491534745;2.4;2.268662541;9.5;9.411367783;6.2;333;10.236469999999999;1010.2556;-13.991706699999998;4.267467636;10.298969999999999;1009.7556;-16.02954828;5.839072747;9.91958;1006.2056;-13.85694884;4.503865704;9.262839999999999;1007.5556;-12.67399993;3.701253682;9.56216;1008.2306;-15.19987167;3.026516375;10.40183263
0.551533325;1;0.042;1;0.52143335;1;0.651150024;1;0.577233276;1;0.499299988;1;0.629116577;1;0.68175;1;0.673383301;1;0.497983337;1;0.53156665;1;0.612666626;1;0.15191665599999998;1;0.47666662600000004;1;0.526366577;1;0.604549927;1;0.617766602;1;8.846382842999999;10.1;8.20561413;2.5;2.990521748;10.1;9.651583879;6.1;334;10.3102;1009.8425;-19.85905381;4.26017719;10.30532;1009.3375;-20.86231125;5.6899255989999995;10.03726;1005.8175;-20.924941;4.537528716000001;9.3854;1007.1875;-23.07711417;3.528970169;9.6354;1007.8525;-23.96962943;2.826779986;13.46673297
0.637333252;1;0.042;1;0.649233276;1;0.7049499509999999;1;0.6925499270000001;1;0.730483276;1;0.62968335;1;0.862866577;1;0.688449951;1;0.591733276;1;0.622599976;1;0.70143335;1;0.12446666;1;0.6186165770000001;1;0.666799927;1;0.722233276;1;0.716400024;1;10.40183263;8.2;7.7064445479999995;2.1;3.0057981;9.0;9.137194483;5.9;335;10.345360000000001;1009.49;-23.20049614;4.532308662;10.42153;1008.98;-25.72815393;5.907165067999999;9.93765;1005.47;-24.23369092;4.579603085;9.75845;1006.835;-23.85166639;4.0182434780000005;9.7848;1007.51;-25.53989592;2.930675271;12.61773285
0.874583252;1;0.042;1;0.7996500240000001;1;1.027833252;1;0.886349976;1;0.941783325;1;0.9164000240000001;1;1.0836333009999999;1;0.8147666020000001;1;0.7751500240000001;1;0.904283325;1;0.844333252;1;0.322333313;1;0.815533325;1;0.82631665;1;0.879783325;1;0.7120000000000001;1;13.46673297;9.0;7.089247007000001;2.7;2.66989238;10.2;9.642107225;5.8;330;10.5878;1009.0569;-28.00227906;4.9600738060000005;10.55654;1008.5169;-31.21769557;6.2690592689999995;10.218160000000001;1005.0469;-28.69174357;5.217813925;10.0922;1006.4369;-26.24689382;4.49411835;10.142000000000001;1007.0869;-30.03919358;3.649346434;15.59158307
0.638083252;1;0.042;1;0.77743335;1;1.014366577;1;0.79343335;1;0.825099976;1;1.03518335;1;0.9923665770000001;1;0.819216675;1;0.82481665;1;0.709199951;1;0.793116577;1;0.321399963;1;0.53643335;1;0.9453499759999999;1;0.707716675;1;0.842516602;1;12.61773285;9.8;7.420215602000001;3.0;2.621207844;10.4;9.314100906;5.8;325;11.0519;1009.1475;-28.45844043;5.287721908;10.86636;1008.6075;-29.78359861;6.440979522;10.81216;1005.1075;-29.16366353;5.529413581;10.9479;1006.4875;-28.34077685;5.588645586;10.6852;1007.1325;-28.8007751;4.293664612;16.39241553
1.036300049;1;0.042;1;0.937366577;1;1.0958000490000002;1;0.998699951;1;0.960833252;1;1.2393000490000001;1;1.17175;1;1.143233154;1;0.99575;1;0.834016602;1;0.983400024;1;0.269516663;1;0.825966675;1;0.9843833009999999;1;0.995400024;1;1.077866699;1;15.59158307;9.4;7.855930837000001;3.1;3.455422139;10.2;10.28191196;6.2;324;11.0519;1009.1475;-28.45844043;5.287721908;10.86636;1008.6075;-29.78359861;6.440979522;10.81216;1005.1075;-29.16366353;5.529413581;10.9479;1006.4875;-28.34077685;5.588645586;10.6852;1007.1325;-28.8007751;4.293664612;16.41241577
1.040399902;1;0.042;1;1.0131333009999999;1;1.1582832029999999;1;0.976483276;1;1.174849854;1;1.0653666990000001;1;1.420783203;1;1.126866699;1;0.907599976;1;1.051849854;1;0.992049927;1;0.316666626;1;1.0773498540000002;1;0.954866577;1;1.20325;1;0.8706165770000001;1;16.39241553;9.7;8.512899249;4.0;4.262285547;12.0;10.73585326;6.3;323;10.9069;1009.1325;-27.98452842;5.53161973;10.31558;1008.6075;-29.29489356;6.714753445;10.7521;1005.0775;-29.29764765;5.856050549;11.0978;1006.4275;-31.64284706;6.102626142999999;10.84292;1007.0825;-30.422143199999997;4.715179115;18.05211548
