STORM-YVik1-Vindhast-25km;STORM-YVik1-Vindretn-25km;YVIK-YtreVikna1-Sum-produksjon (2 hours before);YVIK-YtreVikna1-Sum-produksjon
11.7;136;33.04256543;37.68558203
11.0;134;36.75638135;38.47116602
10.2;132;37.68558203;37.91393164
9.5;130;38.47116602;37.09716455
9.4;129;37.91393164;36.91241504
9.2;128;37.09716455;30.19534888
8.7;124;36.91241504;35.4131814
8.8;125;30.19534888;35.50994751
8.9;125;35.4131814;34.72723169
9.0;126;35.50994751;37.19166431
8.8;127;34.72723169;36.66329858
8.5;127;37.19166431;32.37524854
8.3;128;36.66329858;32.7827312
8.0;127;32.37524854;33.22038232
7.6;126;32.7827312;31.31203223
7.3;125;33.22038232;25.98853235
7.3;125;31.31203223;23.31818237
7.3;124;25.98853235;16.51493274
7.8;125;23.31818237;12.9464826
7.4;128;16.51493274;23.88228223
7.1;130;12.9464826;17.50929895
6.7;133;23.88228223;19.58816541
6.0;149;17.50929895;14.93773267
5.3;165;19.58816541;10.64969946
4.6;181;14.93773267;6.035599701000001
3.2;189;10.64969946;2.958833237
1.8;198;6.035599701000001;2.8182333369999997
0.4;206;2.958833237;2.821
1.0;155;2.8182333369999997;2.821
1.7;105;2.821;2.821
2.5;152;2.821;2.821
2.4;152;2.821;2.821
2.2;153;2.821;2.821
2.1;153;2.821;2.863733261
3.4;163;2.821;4.454866455
4.6;172;2.863733261;7.844016327
5.9;182;4.454866455;7.704599547999999
6.5;193;7.844016327;5.659299744
7.0;204;7.704599547999999;6.975516388
7.6;215;5.659299744;8.285016235
7.6;221;6.975516388;4.29301651
7.5;226;8.285016235;2.94916655
5.7;250;4.29301651;2.896533279
6.2;257;2.94916655;3.1935332639999996
6.6;264;2.896533279;3.9024831389999997
7.1;271;3.1935332639999996;7.361116211000001
7.3;270;3.9024831389999997;13.40738312
7.5;270;7.361116211000001;18.26323267
7.7;269;13.40738312;20.37646606
7.8;267;18.26323267;18.03201569
7.9;265;20.37646606;13.83876605
8.0;263;18.03201569;11.20731601
8.1;266;13.83876605;10.43488293
8.1;268;11.20731601;8.020666198999999
7.2;277;10.43488293;8.894249451
6.8;278;8.020666198999999;8.958899597
6.5;279;8.894249451;10.95591602
6.1;280;8.958899597;8.537749573
6.2;282;10.95591602;6.875532959
6.2;283;8.537749573;8.279916382
6.3;285;6.875532959;10.49398285
6.4;285;8.279916382;11.26849988
6.6;285;10.49398285;17.12539917
6.7;285;11.26849988;14.65964966
6.7;285;17.12539917;11.51349939
6.6;285;14.65964966;11.7809328
6.5;289;11.51349939;14.71079926
6.3;292;11.7809328;14.57253259
6.2;294;14.71079926;12.70124939
6.0;297;14.57253259;7.38091629
5.5;301;12.70124939;8.437749695
5.0;305;7.38091629;6.395083099
4.5;309;8.437749695;4.864949692
4.9;311;6.395083099;4.000599823
5.4;314;4.864949692;2.654416641
5.8;316;4.000599823;2.2056833190000003
5.4;335;2.654416641;1.96681665
5.1;355;2.2056833190000003;2.16331665
5.0;14;1.96681665;2.401316635
5.3;7;2.16331665;6.101699707000001
5.6;1;2.401316635;9.731166137999999
5.9;354;6.101699707000001;10.55838251
5.9;353;9.731166137999999;9.825832947
5.8;351;10.55838251;8.033949646
5.8;350;9.825832947;17.7284325
6.4;346;8.033949646;17.83838232
6.9;342;17.7284325;20.75858258
7.5;338;17.83838232;20.65221564
7.8;333;20.75858258;17.59948267
8.0;329;20.65221564;18.12739929
8.7;326;17.59948267;21.05273206
9.3;326;18.12739929;22.02496558
9.8;326;21.05273206;24.83549866
10.4;326;22.02496558;29.08428223
9.9;325;24.83549866;29.43753223
9.5;323;29.08428223;20.75138245
9.0;322;29.43753223;19.82938245
8.2;316;20.75138245;16.04954907
7.3;310;19.82938245;12.54036627
6.5;304;16.04954907;11.5341994
6.5;294;12.54036627;7.501017059
6.6;283;11.5341994;11.15718301
6.1;254;7.501017059;13.78614917
6.7;256;11.15718301;14.765832699999999
7.3;257;13.78614917;16.04704919
7.9;259;14.765832699999999;20.95384924
8.1;257;16.04704919;22.48514905
8.2;256;20.95384924;10.4026662
8.4;254;22.48514905;12.16973273
7.1;243;10.4026662;16.91734943
5.8;232;12.16973273;13.00278296
4.5;221;16.91734943;4.087466431
4.0;187;13.00278296;3.0507166669999997
3.6;152;4.087466431;5.1333498539999995
3.0;151;3.0507166669999997;7.654433105
3.7;129;5.1333498539999995;5.424933014
4.3;106;7.654433105;3.629866577
5.0;84;5.424933014;2.9355332030000003
4.9;68;3.629866577;2.649599899
4.9;52;2.9355332030000003;3.055983124
4.8;36;2.649599899;2.630299973
4.9;26;3.055983124;2.362266624
5.0;15;2.630299973;2.306049995
5.1;5;2.362266624;2.337383305
5.0;13;2.306049995;2.328299957
5.0;20;2.337383305;2.598666656
4.6;32;2.328299957;2.217533325
4.4;22;2.598666656;2.06325
4.3;13;2.217533325;1.7445
4.1;3;2.06325;1.7280000000000002
4.5;4;1.7445;1.7280000000000002
4.9;6;1.7280000000000002;1.7280000000000002
5.3;7;1.7280000000000002;1.7280000000000002
5.2;8;1.7280000000000002;1.7280000000000002
5.0;9;1.7280000000000002;1.7280000000000002
4.9;10;1.7280000000000002;1.7280000000000002
4.3;4;1.7280000000000002;1.7280000000000002
3.7;357;1.7280000000000002;2.3515516969999997
3.8;359;1.7280000000000002;2.311
3.7;358;2.3515516969999997;2.2581999969999997
3.6;356;2.311;2.106966667
3.5;355;2.2581999969999997;2.096
3.4;353;2.106966667;2.096
3.3;350;2.096;2.096
3.2;348;2.096;2.16175
3.0;348;2.096;2.398883331
2.8;349;2.16175;2.018983307
2.6;349;2.398883331;1.828
2.2;13;2.018983307;1.828
1.8;38;1.828;1.828
2.3;346;1.828;1.828
2.2;41;1.828;1.828
2.0;97;1.828;1.828
1.9;152;1.828;1.828
2.1;158;1.828;1.848
2.2;163;1.828;1.848
2.4;169;1.848;1.913649994
3.1;162;1.848;1.949
3.7;155;1.913649994;1.949449974
4.4;148;1.949;2.0303333130000003
4.7;148;1.949449974;2.057
5.1;149;2.0303333130000003;2.03228331
5.6;146;2.057;2.1947333369999997
5.6;144;2.03228331;3.0823905939999996
5.5;142;2.1947333369999997;7.03503299
5.5;140;3.0823905939999996;10.30546613
5.5;138;7.03503299;8.832101333999999
5.5;136;10.30546613;10.76931604
5.5;134;8.832101333999999;9.274783142
5.1;131;10.76931604;12.28483282
4.7;129;9.274783142;12.80954932
4.3;126;12.28483282;10.07138306
4.8;122;12.80954932;10.97846606
5.3;118;10.07138306;15.39359912
5.6;115;10.97846606;14.47518213
5.9;117;15.39359912;20.89014905
6.2;120;14.47518213;23.47714905
6.5;122;20.89014905;23.64856616
6.6;122;23.47714905;13.342666199999998
6.8;121;23.64856616;16.20313293
6.9;121;13.342666199999998;11.73758301
7.0;122;16.20313293;12.04793286
7.2;122;11.73758301;12.7952829
7.3;123;12.04793286;24.50019946
7.3;122;12.7952829;22.55378223
7.4;121;24.50019946;24.07991553
7.6;122;22.55378223;26.61764868
7.7;121;24.07991553;32.76189502
7.9;119;26.61764868;35.32473242
8.0;118;32.76189502;35.06141504
8.0;117;35.32473242;35.43343164
8.0;117;35.06141504;33.83068237
8.0;116;35.43343164;33.56408203
7.8;117;33.83068237;31.70719897
7.6;117;33.56408203;25.24914905
7.4;118;31.70719897;27.89169885
7.6;116;25.24914905;27.92744885
7.7;114;27.89169885;30.45443579
7.9;112;27.92744885;23.47209924
7.7;115;30.45443579;18.58143921
7.6;117;23.47209924;19.41789874
7.4;120;18.58143921;21.81809888
7.3;121;19.41789874;21.86069922
7.1;123;21.81809888;19.53178271
7.0;124;21.86069922;15.23603253
7.0;128;19.53178271;15.65938275
6.9;131;15.23603253;17.18564905
6.9;135;15.65938275;19.25006531
7.0;136;17.18564905;18.43651563
7.2;137;19.25006531;17.69029932
7.7;143;18.43651563;21.22061572
7.9;141;17.69029932;20.59308252
8.1;138;21.22061572;13.55783276
8.3;136;20.59308252;14.55773315
8.6;136;13.55783276;23.65476587
8.8;135;14.55773315;28.60793213
9.1;135;23.65476587;30.37504877
9.6;135;28.60793213;29.43109857
10.1;136;30.37504877;32.47301563
10.6;136;29.43109857;34.5879978
10.6;138;32.47301563;32.89498145
10.7;140;34.5879978;36.1263645
10.9;139;32.89498145;35.92769775
10.4;145;36.1263645;36.17983032
9.9;151;35.92769775;34.78756372
9.4;157;36.17983032;33.86379883
9.0;155;34.78756372;29.09569946
8.7;152;33.86379883;23.1644325
8.3;150;29.09569946;20.47183209
7.7;150;23.1644325;16.74074939
7.2;150;20.47183209;13.73653259
6.6;150;16.74074939;11.50858282
6.3;146;13.73653259;7.075582947000001
5.9;141;11.50858282;6.717516357
5.5;142;7.075582947000001;5.0540664060000005
5.2;140;6.717516357;5.376099731
5.0;139;5.0540664060000005;5.111683075
4.7;137;5.376099731;4.049166565
4.8;137;5.111683075;3.883466583
5.0;137;4.049166565;3.88591655
5.1;137;3.883466583;4.143249786
5.0;138;3.88591655;3.69594986
4.8;138;4.143249786;3.8126666260000004
4.7;139;3.69594986;3.545016602
4.8;138;3.8126666260000004;3.115516663
4.8;138;3.545016602;3.172966614
4.6;139;3.115516663;3.2539999999999996
4.5;143;3.172966614;3.383516602
4.5;146;3.2539999999999996;4.29281662
4.4;150;3.383516602;4.0425
3.7;162;4.29281662;4.178433289
3.0;175;4.0425;4.790183228
2.3;187;4.178433289;5.151433258
3.0;187;4.790183228;4.905399902
3.6;186;5.151433258;5.039583282
4.3;186;4.905399902;5.793583099
4.8;181;5.039583282;5.79658313
5.2;177;5.793583099;6.617166321
6.1;156;5.79658313;8.721899384
6.7;152;6.617166321;14.08089978
7.4;147;8.721899384;19.36789905
8.0;143;14.08089978;27.32659888
8.4;140;19.36789905;25.13136572
8.7;137;27.32659888;25.51693188
9.1;134;25.13136572;27.52913208
9.4;136;25.51693188;31.20899902
9.6;139;27.52913208;35.11609839
9.9;141;31.20899902;35.25741455
10.2;142;35.11609839;35.83438086
10.5;144;35.25741455;36.6843479
11.2;143;35.83438086;36.61889844
10.3;150;36.6843479;36.70296436
9.4;157;36.61889844;35.61431543
8.5;164;36.70296436;25.85349829
8.4;177;35.61431543;25.11498242
8.4;190;25.85349829;19.1034823
8.3;203;25.11498242;14.40876575
9.6;211;19.1034823;15.6703324
10.8;219;14.40876575;22.09733191
12.1;227;15.6703324;27.33328198
12.1;222;22.09733191;32.91084839
12.2;217;27.33328198;27.79406555
12.9;222;32.91084839;22.94038184
13.0;220;27.79406555;30.07843213
13.1;218;22.94038184;31.53174829
13.2;216;30.07843213;31.76914868
13.5;218;31.53174829;35.14836499
13.9;221;31.76914868;35.84063184
14.2;223;35.14836499;34.94154883
14.2;225;35.84063184;32.64049854
14.1;226;34.94154883;33.13294849
14.1;228;32.64049854;33.78304858
13.6;227;33.13294849;36.10263184
13.0;226;33.78304858;33.85616577
12.4;234;36.10263184;31.69054834
12.3;229;33.85616577;27.06598193
12.3;224;31.69054834;30.12223242
12.2;219;27.06598193;31.47241504
12.2;223;30.12223242;31.53748169
12.3;227;31.47241504;29.84476514
12.3;231;31.53748169;34.14939868
12.4;236;29.84476514;33.78808228
12.5;242;34.14939868;30.43344824
12.6;247;33.78808228;32.81048145
12.4;247;30.43344824;33.35199927
12.1;246;32.81048145;28.48311572
11.4;252;33.35199927;29.16734863
10.7;251;28.48311572;29.14878149
10.0;251;29.16734863;22.17228247
9.3;250;29.14878149;18.46054895
8.5;242;22.17228247;17.99273267
7.6;234;18.46054895;12.77006592
6.8;226;17.99273267;5.307133148
6.8;207;12.77006592;10.49423297
6.8;189;5.307133148;16.41954932
6.8;170;10.49423297;16.16388269
7.1;153;16.41954932;10.43556604
7.4;137;16.16388269;11.40179944
6.9;110;10.43556604;23.59329871
7.8;124;11.40179944;31.80813208
8.8;137;23.59329871;33.52919775
9.7;151;31.80813208;34.63156494
9.6;158;33.52919775;34.47564893
9.5;165;34.63156494;32.43461523
9.4;172;34.47564893;29.28599841
12.3;216;32.43461523;29.83741577
15.3;260;29.28599841;37.61241455
18.2;304;29.83741577;37.16346533
16.0;296;37.61241455;38.16953174
13.7;289;37.16346533;38.29951489
10.6;287;38.16953174;35.37806421
10.9;284;38.29951489;35.44651563
11.1;280;35.37806421;35.03223193
11.4;277;35.44651563;34.7200481
11.5;275;35.03223193;33.94259814
11.6;273;34.7200481;34.3341311
11.7;271;33.94259814;34.44246509
11.4;271;34.3341311;35.32983154
11.1;270;34.44246509;36.30646533
10.8;270;35.32983154;34.97944824
10.6;271;36.30646533;34.99973047
10.4;273;34.97944824;35.98354688
10.8;274;34.99973047;34.10941455
10.3;273;35.98354688;32.58326465
9.9;273;34.10941455;32.37036475
9.4;272;32.58326465;30.42251563
9.0;270;32.37036475;25.07439911
8.7;267;30.42251563;22.66343256
8.3;265;25.07439911;17.85451624
7.8;263;22.66343256;14.12494958
7.3;262;17.85451624;8.794416199
6.8;260;14.12494958;8.65466629
5.8;262;8.794416199;4.050083267
4.8;265;8.65466629;3.163399948
4.1;256;4.050083267;3.5590165860000003
3.4;253;3.163399948;3.968599823
2.6;249;3.5590165860000003;3.500233307
1.9;246;3.968599823;3.19606665
2.0;237;3.500233307;2.677
2.0;229;3.19606665;2.677
2.1;220;2.677;2.677
2.7;244;2.677;2.677
3.4;267;2.677;2.672849972
4.0;291;2.677;2.387083336
4.6;289;2.672849972;2.6798833159999997
5.1;288;2.387083336;4.619066376
5.4;282;2.6798833159999997;8.949366241
6.3;283;4.619066376;11.56691641
7.1;283;8.949366241;16.03679901
8.0;284;11.56691641;17.85896582
8.2;291;16.03679901;21.91118176
8.4;298;17.85896582;20.1368324
8.6;305;21.91118176;23.78033179
8.8;309;20.1368324;24.18844885
9.1;312;23.78033179;27.71343213
9.3;316;24.18844885;28.76196533
9.4;317;27.71343213;31.00498193
9.4;317;28.76196533;32.70878247
9.7;320;31.00498193;33.47391553
9.8;320;32.70878247;34.23301514
10.0;321;33.47391553;33.70693164
10.1;321;34.23301514;32.47474829
9.8;321;33.70693164;31.53061499
9.4;320;32.47474829;31.15426599
9.1;320;31.53061499;28.04081567
8.8;323;31.15426599;25.23863208
8.5;325;28.04081567;21.93104919
8.2;328;25.23863208;25.05654907
7.2;334;21.93104919;25.49343176
6.2;341;25.05654907;20.52866589
5.3;349;25.49343176;10.57741608
4.6;343;20.52866589;6.590149718999999
3.9;337;10.57741608;5.832532867
3.2;331;6.590149718999999;5.284383179
3.3;334;5.832532867;4.206999786
3.3;337;5.284383179;2.702516663
3.4;340;4.206999786;2.609333313
3.2;352;2.702516663;2.2
3.1;3;2.609333313;2.059300003
2.9;15;2.2;1.999
2.8;46;2.059300003;1.999
2.7;76;1.999;1.999
2.5;104;1.999;2.171899994
2.6;111;1.999;2.306666656
2.6;119;2.171899994;2.305
2.7;126;2.306666656;2.305
2.7;126;2.305;2.305
2.6;125;2.305;
2.6;125;2.305;
2.8;123;;
2.9;122;;
3.1;120;;1.775
3.4;116;;1.7644499359999999
3.6;113;1.775;1.931833313
3.9;111;1.7644499359999999;2.392566639
4.0;104;1.931833313;3.8184832760000003
4.1;96;2.392566639;4.023416504
4.2;89;3.8184832760000003;3.929066483
4.3;88;4.023416504;5.777466583
4.3;86;3.929066483;4.994683228
4.4;85;5.777466583;4.704249969
4.6;84;4.994683228;4.933549866
4.8;84;4.704249969;5.72869986
5.0;83;4.933549866;6.559966553
5.1;87;5.72869986;6.301699768
5.3;92;6.559966553;8.57703302
5.6;98;6.301699768;9.961116241000001
6.1;101;8.57703302;9.231115967000001
6.7;104;9.961116241000001;10.65909967
7.2;107;9.231115967000001;15.37244965
7.7;108;10.65909967;19.6153988
8.1;108;15.37244965;19.70414905
8.6;109;19.6153988;24.58691565
8.6;111;19.70414905;19.59278235
8.7;114;24.58691565;15.18763257
8.7;116;19.59278235;17.49508264
8.8;117;15.18763257;16.53069934
8.9;118;17.49508264;23.76638257
8.7;115;16.53069934;26.20749878
8.7;116;23.76638257;21.50361548
8.8;117;26.20749878;21.74581543
8.8;118;21.50361548;22.36984937
8.9;119;21.74581543;20.79829919
9.0;120;22.36984937;25.8598988
9.1;121;20.79829919;28.76339868
9.0;122;25.8598988;28.64054907
8.8;124;28.76339868;26.81316553
8.7;125;28.64054907;30.10411597
8.6;125;26.81316553;34.12896436
8.5;125;30.10411597;35.81021509
8.5;123;34.12896436;32.55296484
8.3;123;35.81021509;28.02454797
8.2;123;32.55296484;22.68528223
8.0;123;28.02454797;25.02809912
7.9;122;22.68528223;23.4845155
7.9;121;25.02809912;26.09479846
7.8;120;23.4845155;22.38241528
7.8;120;26.09479846;16.90806616
7.7;120;22.38241528;15.41729944
7.7;120;16.90806616;16.49024939
7.6;120;15.41729944;18.62056567
7.6;120;16.49024939;17.33639929
7.6;116;18.62056567;20.89703186
7.5;117;17.33639929;17.99938232
7.4;117;20.89703186;19.839632199999997
7.3;118;17.99938232;16.37829944
7.4;119;19.839632199999997;14.01244934
7.5;120;16.37829944;13.6012326
7.6;121;14.01244934;13.91508289
7.7;121;13.6012326;15.71771588
7.8;122;13.91508289;14.46101581
7.9;122;15.71771588;10.7591496
7.9;120;14.46101581;15.06953271
8.0;118;10.7591496;16.22831586
7.7;114;15.06953271;15.47918262
7.7;114;16.22831586;16.24081616
7.7;114;15.47918262;13.21399939
7.7;114;16.24081616;15.04724951
7.5;111;13.21399939;13.91824921
7.4;108;15.04724951;15.91578259
7.2;105;13.91824921;16.3895824
7.4;107;15.91578259;14.96683301
7.5;108;16.3895824;12.80774933
7.7;110;14.96683301;13.80101605
7.9;113;12.80774933;20.12259912
8.2;117;13.80101605;29.16121497
8.2;123;20.12259912;27.10848193
8.3;120;29.16121497;31.59709839
8.3;118;27.10848193;31.64366553
8.4;115;31.59709839;33.5697981
8.6;117;31.64366553;33.70321484
8.8;119;33.5697981;31.54368262
9.0;121;33.70321484;32.47844873
9.2;121;31.54368262;33.78431543
9.3;122;32.47844873;33.06148218
9.5;122;33.78431543;33.64643262
9.8;123;33.06148218;34.80678149
10.1;125;33.64643262;33.831481200000006
10.0;127;34.80678149;30.92011499
10.0;129;33.831481200000006;29.2387489
9.9;130;30.92011499;32.65601538
9.9;132;29.2387489;33.58478247
9.5;131;32.65601538;34.99683203
9.2;130;33.58478247;35.98861523
8.8;129;34.99683203;34.81799731
9.3;132;35.98861523;35.148331299999995
9.9;136;34.81799731;32.82353271
10.4;139;35.148331299999995;34.85034912
10.3;138;32.82353271;33.62363135
10.2;137;34.85034912;35.93929761
10.3;132;33.62363135;31.90311548
10.5;132;35.93929761;36.43196582
10.6;133;31.90311548;36.94581567
10.8;133;36.43196582;37.13616504
10.7;134;36.94581567;37.47388232
10.6;136;37.13616504;36.27683203
10.5;137;37.47388232;35.33141504
10.7;136;36.27683203;36.21926538
10.8;136;35.33141504;34.6460481
11.0;135;36.21926538;34.71646533
11.2;134;34.6460481;34.55158154
11.5;134;34.71646533;37.46221509
11.7;132;34.55158154;37.76231494
12.0;134;37.46221509;38.22876514
12.4;137;37.76231494;38.61578174
12.7;139;38.22876514;38.60633105
12.7;143;38.61578174;38.14501489
12.6;147;38.60633105;38.60986572
12.6;151;38.14501489;37.63184839
12.2;151;38.60986572;37.40564722
11.8;151;37.63184839;36.13388159
11.4;151;37.40564722;35.76466455
11.2;150;36.13388159;35.45729834
10.9;149;35.76466455;35.44063159
11.6;145;35.45729834;35.90316553
11.3;142;35.44063159;36.31133081
10.9;139;35.90316553;36.54976416
10.6;136;36.31133081;35.84446533
10.8;136;36.54976416;36.89454858
11.1;137;35.84446533;35.76924927
11.3;137;36.89454858;36.36658081
11.0;137;35.76924927;35.61653174
10.6;136;36.36658081;36.09064868
10.3;136;35.61653174;36.07294824
10.0;141;36.09064868;34.43593188
9.6;145;36.07294824;35.3477146
10.3;150;34.43593188;34.31786499
9.7;151;35.3477146;32.47241455
9.2;151;34.31786499;31.79496509
8.6;152;32.47241455;29.34439893
8.7;153;31.79496509;24.33591638
8.8;153;29.34439893;20.70856506
8.9;154;24.33591638;19.37659888
8.8;152;20.70856506;20.03439929
8.8;151;19.37659888;20.4850658
8.7;149;20.03439929;15.69389899
7.6;159;20.4850658;12.4698161
6.6;169;15.69389899;14.89979907
7.2;177;12.4698161;12.17963287
7.2;177;14.89979907;14.25779944
7.2;178;12.17963287;13.95176624
7.2;178;14.25779944;13.58483295
7.1;177;13.95176624;16.84318225
7.1;176;13.58483295;14.511099300000001
7.0;175;16.84318225;14.80744922
6.0;181;14.511099300000001;11.78893268
5.0;187;14.80744922;5.281949738
4.0;193;11.78893268;3.5589499819999997
3.5;226;5.281949738;3.2684333339999996
3.0;258;3.5589499819999997;3.237
2.0;284;3.2684333339999996;3.199483261
1.9;270;3.237;3.169066574
1.9;255;3.199483261;2.380883331
1.8;241;3.169066574;2.516116653
2.0;259;2.380883331;2.4853332519999998
2.1;278;2.516116653;2.3250665440000002
2.3;296;2.4853332519999998;1.9492666630000002
2.5;307;2.3250665440000002;1.7690000000000001
2.7;318;1.9492666630000002;1.7690000000000001
2.9;329;1.7690000000000001;1.7690000000000001
4.3;331;1.7690000000000001;1.7690000000000001
5.8;334;1.7690000000000001;2.118749947
5.7;337;1.7690000000000001;8.882182861
5.1;325;2.118749947;7.0489830929999995
4.5;314;8.882182861;6.868399628
3.9;302;7.0489830929999995;4.679183167
4.6;294;6.868399628;4.824433167
5.2;286;4.679183167;5.840349762000001
5.9;278;4.824433167;6.439216339
6.3;281;5.840349762000001;7.2779329829999995
6.7;284;6.439216339;16.31734973
7.1;287;7.2779329829999995;10.41709937
7.9;279;16.31734973;16.92694928
8.7;270;10.41709937;20.90299878
10.3;264;16.92694928;26.17628235
10.8;265;20.90299878;24.59459869
11.2;266;26.17628235;30.83976526
11.7;267;24.59459869;32.52943213
12.2;264;30.83976526;29.98379907
12.7;260;32.52943213;32.24914795
13.2;257;29.98379907;33.78919873
12.1;261;32.24914795;33.69299854
11.1;265;33.78919873;33.2535813
10.0;269;33.69299854;31.18609827
10.6;265;33.2535813;26.99198193
11.3;261;31.18609827;24.36048212
10.3;258;26.99198193;24.89881567
9.7;258;24.36048212;25.97429962
9.0;257;24.89881567;19.19124927
8.4;257;25.97429962;8.598532776
8.2;269;19.19124927;6.776699677000001
7.9;282;8.598532776;4.574916382
7.7;294;6.776699677000001;6.59434964
8.4;311;4.574916382;7.979749695
9.1;327;6.59434964;12.96213275
9.8;344;7.979749695;29.30889893
9.9;340;12.96213275;34.37463208
9.9;337;29.30889893;34.98376514
10.3;338;34.37463208;34.868331299999994
9.5;338;34.98376514;32.50831519
8.7;337;34.868331299999994;29.83648193
7.9;337;32.50831519;21.9960658
7.3;334;29.83648193;9.81744931
6.7;331;21.9960658;12.46608276
6.1;328;9.81744931;7.857599608999999
5.5;334;12.46608276;7.469983032000001
4.9;339;7.857599608999999;5.536783203
4.3;345;7.469983032000001;4.526866409
4.4;348;5.536783203;6.264316589
4.6;351;4.526866409;6.462366364
4.3;3;6.264316589;8.609049561
5.0;3;6.462366364;6.051133125
5.8;3;8.609049561;7.234666321000001
6.5;3;6.051133125;11.37344952
7.3;0;7.234666321000001;13.52034918
8.1;358;11.37344952;21.64349854
8.9;355;13.52034918;23.97184863
9.1;356;21.64349854;16.97238275
9.2;356;23.97184863;19.63964941
9.4;357;16.97238275;33.85724829
9.8;359;19.63964941;36.06941431
10.2;0;33.85724829;33.43298169
12.7;352;36.06941431;33.8737981
12.4;352;33.43298169;38.28551465
12.1;352;33.8737981;38.15719873
11.8;352;38.28551465;37.09984741
11.7;354;38.15719873;36.4405144
11.7;356;37.09984741;33.54549951
11.6;358;36.4405144;35.261097899999996
11.4;353;33.54549951;35.3984314
11.2;349;35.261097899999996;37.97103125
11.0;344;35.3984314;36.86026465
11.0;345;37.97103125;37.26806445
11.1;346;36.86026465;35.81241455
11.8;350;37.26806445;36.85813086
11.6;350;35.81241455;37.78794775
11.5;349;36.85813086;36.76571533
11.3;349;37.78794775;37.04584814
11.1;347;36.76571533;35.26923169
10.8;344;37.04584814;35.13388184
10.6;342;35.26923169;33.99139819
10.3;342;35.13388184;33.96664893
9.9;342;33.99139819;30.52128247
9.6;342;33.96664893;28.69206592
9.1;338;30.52128247;30.20089893
8.6;335;28.69206592;24.57404883
8.1;332;30.20089893;10.66826617
7.5;330;24.57404883;15.62891577
6.8;328;10.66826617;11.04099957
6.2;326;15.62891577;13.20249945
6.0;321;11.04099957;16.47013245
5.8;316;13.20249945;14.17746588
5.6;311;16.47013245;5.800983062999999
5.5;307;14.17746588;6.825616211
5.4;303;5.800983062999999;4.009833176
5.3;299;6.825616211;2.364816635
4.0;288;4.009833176;3.1692665410000003
2.6;278;2.364816635;3.595083191
3.0;297;3.1692665410000003;3.00653334
2.4;341;3.595083191;2.611
1.8;26;3.00653334;2.611
1.2;70;2.611;2.569
2.3;100;2.611;2.497049988
3.4;131;2.569;1.814033325
4.5;161;2.497049988;2.504483261
4.7;167;1.814033325;4.548616455
4.9;172;2.504483261;7.520316345
5.1;178;4.548616455;7.7794331670000005
5.4;177;7.520316345;6.064116394
5.6;176;7.7794331670000005;6.227233153999999
3.7;216;6.064116394;3.269366531
4.8;239;6.227233153999999;6.568749603
6.0;263;3.269366531;9.462016357000001
7.1;286;6.568749603;10.307383
7.0;290;9.462016357000001;8.268316315
6.9;293;10.307383;10.80754938
6.8;297;8.268316315;15.10861597
5.9;299;10.80754938;7.215499756
5.1;302;15.10861597;4.16741655
4.2;304;7.215499756;2.7142332760000003
3.4;1;4.16741655;2.369900002
2.6;58;2.7142332760000003;2.166
2.0;314;2.369900002;2.166
1.5;1;2.166;2.166
1.1;47;2.166;2.166
0.6;94;2.166;2.166
1.3;110;2.166;2.166
1.9;127;2.166;1.928849998
2.6;143;2.166;2.0162666469999997
3.1;167;1.928849998;2.31471666
3.5;192;2.0162666469999997;2.432183319
4.0;216;2.31471666;2.2429332730000002
4.4;218;2.432183319;2.132866608
4.9;219;2.2429332730000002;1.8569333190000001
7.5;203;2.132866608;3.669783127
7.2;208;1.8569333190000001;8.163382996000001
6.9;212;3.669783127;9.229282898
6.6;217;8.163382996000001;6.251116379
6.2;196;9.229282898;10.24634924
5.7;176;6.251116379;11.40673291
5.3;155;10.24634924;9.835032959
5.6;159;11.40673291;7.96146637
5.8;163;9.835032959;6.340049866
6.1;167;7.96146637;6.0637828979999995
6.0;166;6.340049866;5.009433075
5.9;165;6.0637828979999995;6.761666228999999
5.5;161;5.009433075;8.552516296
5.1;169;6.761666228999999;7.777033081
4.6;177;8.552516296;5.615349884
4.2;185;7.777033081;4.509899811
6.8;234;5.615349884;3.894466553
9.4;283;4.509899811;3.361833237
12.0;332;3.894466553;32.80681519
11.8;335;3.361833237;36.0783645
11.5;338;32.80681519;36.47306396
11.3;341;36.0783645;36.70118066
10.8;338;36.47306396;36.46556543
10.4;334;36.70118066;34.02644849
9.9;331;36.46556543;30.81163159
9.8;327;34.02644849;31.36879834
9.6;323;30.81163159;25.777865600000002
9.5;319;31.36879834;27.65506567
9.0;316;25.777865600000002;24.42473181
8.6;312;27.65506567;21.11164941
8.2;312;24.42473181;17.85753247
7.9;308;21.11164941;19.29323242
7.6;303;17.85753247;15.19423254
7.3;299;19.29323242;11.32763275
7.0;286;15.19423254;12.84679956
6.8;273;11.32763275;8.390916229
7.4;257;12.84679956;11.08834949
8.4;254;8.390916229;13.44703284
9.5;252;11.08834949;17.16819946
10.5;249;13.44703284;17.60646594
11.0;247;17.16819946;25.70451563
11.4;245;17.60646594;27.42123242
11.9;243;25.70451563;30.03519897
12.2;242;27.42123242;32.82326563
12.4;242;30.03519897;34.37879785
12.7;241;32.82326563;35.08124854
12.6;242;34.37879785;35.149964600000004
12.6;244;35.08124854;35.29201563
12.5;245;35.149964600000004;35.08309888
