STORM-YVik1-Vindhast-25km;STORM-YVik1-Vindretn-25km;YVIK-YtreVikna1-Sum-produksjon
8.8;316;25.88309827
8.4;314;29.45344897
8.1;311;21.46579919
7.7;309;19.82906531
8.1;312;24.25736609
8.5;314;28.78081543
8.9;317;32.81439795
9.3;311;30.85789868
9.8;306;25.67986523
11.2;312;33.94564844
10.1;315;30.06941577
9.0;319;29.60781555
7.9;322;19.67251575
7.1;321;16.80748242
6.4;321;8.782099457000001
5.6;320;4.6241665339999996
5.2;323;3.443166534
4.8;327;3.877483124
4.4;330;6.6488164670000005
3.9;335;12.76398267
3.3;340;4.642066589
3.1;322;3.644749985
2.8;315;3.1337499889999996
2.6;308;2.862
2.3;301;2.919199982
2.2;280;2.896449997
2.0;259;2.861
1.9;238;2.861
2.5;212;2.823883286
3.2;185;2.858283234
3.8;159;2.2617166369999997
4.2;154;2.629316048
4.7;150;3.018083252
5.1;149;3.8159331969999997
5.3;139;3.304899902
5.4;128;4.755049774
5.6;118;8.162216492
6.3;115;8.952216492
7.0;111;14.87954944
7.7;108;15.41966608
8.3;108;17.78731555
9.0;109;23.50539917
9.6;109;30.60391626
10.0;114;33.4653147
10.4;120;34.02389746
11.1;118;34.79514868
11.8;121;34.5931145
12.6;125;34.94033154
13.3;128;35.79569824
13.1;127;35.47373145
12.9;127;34.7537146
12.7;126;33.17298047
12.0;127;33.17496558
11.2;127;32.33829852
10.5;128;34.329948
9.9;129;31.94799805
9.2;130;29.39748242
7.1;146;25.74856494
7.4;140;10.62743286
7.6;134;5.125816635
7.9;128;6.251549744
7.8;143;17.39419928
7.7;158;30.74441553
7.6;173;14.04289941
7.4;163;10.40798303
7.1;154;13.1930329
6.9;144;19.45696564
6.7;141;22.13133203
6.5;139;22.41098279
6.3;139;17.54051563
6.5;142;10.62569946
6.6;146;10.51159943
6.8;149;13.75906641
6.1;147;12.64566626
5.5;144;10.41724963
4.8;142;8.227299683
5.0;140;8.405599609
5.2;138;5.714833037999999
5.4;136;5.2999497380000005
5.0;134;5.505649841
4.6;131;3.681966492
4.2;151;3.910466553
4.2;149;3.0557999419999997
4.3;148;2.8220499880000003
4.3;146;2.7567333069999997
4.2;148;2.641266632
4.2;150;3.45944986
4.1;152;3.0689499510000005
4.2;150;2.219
4.4;148;2.35966658
4.5;146;2.590933319
4.7;144;2.427666656
4.9;142;2.482849976
4.5;155;3.056616608
4.8;158;3.5107166139999997
5.1;161;4.288916519
5.4;164;6.662866425
5.4;162;7.986399719
5.4;160;9.516649353
5.4;158;3.5633333210000004
5.7;168;3.259599899
5.9;179;14.32338306
6.2;189;11.00934943
6.7;186;12.89278271
7.1;182;17.21481616
7.8;175;14.72754944
8.1;174;24.87356543
8.3;173;17.40148267
8.6;172;21.94241541
8.9;168;20.99506543
9.2;165;21.81514917
9.5;161;21.32924915
9.2;159;26.89563208
8.8;158;28.40394824
8.5;156;30.21063257
8.1;151;21.84503198
7.7;145;21.93358252
8.6;156;24.33389905
7.7;152;24.75121558
6.9;149;18.50358215
6.0;145;11.43251624
6.3;138;13.76083307
6.6;132;20.56974902
6.9;125;16.86384937
6.6;126;19.00231531
6.2;127;17.52181555
5.9;128;10.28963263
6.2;128;11.63449951
6.5;127;10.37753296
7.3;129;12.32874969
7.5;131;15.58101599
7.7;132;16.73743262
7.9;134;14.67573248
7.9;133;14.45214966
7.8;133;20.44891565
7.8;132;26.58769885
7.5;131;17.11633264
7.2;130;18.00869885
6.9;129;22.68326587
7.0;131;27.05911548
7.1;133;23.441098999999998
7.5;136;16.12791614
7.5;137;17.89214935
7.6;139;15.43528271
7.6;140;17.35704938
7.4;140;13.81439923
7.3;140;12.02138306
7.1;140;12.99313281
7.0;141;8.730799622000001
6.9;141;6.993466400000001
6.8;142;8.401549561
6.9;141;7.131749695
7.0;141;8.156499634
6.8;137;10.7683493
6.6;140;9.184199402
6.3;142;7.599749634
6.1;145;11.12703278
6.1;144;13.54224969
6.1;142;15.32883276
6.1;141;13.660966
6.1;144;13.89051605
6.0;146;17.04201599
6.0;149;15.91628278
6.0;149;12.73996625
6.1;149;11.00759949
6.1;151;8.30038324
6.2;150;7.028966431000001
6.4;148;7.357299622
6.5;147;8.1737995
6.4;147;10.16428302
6.2;146;10.46455121
6.1;146;11.51173279
6.0;146;12.39938281
6.0;146;10.48741583
5.9;146;9.522583008
6.1;145;12.13696613
6.4;145;14.0087995
7.5;144;16.27096582
7.5;143;13.70438306
7.6;141;11.64821613
7.6;140;16.55774902
6.8;144;17.04129871
5.9;148;13.50671619
5.1;152;11.90329944
4.2;210;8.608016296
3.3;267;4.2416831969999995
2.4;325;3.5877998960000004
2.3;310;2.895716583
2.1;294;2.0085832669999997
2.5;250;2.4449166719999997
2.4;248;2.002666626
2.4;245;1.916
2.3;243;2.043449982
2.2;225;2.644399902
2.0;208;2.217383316
1.9;190;2.166449997
1.9;165;2.114933304
2.0;140;1.9748320769999999
2.0;115;2.202449944
2.7;114;2.47471666
3.4;112;2.3186166530000003
4.2;101;2.745699951
4.3;96;3.9838486019999997
4.3;90;3.719249847
4.4;85;3.0534999239999996
4.4;83;2.9146999819999997
4.5;81;2.799333313
4.5;79;3.12041658
4.2;81;3.0482332760000004
3.9;84;2.747
3.6;86;2.521649979
3.7;88;2.378
3.9;89;2.378
4.5;82;2.24946666
4.4;85;2.33713327
4.2;88;2.198683319
4.1;91;1.7974499819999998
4.0;93;1.792499969
3.8;95;1.821783325
3.7;97;1.6601666640000001
3.5;97;1.534
3.2;96;1.464
3.0;96;1.236090897
2.8;98;1.3659999999999999
2.5;100;1.3659999999999999
2.3;133;1.199
2.2;136;1.124
2.1;139;1.124
2.0;142;1.124
2.3;146;1.124
2.6;149;1.124
2.9;153;1.124
3.1;154;1.1423333279999999
3.3;155;1.3641166530000002
3.5;156;1.607100006
3.8;155;1.651733307
4.0;155;1.640549995
4.1;152;2.06406662
4.3;151;2.0469999999999997
4.6;151;1.9055999909999999
4.8;150;2.154599976
5.2;149;2.461683319
5.5;149;2.7060332639999998
5.9;148;2.9453666380000003
6.0;148;2.880133316
6.1;149;3.235466614
6.2;149;3.9440332639999998
6.3;150;4.453366516
6.4;150;5.0975998989999995
6.1;149;5.294983124
6.3;150;5.066349762
6.4;151;5.920316528
6.6;152;7.813316467000001
6.6;155;9.180299622
6.7;159;11.22973285
6.7;162;11.14144952
6.9;162;10.88268274
7.0;161;10.5316496
7.2;161;11.68049927
7.3;161;13.39413269
7.3;161;11.55751636
7.7;179;10.98663287
6.6;186;10.79598273
5.4;193;12.22136615
4.3;200;10.56824969
3.6;236;7.319482849
3.0;271;6.897049743999999
2.3;307;5.000049698
3.0;309;4.541266464
3.7;312;3.6102498780000003
4.4;314;3.136133286
4.5;312;2.533883293
4.6;309;2.34
4.4;329;2.732633209
4.0;327;3.448349854
3.6;326;4.759116333
3.2;324;5.038666473
3.5;316;8.28811615
3.7;308;5.1176166080000005
4.0;300;5.826266464
4.1;293;5.964499725
4.1;285;5.033116486
4.2;278;4.199416519
4.4;271;9.367932739
4.7;263;7.056232941
6.1;245;7.6608498229999995
6.2;255;12.43953302
6.4;265;16.08179901
6.5;275;6.100066452
6.5;269;13.22729932
6.6;264;14.54869928
6.6;258;12.35379962
6.4;251;5.142583098999999
6.1;243;4.592866516
5.9;236;3.7159832610000003
6.1;224;3.470599945
6.3;212;11.13824957
4.9;217;7.2583830570000005
5.2;201;4.971499878
5.5;184;5.713783081
5.8;168;9.198516205
6.5;164;9.909666077
