STORM-YVik1-Vindhast-25km delayed_2;STORM-YVik1-Vindhast-25km delayed_1;STORM-YVik1-Vindhast-25km;STORM-YVik1-Vindretn-25km delayed_2;STORM-YVik1-Vindretn-25km delayed_1;STORM-YVik1-Vindretn-25km;/arome_windvel_6491_1087 delayed_2;/arome_windvel_6491_1087 delayed_1;/arome_windvel_6491_1087;/arome_airtemp_6491_1087 delayed_2;/arome_airtemp_6491_1087 delayed_1;/arome_airtemp_6491_1087;/arome_windvel_6481_1056 delayed_2;/arome_windvel_6481_1056 delayed_1;/arome_windvel_6481_1056;DNMI_75410...........T0015A3-0120;/arome_windvel_6482_1114 delayed_2;/arome_windvel_6482_1114 delayed_1;/arome_windvel_6482_1114;DNMI_75220...........T0015A3-0120;/arome_windvel_6520_1098 delayed_2;/arome_windvel_6520_1098 delayed_1;/arome_windvel_6520_1098;DNMI_75550...........T0015A3-0120;antall_fungerende;YVIK-YtreVikna1-Sum-produksjon (2 hours before);YVIK-YtreVikna1-Sum-produksjon
7.3;7.7;8.0;355.0;2.0;8;8.964576155;9.83914067;10.21090632;11.55386;11.4181;11.6061;8.585586978;9.388223304;9.613307835;5.36;8.90376909;8.817094428999999;10.08515619;2.2;9.682100843999999;10.43107728;10.34102393;5.36;17;19.68601526;25.07671594
7.7;8.0;8.0;2.0;8.0;6;9.83914067;10.21090632;9.941792458;11.4181;11.6061;11.45352;9.388223304;9.613307835;9.936891195;5.63;8.817094428999999;10.08515619;10.16257719;3.3;10.43107728;10.34102393;10.05826564;5.63;17;22.68174902;24.0594823
8.0;8.0;8.1;8.0;6.0;4;10.21090632;9.941792458;9.84532204;11.6061;11.45352;11.3776;9.613307835;9.936891195;9.307533238;5.0;10.08515619;10.16257719;9.963418535;4.6;10.34102393;10.05826564;10.03059887;5.0;17;25.07671594;22.92679895
8.0;8.1;8.1;6.0;4.0;2;9.941792458;9.84532204;9.926074149;11.45352;11.3776;11.228660000000001;9.936891195;9.307533238;9.695018126;4.98;10.16257719;9.963418535;9.873606843;4.8;10.05826564;10.03059887;10.11217654;4.98;17;24.0594823;24.23303259
8.1;8.1;8.0;4.0;2.0;2;9.84532204;9.926074149;9.39373548;11.3776;11.228660000000001;10.82925;9.307533238;9.695018126;9.102431322000001;5.34;9.963418535;9.873606843;9.059772509;4.0;10.03059887;10.11217654;10.11417537;5.34;17;22.92679895;22.58158203
8.1;8.0;7.9;2.0;2.0;1;9.926074149;9.39373548;9.902048064;11.228660000000001;10.82925;10.92324;9.695018126;9.102431322000001;9.183631554;4.84;9.873606843;9.059772509;9.15712499;3.6;10.11217654;10.11417537;10.51817269;4.84;17;24.23303259;20.73711572
8.0;7.9;8.4;2.0;1.0;354;9.39373548;9.902048064;9.810315641;10.82925;10.92324;10.90884;9.102431322000001;9.183631554;10.13010125;4.79;9.059772509;9.15712499;9.742493972;5.2;10.11417537;10.51817269;10.161793;4.79;17;22.58158203;23.384282100000004
7.9;8.4;8.2;1.0;354.0;352;9.902048064;9.810315641;9.865883392;10.92324;10.90884;10.99575;9.183631554;10.13010125;9.838562039;4.68;9.15712499;9.742493972;10.02755373;5.3;10.51817269;10.161793;9.744224021;4.68;17;20.73711572;21.54413232
8.4;8.2;8.0;354.0;352.0;351;9.810315641;9.865883392;9.339599418999999;10.90884;10.99575;10.8561;10.13010125;9.838562039;9.222669935;4.9;9.742493972;10.02755373;9.648132905;4.7;10.161793;9.744224021;9.904021243999999;4.9;17;23.384282100000004;21.08448218
8.2;8.0;7.8;352.0;351.0;349;9.865883392;9.339599418999999;9.575343339;10.99575;10.8561;10.99502;9.838562039;9.222669935;9.289672355;3.96;10.02755373;9.648132905;9.216594266;3.7;9.744224021;9.904021243999999;9.773950056;3.96;17;21.54413232;19.74973218
8.0;7.8;7.4;351.0;349.0;351;9.339599418999999;9.575343339;9.350097965;10.8561;10.99502;10.84463;9.222669935;9.289672355;9.147429108999999;4.76;9.648132905;9.216594266;9.27534422;4.3;9.904021243999999;9.773950056;9.502556774;4.76;17;21.08448218;13.85651611
7.8;7.4;7.1;349.0;351.0;353;9.575343339;9.350097965;9.32832599;10.99502;10.84463;11.06362;9.289672355;9.147429108999999;8.737579178999999;4.99;9.216594266;9.27534422;8.912364521;4.8;9.773950056;9.502556774;9.357261097;4.99;17;19.74973218;13.41229956
7.4;7.1;6.7;351.0;353.0;355;9.350097965;9.32832599;8.646965726;10.84463;11.06362;11.192039999999999;9.147429108999999;8.737579178999999;8.404375702000001;4.42;9.27534422;8.912364521;8.705612981;4.5;9.502556774;9.357261097;8.566040597999999;4.42;17;13.85651611;14.84291602
7.1;6.7;6.7;353.0;355.0;356;9.32832599;8.646965726;8.059655314;11.06362;11.192039999999999;11.30142;8.737579178999999;8.404375702000001;7.677024745;5.25;8.912364521;8.705612981;8.205309012;4.1;9.357261097;8.566040597999999;8.042087844;5.25;17;13.41229956;18.5751322
6.7;6.7;6.8;355.0;356.0;358;8.646965726;8.059655314;7.8276800810000005;11.192039999999999;11.30142;11.236469999999999;8.404375702000001;7.677024745;7.569287876000001;5.06;8.705612981;8.205309012;7.859158905;5.7;8.566040597999999;8.042087844;7.680971211;5.06;17;14.84291602;13.23761621
6.7;6.8;6.8;356.0;358.0;359;8.059655314;7.8276800810000005;6.748821625;11.30142;11.236469999999999;11.21182;7.677024745;7.569287876000001;6.8806703460000005;4.75;8.205309012;7.859158905;6.833241371000001;3.5;8.042087844;7.680971211;7.273524097999999;4.75;17;18.5751322;16.08136609
6.8;6.8;6.3;358.0;359.0;359;7.8276800810000005;6.748821625;7.008229005;11.236469999999999;11.21182;11.3002;7.569287876000001;6.8806703460000005;7.099942774;4.83;7.859158905;6.833241371000001;6.9996032989999994;3.9;7.680971211;7.273524097999999;6.978297086;4.83;17;13.23761621;12.18809937
6.8;6.3;5.7;359.0;359.0;359;6.748821625;7.008229005;7.001138557999999;11.21182;11.3002;11.24648;6.8806703460000005;7.099942774;6.435948767999999;4.59;6.833241371000001;6.9996032989999994;7.2804408039999995;2.9;7.273524097999999;6.978297086;7.300406493;4.59;17;16.08136609;9.638949463
6.3;5.7;5.8;359.0;359.0;356;7.008229005;7.001138557999999;5.851739805;11.3002;11.24648;11.20767;7.099942774;6.435948767999999;5.407285257000001;4.82;6.9996032989999994;7.2804408039999995;6.063457507000001;3.9;6.978297086;7.300406493;6.194873123;4.82;17;12.18809937;5.9479164120000005
5.7;5.8;5.3;359.0;356.0;352;7.001138557999999;5.851739805;5.62854943;11.24648;11.20767;11.23745;6.435948767999999;5.407285257000001;5.319715196000001;3.63;7.2804408039999995;6.063457507000001;5.30179671;5.1;7.300406493;6.194873123;5.66793036;3.63;17;9.638949463;5.119699738
5.8;5.3;4.7;356.0;352.0;347;5.851739805;5.62854943;5.479046687;11.20767;11.23745;11.1874;5.407285257000001;5.319715196000001;4.78923693;3.79;6.063457507000001;5.30179671;5.4758659970000005;2.0;6.194873123;5.66793036;5.443193646;3.79;17;5.9479164120000005;3.924816574
5.3;4.7;4.2;352.0;347.0;343;5.62854943;5.479046687;5.025923403;11.23745;11.1874;11.09585;5.319715196000001;4.78923693;4.6613487739999995;3.11;5.30179671;5.4758659970000005;5.385924301;1.8;5.66793036;5.443193646;5.038087889;3.11;17;5.119699738;4.314033234
4.7;4.2;4.1;347.0;343.0;341;5.479046687;5.025923403;4.003865536;11.1874;11.09585;11.05972;4.78923693;4.6613487739999995;3.84221072;2.6;5.4758659970000005;5.385924301;4.125665463;1.9;5.443193646;5.038087889;4.256758631;2.6;17;3.924816574;3.987033264
4.2;4.1;4.1;343.0;341.0;339;5.025923403;4.003865536;3.8074043389999996;11.09585;11.05972;11.045069999999999;4.6613487739999995;3.84221072;3.6416310089999997;2.04;5.385924301;4.125665463;4.032300645;0.0;5.038087889;4.256758631;3.40202346;2.04;17;4.314033234;4.386699799
4.1;4.1;4.0;341.0;339.0;337;4.003865536;3.8074043389999996;4.8443265239999995;11.05972;11.045069999999999;11.04604;3.84221072;3.6416310089999997;4.619000105;2.55;4.125665463;4.032300645;5.268315825;2.7;4.256758631;3.40202346;4.343989513;2.55;17;3.987033264;4.0422499080000005
4.1;4.0;3.9;339.0;337.0;339;3.8074043389999996;4.8443265239999995;4.573485183;11.045069999999999;11.04604;11.07998;3.6416310089999997;4.619000105;4.476500882;2.36;4.032300645;5.268315825;4.759552845;3.6;3.40202346;4.343989513;4.284970519;2.36;17;4.386699799;3.7374333039999996
4.0;3.9;3.9;337.0;339.0;342;4.8443265239999995;4.573485183;4.64465373;11.04604;11.07998;11.11025;4.619000105;4.476500882;4.388456788;2.42;5.268315825;4.759552845;4.388622788999999;1.3;4.343989513;4.284970519;4.705278091;2.42;17;4.0422499080000005;2.9670999910000004
3.9;3.9;3.8;339.0;342.0;344;4.573485183;4.64465373;4.584566656;11.07998;11.11025;11.123439999999999;4.476500882;4.388456788;4.372595724;2.15;4.759552845;4.388622788999999;4.566533566;0.4;4.284970519;4.705278091;4.799422319;2.15;17;3.7374333039999996;2.884
3.9;3.8;3.2;342.0;344.0;334;4.64465373;4.584566656;4.193970212;11.11025;11.123439999999999;11.12832;4.388456788;4.372595724;4.170417399;1.83;4.388622788999999;4.566533566;4.180948636;0.0;4.705278091;4.799422319;4.346914616;1.83;17;2.9670999910000004;2.773
3.8;3.2;2.7;344.0;334.0;325;4.584566656;4.193970212;3.4979726889999996;11.123439999999999;11.12832;11.1879;4.372595724;4.170417399;3.348701855;1.61;4.566533566;4.180948636;3.242850349;0.0;4.799422319;4.346914616;4.1412098219999995;1.61;17;2.884;2.773
3.2;2.7;2.8;334.0;325.0;321;4.193970212;3.4979726889999996;3.1484986889999997;11.12832;11.1879;11.17202;4.170417399;3.348701855;2.844518416;1.61;4.180948636;3.242850349;2.8805359139999998;0.6;4.346914616;4.1412098219999995;3.6721479689999996;1.61;17;2.773;2.773
2.7;2.8;2.6;325.0;321.0;301;3.4979726889999996;3.1484986889999997;3.1846945439999996;11.1879;11.17202;11.24526;3.348701855;2.844518416;3.0112478769999997;1.79;3.242850349;2.8805359139999998;2.848230423;0.0;4.1412098219999995;3.6721479689999996;4.312813681000001;1.79;17;2.773;2.773
2.8;2.6;2.4;321.0;301.0;280;3.1484986889999997;3.1846945439999996;3.761507261;11.17202;11.24526;11.2194;2.844518416;3.0112478769999997;3.572663864;2.06;2.8805359139999998;2.848230423;3.1971275880000003;0.0;3.6721479689999996;4.312813681000001;4.268770603;2.06;17;2.773;2.773
2.6;2.4;2.2;301.0;280.0;260;3.1846945439999996;3.761507261;4.05916184;11.24526;11.2194;10.98354;3.0112478769999997;3.572663864;3.8044895960000003;2.09;2.848230423;3.1971275880000003;3.746130519;1.6;4.312813681000001;4.268770603;4.132538987;2.09;17;2.773;2.6210000000000004
2.4;2.2;2.7;280.0;260.0;258;3.761507261;4.05916184;4.543269024;11.2194;10.98354;10.74697;3.572663864;3.8044895960000003;4.20175899;1.98;3.1971275880000003;3.746130519;4.137556705;1.9;4.268770603;4.132538987;4.908979166;1.98;17;2.773;2.545
2.2;2.7;3.2;260.0;258.0;255;4.05916184;4.543269024;5.093331855;10.98354;10.74697;10.673;3.8044895960000003;4.20175899;4.699268141;2.49;3.746130519;4.137556705;4.556914609;2.6;4.132538987;4.908979166;6.362967522000001;2.49;17;2.6210000000000004;2.6888833310000004
2.7;3.2;3.7;258.0;255.0;253;4.543269024;5.093331855;6.1344812829999995;10.74697;10.673;10.74404;4.20175899;4.699268141;5.884128293;2.98;4.137556705;4.556914609;5.509487837999999;3.3;4.908979166;6.362967522000001;7.574702739;2.98;17;2.545;2.7643499910000005
3.2;3.7;3.9;255.0;253.0;253;5.093331855;6.1344812829999995;6.110438471;10.673;10.74404;10.30996;4.699268141;5.884128293;6.012599305;3.03;4.556914609;5.509487837999999;6.337216682;3.3;6.362967522000001;7.574702739;7.210130207000001;3.03;17;2.6888833310000004;2.680783279
3.7;3.9;4.0;253.0;253.0;252;6.1344812829999995;6.110438471;6.687742432;10.74404;10.30996;10.20767;5.884128293;6.012599305;6.244776951;3.25;5.509487837999999;6.337216682;6.05697776;3.5;7.574702739;7.210130207000001;7.346969168999999;3.25;17;2.7643499910000005;2.740816605
3.9;4.0;4.2;253.0;252.0;252;6.110438471;6.687742432;6.186752825;10.30996;10.20767;10.392719999999999;6.012599305;6.244776951;6.212113782;3.44;6.337216682;6.05697776;6.176206336;3.0;7.210130207000001;7.346969168999999;7.675316765;3.44;17;2.680783279;3.353866547
4.0;4.2;4.4;252.0;252.0;256;6.687742432;6.186752825;7.050382886;10.20767;10.392719999999999;10.6681;6.244776951;6.212113782;6.75088188;3.89;6.05697776;6.176206336;6.234023264;3.5;7.346969168999999;7.675316765;8.073055516;3.89;17;2.740816605;3.432549957
4.2;4.4;4.5;252.0;256.0;261;6.186752825;7.050382886;7.275281877;10.392719999999999;10.6681;10.85195;6.212113782;6.75088188;6.926316514;3.95;6.176206336;6.234023264;6.900797425;4.0;7.675316765;8.073055516;7.988266855;3.95;17;3.353866547;3.920099884
4.4;4.5;4.6;256.0;261.0;261;7.050382886;7.275281877;6.155197901;10.6681;10.85195;11.23794;6.75088188;6.926316514;6.1126237539999995;4.03;6.234023264;6.900797425;6.768360368;4.6;8.073055516;7.988266855;6.369606952000001;4.03;17;3.432549957;5.033133133
4.5;4.6;4.8;261.0;261.0;256;7.275281877;6.155197901;5.277901354;10.85195;11.23794;11.03164;6.926316514;6.1126237539999995;5.230639246;3.69;6.900797425;6.768360368;5.559569462000001;5.1;7.988266855;6.369606952000001;6.598345036;3.69;17;3.920099884;5.920449737999999
4.6;4.8;4.9;261.0;256.0;251;6.155197901;5.277901354;5.089373366;11.23794;11.03164;11.1525;6.1126237539999995;5.230639246;4.382266639;3.855555556;6.768360368;5.559569462000001;4.883215736;6.5;6.369606952000001;6.598345036;7.420884228999999;3.855555556;17;5.033133133;5.561283127
4.8;4.9;5.1;256.0;251.0;246;5.277901354;5.089373366;5.100715811000001;11.03164;11.1525;11.16982;5.230639246;4.382266639;4.1621874189999994;3.644444444;5.559569462000001;4.883215736;4.346481959;7.0;6.598345036;7.420884228999999;6.678972593999999;3.644444444;17;5.920449737999999;4.2860000000000005
4.9;5.1;4.3;251.0;246.0;265;5.089373366;5.100715811000001;5.500266722999999;11.1525;11.16982;11.216460000000001;4.382266639;4.1621874189999994;4.796743182;3.8444444439999996;4.883215736;4.346481959;4.464235592;7.4;7.420884228999999;6.678972593999999;6.12790331;3.8444444439999996;17;5.561283127;4.2211832430000005
5.1;4.3;3.6;246.0;265.0;283;5.100715811000001;5.500266722999999;6.169959872000001;11.16982;11.216460000000001;11.31826;4.1621874189999994;4.796743182;5.670288692000001;2.855555556;4.346481959;4.464235592;5.13374976;1.1;6.678972593999999;6.12790331;5.962973106000001;2.855555556;17;4.2860000000000005;4.197599838
4.3;3.6;2.8;265.0;283.0;302;5.500266722999999;6.169959872000001;6.708604477000001;11.216460000000001;11.31826;11.81216;4.796743182;5.670288692000001;6.529784116;2.922222222;4.464235592;5.13374976;6.398482586;1.1;6.12790331;5.962973106000001;6.858498626;2.922222222;17;4.2211832430000005;3.6441000060000004
3.6;2.8;2.8;283.0;302.0;287;6.169959872000001;6.708604477000001;6.101581311;11.31826;11.81216;11.75747;5.670288692000001;6.529784116;6.104080606;2.922222222;5.13374976;6.398482586;6.0550045820000005;1.9;5.962973106000001;6.858498626;6.40543463;2.922222222;17;4.197599838;3.26631662
2.8;2.8;2.9;302.0;287.0;273;6.708604477000001;6.101581311;5.52433698;11.81216;11.75747;11.69717;6.529784116;6.104080606;5.690744821;3.077777778;6.398482586;6.0550045820000005;5.3140359539999995;0.6;6.858498626;6.40543463;5.830933611;3.077777778;17;3.6441000060000004;3.162599945
2.8;2.9;2.9;287.0;273.0;258;6.101581311;5.52433698;4.875200425;11.75747;11.69717;11.7421;6.104080606;5.690744821;5.131363722;2.43;6.0550045820000005;5.3140359539999995;5.277808226;2.4;6.40543463;5.830933611;5.401905879;2.43;17;3.26631662;3.459216614
2.9;2.9;2.9;273.0;258.0;254;5.52433698;4.875200425;4.525934937;11.69717;11.7421;11.7565;5.690744821;5.131363722;4.6016575;2.63;5.3140359539999995;5.277808226;4.722724845;3.8;5.830933611;5.401905879;5.046933702;2.63;17;3.162599945;2.993516647
2.9;2.9;3.0;258.0;254.0;251;4.875200425;4.525934937;4.32857741;11.7421;11.7565;11.78164;5.131363722;4.6016575;4.372253292;2.69;5.277808226;4.722724845;4.1633293369999995;3.2;5.401905879;5.046933702;3.11355495;2.69;17;3.459216614;2.658933304
2.9;3.0;2.8;254.0;251.0;265;4.525934937;4.32857741;4.235837753;11.7565;11.78164;11.8644;4.6016575;4.372253292;4.1093094;2.7;4.722724845;4.1633293369999995;4.289364518999999;2.2;5.046933702;3.11355495;2.17793325;2.7;17;2.993516647;2.215216629
3.0;2.8;3.0;251.0;265.0;271;4.32857741;4.235837753;4.274016605;11.78164;11.8644;11.95083;4.372253292;4.1093094;3.891541241;2.46;4.1633293369999995;4.289364518999999;4.42073224;0.5;3.11355495;2.17793325;2.152208002;2.46;17;2.658933304;2.124333328
2.8;3.0;3.2;265.0;271.0;277;4.235837753;4.274016605;4.124049664;11.8644;11.95083;12.07095;4.1093094;3.891541241;3.798948835;2.63;4.289364518999999;4.42073224;4.036723736;3.1;2.17793325;2.152208002;2.060432137;2.63;16;2.215216629;2.194716591
3.0;3.2;3.4;271.0;277.0;283;4.274016605;4.124049664;3.983058681;11.95083;12.07095;12.19473;3.891541241;3.798948835;3.7238570710000003;3.3;4.42073224;4.036723736;3.74632008;3.8;2.152208002;2.060432137;1.9623540780000002;3.3;16;2.124333328;2.370899948
3.2;3.4;3.2;277.0;283.0;290;4.124049664;3.983058681;3.7696955819999998;12.07095;12.19473;12.25308;3.798948835;3.7238570710000003;3.8706987880000003;3.08;4.036723736;3.74632008;4.089322772;3.1;2.060432137;1.9623540780000002;1.848299062;3.08;16;2.194716591;2.661266636
3.4;3.2;3.1;283.0;290.0;296;3.983058681;3.7696955819999998;3.525673252;12.19473;12.25308;12.24624;3.7238570710000003;3.8706987880000003;4.20448352;3.04;3.74632008;4.089322772;4.648657466;4.8;1.9623540780000002;1.848299062;3.919817171;3.04;16;2.370899948;2.3686999319999997
3.2;3.1;2.9;290.0;296.0;303;3.7696955819999998;3.525673252;2.564600121;12.25308;12.24624;12.42178;3.8706987880000003;4.20448352;2.632710962;2.95;4.089322772;4.648657466;3.5185344389999997;5.2;1.848299062;3.919817171;4.700060841;2.95;16;2.661266636;2.7490498960000003
3.1;2.9;3.3;296.0;303.0;331;3.525673252;2.564600121;2.849621227;12.24624;12.42178;12.38442;4.20448352;2.632710962;2.649177235;2.82;4.648657466;3.5185344389999997;2.99815425;4.9;3.919817171;4.700060841;5.004907412;2.82;17;2.3686999319999997;2.610833267
2.9;3.3;3.7;303.0;331.0;0;2.564600121;2.849621227;4.937326516000001;12.42178;12.38442;12.01455;2.632710962;2.649177235;3.118213074;3.05;3.5185344389999997;2.99815425;3.445871217;3.8;4.700060841;5.004907412;4.762501931;3.05;17;2.7490498960000003;2.50548333
3.3;3.7;4.1;331.0;0.0;28;2.849621227;4.937326516000001;4.514793574;12.38442;12.01455;11.8495;2.649177235;3.118213074;4.467663878;2.78;2.99815425;3.445871217;4.623868528;4.5;5.004907412;4.762501931;4.45026394;2.78;17;2.610833267;3.130916565
3.7;4.1;3.9;0.0;28.0;30;4.937326516000001;4.514793574;4.539495255;12.01455;11.8495;11.76113;3.118213074;4.467663878;4.514992773;2.45;3.445871217;4.623868528;4.655369647;2.7;4.762501931;4.45026394;4.573196371;2.45;17;2.50548333;3.529333313
4.1;3.9;3.7;28.0;30.0;33;4.514793574;4.539495255;4.231854139;11.8495;11.76113;11.67202;4.467663878;4.514992773;4.336362009;2.05;4.623868528;4.655369647;4.393404256;1.6;4.45026394;4.573196371;4.538904823999999;2.05;17;3.130916565;3.0750332489999996
3.9;3.7;2.6;30.0;33.0;35;4.539495255;4.231854139;4.335757617;11.76113;11.67202;11.81582;4.514992773;4.336362009;4.532185893;2.18;4.655369647;4.393404256;4.589994183;1.6;4.573196371;4.538904823999999;5.114828558999999;2.18;17;3.529333313;2.486599991
3.7;2.6;2.4;33.0;35.0;39;4.231854139;4.335757617;3.997116241;11.67202;11.81582;11.838280000000001;4.336362009;4.532185893;4.207449911;1.79;4.393404256;4.589994183;3.918647913;0.8;4.538904823999999;5.114828558999999;4.820629738;1.79;17;3.0750332489999996;2.229466667
2.6;2.4;2.3;35.0;39.0;42;4.335757617;3.997116241;4.074581104;11.81582;11.838280000000001;11.81875;4.532185893;4.207449911;3.775237508;1.68;4.589994183;3.918647913;3.613359729;1.6;5.114828558999999;4.820629738;4.417425941;1.68;17;2.486599991;2.128266666
2.4;2.3;2.1;39.0;42.0;46;3.997116241;4.074581104;3.7142011960000003;11.838280000000001;11.81875;11.77944;4.207449911;3.775237508;3.915103273;1.48;3.918647913;3.613359729;3.430569231;1.5;4.820629738;4.417425941;3.459738686;1.48;17;2.229466667;2.122
2.3;2.1;2.6;42.0;46.0;54;4.074581104;3.7142011960000003;3.254702768;11.81875;11.77944;11.77212;3.775237508;3.915103273;3.7510877369999998;2.22;3.613359729;3.430569231;3.097989381;2.3;4.417425941;3.459738686;3.2751493060000003;2.22;17;2.128266666;2.122
2.1;2.6;3.2;46.0;54.0;63;3.7142011960000003;3.254702768;3.1765840080000003;11.77944;11.77212;11.74136;3.915103273;3.7510877369999998;3.4327697180000003;1.79;3.430569231;3.097989381;3.117551662;1.1;3.459738686;3.2751493060000003;3.769932577;1.79;17;2.122;2.122
2.6;3.2;3.7;54.0;63.0;71;3.254702768;3.1765840080000003;2.699740705;11.77212;11.74136;11.976460000000001;3.7510877369999998;3.4327697180000003;2.835947574;2.34;3.097989381;3.117551662;2.659332175;1.1;3.2751493060000003;3.769932577;2.814436935;2.34;17;2.122;2.0289666669999997
3.2;3.7;3.6;63.0;71.0;86;3.1765840080000003;2.699740705;2.405401672;11.74136;11.976460000000001;12.04873;3.4327697180000003;2.835947574;2.73330897;2.84;3.117551662;2.659332175;2.9771049460000003;1.5;3.769932577;2.814436935;2.8167512969999997;2.84;17;2.122;1.993999969
3.7;3.6;3.6;71.0;86.0;101;2.699740705;2.405401672;1.653008426;11.976460000000001;12.04873;12.13345;2.835947574;2.73330897;2.1786730469999998;3.05;2.659332175;2.9771049460000003;2.9770673910000003;1.7;2.814436935;2.8167512969999997;2.5305826209999998;3.05;17;2.0289666669999997;2.187783295
3.6;3.6;3.5;86.0;101.0;116;2.405401672;1.653008426;2.395052387;12.04873;12.13345;12.26187;2.73330897;2.1786730469999998;2.592183477;3.19;2.9771049460000003;2.9770673910000003;4.049684284;1.9;2.8167512969999997;2.5305826209999998;2.65673052;3.19;17;1.993999969;4.720866425
3.6;3.5;4.3;101.0;116.0;117;1.653008426;2.395052387;3.2568397019999997;12.13345;12.26187;12.30923;2.1786730469999998;2.592183477;3.4924321430000003;3.5;2.9770673910000003;4.049684284;4.057000193;0.7;2.5305826209999998;2.65673052;3.086271597;3.5;17;2.187783295;9.999516174
3.5;4.3;5.1;116.0;117.0;119;2.395052387;3.2568397019999997;4.4254804530000005;12.26187;12.30923;12.04873;2.592183477;3.4924321430000003;3.642386531;3.48;4.049684284;4.057000193;3.97125465;0.4;2.65673052;3.086271597;3.854002146;3.48;17;4.720866425;8.026783081
4.3;5.1;6.0;117.0;119.0;118;3.2568397019999997;4.4254804530000005;2.9135779760000005;12.30923;12.04873;12.22354;3.4924321430000003;3.642386531;3.600720375;4.45;4.057000193;3.97125465;3.899124543;2.3;3.086271597;3.854002146;5.1918773289999995;4.45;17;9.999516174;6.297116364
5.1;6.0;6.0;119.0;118.0;121;4.4254804530000005;2.9135779760000005;3.648212497;12.04873;12.22354;12.35928;3.642386531;3.600720375;3.0030719919999997;4.98;3.97125465;3.899124543;5.18937464;4.6;3.854002146;5.1918773289999995;6.832487867999999;4.98;16;8.026783081;8.183383057
6.0;6.0;6.0;118.0;121.0;124;2.9135779760000005;3.648212497;5.693831462;12.22354;12.35928;12.33267;3.600720375;3.0030719919999997;4.315970858;5.85;3.899124543;5.18937464;5.774027345;4.7;5.1918773289999995;6.832487867999999;7.1815927770000005;5.85;16;6.297116364;10.71584967
6.0;6.0;6.0;121.0;124.0;127;3.648212497;5.693831462;7.178411642;12.35928;12.33267;12.1188;3.0030719919999997;4.315970858;5.76592721;5.28;5.18937464;5.774027345;7.297440492000001;4.4;6.832487867999999;7.1815927770000005;7.712977497000001;5.28;16;8.183383057;7.8371496579999995
6.0;6.0;5.3;124.0;127.0;118;5.693831462;7.178411642;6.82906796;12.33267;12.1188;11.89175;4.315970858;5.76592721;6.382916703999999;5.33;5.774027345;7.297440492000001;7.3559813929999995;4.4;7.1815927770000005;7.712977497000001;8.011891002;5.33;16;10.71584967;6.859033081000001
6.0;5.3;4.5;127.0;118.0;109;7.178411642;6.82906796;6.763413715;12.1188;11.89175;11.6957;5.76592721;6.382916703999999;6.320221257;5.29;7.297440492000001;7.3559813929999995;7.006534708999999;4.4;7.712977497000001;8.011891002;7.1536897779999995;5.29;16;7.8371496579999995;4.20969986
5.3;4.5;3.8;118.0;109.0;100;6.82906796;6.763413715;5.697249567;11.89175;11.6957;11.8212;6.382916703999999;6.320221257;5.580397391;4.8;7.3559813929999995;7.006534708999999;5.918927161;3.9;8.011891002;7.1536897779999995;5.704963741;4.8;16;6.859033081000001;3.653749908
4.5;3.8;4.3;109.0;100.0;100;6.763413715;5.697249567;6.540181776;11.6957;11.8212;11.80752;6.320221257;5.580397391;6.3113042010000004;4.54;7.006534708999999;5.918927161;6.895447155;4.5;7.1536897779999995;5.704963741;6.271424771;4.54;17;4.20969986;3.5855832519999997
3.8;4.3;4.9;100.0;100.0;101;5.697249567;6.540181776;7.264827995;11.8212;11.80752;11.70547;5.580397391;6.3113042010000004;7.135697598999999;5.52;5.918927161;6.895447155;6.95747468;4.3;5.704963741;6.271424771;6.08482279;5.52;17;3.653749908;4.65958313
4.3;4.9;5.4;100.0;101.0;101;6.540181776;7.264827995;7.43418546;11.80752;11.70547;11.662;6.3113042010000004;7.135697598999999;7.979655642000001;5.5;6.895447155;6.95747468;7.81396859;4.7;6.271424771;6.08482279;6.10339967;5.5;17;3.5855832519999997;7.204599883999999
4.9;5.4;5.4;101.0;101.0;100;7.264827995;7.43418546;7.057382917999999;11.70547;11.662;11.65225;7.135697598999999;7.979655642000001;7.57664095;4.9;6.95747468;7.81396859;7.561788868;4.3;6.08482279;6.10339967;6.5438874270000005;4.9;17;4.65958313;7.179416412
5.4;5.4;5.4;101.0;100.0;99;7.43418546;7.057382917999999;6.683770867000001;11.662;11.65225;11.78433;7.979655642000001;7.57664095;7.651155417000001;5.05;7.81396859;7.561788868;7.132590662;2.6;6.10339967;6.5438874270000005;7.13437798;5.05;17;7.204599883999999;6.855449768
5.4;5.4;5.2;100.0;99.0;94;7.057382917999999;6.683770867000001;9.056396756;11.65225;11.78433;11.7433;7.57664095;7.651155417000001;8.661861463;5.22;7.561788868;7.132590662;9.718276427000001;0.9;6.5438874270000005;7.13437798;8.645843935;5.22;17;7.179416412;7.411233032
5.4;5.2;5.2;99.0;94.0;93;6.683770867000001;9.056396756;10.88122643;11.78433;11.7433;11.41592;7.651155417000001;8.661861463;11.18098878;5.59;7.132590662;9.718276427000001;11.15203707;3.7;7.13437798;8.645843935;9.577606403999999;5.59;17;6.855449768;10.64699939
5.2;5.2;5.1;94.0;93.0;91;9.056396756;10.88122643;10.67066852;11.7433;11.41592;11.00845;8.661861463;11.18098878;11.33928676;5.09;9.718276427000001;11.15203707;10.89171368;3.4;8.645843935;9.577606403999999;9.83534502;5.09;17;7.411233032;13.16916614
