/arome_airtemp_6491_1087;/arome_airpress_6491_1087;/arome_winddir_6491_1087;/arome_windvel_6491_1087;YVIK-YtreVikna1-Sum-produksjon
10.99502;1011.8756;6.9200384239999995;9.575343339;19.74973218
10.84463;1012.5844;359.1884292;9.350097965;13.85651611
11.06362;1012.8944;8.573130257;9.32832599;13.41229956
11.192039999999999;1013.8756;357.43970089999993;8.646965726;14.84291602
11.30142;1013.8225;357.13608680000004;8.059655314;18.5751322
11.236469999999999;1014.305;355.5369689;7.8276800810000005;13.23761621
11.21182;1014.8175;9.083218177000001;6.748821625;16.08136609
11.3002;1015.2;7.60629019;7.008229005;12.18809937
11.24648;1015.695;7.305287633;7.001138557999999;9.638949463
11.20767;1016.32625;9.053779377;5.851739805;5.9479164120000005
11.23745;1016.77;4.78475915;5.62854943;5.119699738
11.1874;1016.76125;359.2321701;5.479046687;3.924816574
11.09585;1017.17;357.5337228;5.025923403;4.314033234
11.05972;1017.1431;352.88685449999997;4.003865536;3.987033264
11.045069999999999;1017.3181;343.46301869999996;3.8074043389999996;4.386699799
11.04604;1018.025;340.6002443;4.8443265239999995;4.0422499080000005
11.07998;1017.3381;330.4919341;4.573485183;3.7374333039999996
11.11025;1017.7469;328.8349919;4.64465373;2.9670999910000004
11.123439999999999;1017.8019;331.1118335;4.584566656;2.884
11.12832;1017.4619;326.39696680000003;4.193970212;2.773
11.1879;1017.77375;313.6691545;3.4979726889999996;2.773
