VALS-Valsneset..-GS1-5-T4015A3 -0104;STORM-Vals-Vindhast-25km;STORM-Vals-Vindretn-25km;Target
0.881413937;3.1;123;0.820747972
1.160511941;2.6;73;0.206595995
0.820747972;2.0;22;0.08551399400000001
0.206595995;1.5;332;0.08551399400000001
0.08551399400000001;2.0;311;0.088735994
0.08551399400000001;2.4;290;0.596489966
0.088735994;2.9;269;1.5549918409999999
0.596489966;3.5;263;0.6840499640000001
1.5549918409999999;4.1;257;0.45309998100000004
0.6840499640000001;4.5;251;2.802132815
0.45309998100000004;5.2;247;5.557353914
2.802132815;5.9;243;5.56541276
5.557353914;6.6;239;3.92075491
5.56541276;6.3;238;3.016040802
3.92075491;6.1;238;2.905058861
3.016040802;5.8;237;2.374313831
2.905058861;5.3;235;1.939184904
2.374313831;4.7;232;1.452869952
1.939184904;4.2;230;0.949080974
1.452869952;4.0;226;0.587009966
0.949080974;3.8;222;0.384813003
0.587009966;2.7;218;0.198107995
0.384813003;2.3;234;0.167309996
0.198107995;2.0;249;0.167309996
0.167309996;1.6;265;0.167309996
0.167309996;2.4;290;0.167309996
0.167309996;3.1;315;0.167309996
0.167309996;3.9;340;0.167309996
0.167309996;4.1;347;0.167309996
0.167309996;4.3;354;0.184412993
0.167309996;4.5;1;0.170159996
0.184412993;4.1;358;0.167309996
0.170159996;3.8;355;0.180322995
0.167309996;4.0;2;0.173815995
0.180322995;3.5;2;0.17511799600000003
0.173815995;3.0;2;0.167309996
0.17511799600000003;2.5;2;0.167309996
0.167309996;2.3;352;0.016916998
0.167309996;2.2;342;0.026025998999999998
0.016916998;2.0;332;0.026025998999999998
0.026025998999999998;1.5;330;0.026025998999999998
0.026025998999999998;1.1;328;0.026025998999999998
0.026025998999999998;0.6;326;0.026025998999999998
0.026025998999999998;1.0;283;0.026025998999999998
0.026025998999999998;1.4;240;0.026025998999999998
0.026025998999999998;0.5;189;0.026025998999999998
0.026025998999999998;1.2;225;0.026025998999999998
0.026025998999999998;1.8;260;0.026025998999999998
0.026025998999999998;2.5;296;0.026025998999999998
0.026025998999999998;2.7;315;0.042942997000000004
0.026025998999999998;2.9;334;0.026025998999999998
0.042942997000000004;3.1;353;0.249166995
0.026025998999999998;3.6;2;0.23751699199999998
0.249166995;4.2;10;0.050750999000000005
0.23751699199999998;4.7;19;0.140910987
0.050750999000000005;4.6;40;3.8472619060000004
0.140910987;4.5;61;1.931933999
3.8472619060000004;3.8;79;3.1285119060000004
1.931933999;4.4;82;1.465200871
3.1285119060000004;4.9;84;1.698690951
1.465200871;5.5;87;1.8376219269999998
1.698690951;5.7;93;2.196532905
1.8376219269999998;6.0;98;4.066872835
2.196532905;6.2;104;4.444868743
4.066872835;6.4;102;4.0567098260000005
4.444868743;6.7;101;1.084539961
4.0567098260000005;6.9;99;1.848466784
1.084539961;7.2;101;2.935049832
1.848466784;7.6;104;3.4295448060000004
2.935049832;6.4;100;4.180642605
3.4295448060000004;6.5;105;4.993893743
4.180642605;6.7;109;4.324963689
4.993893743;6.8;114;6.669038773
4.324963689;6.6;119;4.01370585
6.669038773;6.4;125;3.95099473
4.01370585;6.2;130;3.17213577
3.95099473;6.0;125;0.507505976
3.17213577;5.8;119;0.544314995
0.507505976;5.6;114;1.090302974
0.544314995;5.2;109;1.301423967
1.090302974;4.7;104;0.943132937
1.301423967;3.1;81;0.522749975
0.943132937;3.3;86;0.17790598800000001
0.522749975;3.5;92;0.024538999
0.17790598800000001;3.7;97;0.0
0.024538999;3.8;102;0.172329985
0.0;3.9;107;0.228779987
0.172329985;4.0;112;0.429800965
0.228779987;3.7;120;1.0073919740000001
0.429800965;3.5;128;0.637699977
1.0073919740000001;3.2;136;0.320553988
0.637699977;2.8;145;0.31194099
0.320553988;2.5;154;0.115257993
0.31194099;1.9;174;0.115257993
0.115257993;1.9;207;0.115257993
0.115257993;1.9;241;0.115257993
0.115257993;1.9;274;0.115257993
0.115257993;2.5;307;0.159873992
0.115257993;3.1;339;0.115257993
0.159873992;3.7;12;0.115257993
0.115257993;3.8;9;0.268191982
0.115257993;3.9;7;0.412449971
0.268191982;4.0;4;0.813249975
0.412449971;3.5;14;0.135830987
0.813249975;3.1;24;0.158633985
0.135830987;2.9;25;0.317083992
0.158633985;2.8;34;0.174745984
0.317083992;2.6;42;0.174745984
0.174745984;2.5;51;0.174745984
0.174745984;2.4;57;0.0
0.174745984;2.2;62;0.0
0.0;2.1;68;0.0
0.0;2.3;82;0.0
0.0;2.4;95;0.0
0.0;2.6;109;0.010409999999999999
0.0;2.7;115;0.026025998999999998
0.010409999999999999;2.9;120;0.072625997
0.026025998999999998;2.9;121;0.123251993
0.072625997;2.8;115;0.118975993
0.123251993;2.7;109;0.361016978
0.118975993;2.6;103;2.6689678430000003
0.361016978;2.5;95;2.600988865
2.6689678430000003;2.4;88;4.161184788
2.600988865;2.3;80;3.3701188560000004
4.161184788;2.8;86;1.553132921
3.3701188560000004;3.2;91;1.805274904
1.553132921;3.7;97;2.235260755
1.805274904;4.1;101;2.8825647830000003
2.235260755;4.6;105;3.346013904
2.8825647830000003;5.3;111;3.371915817
3.346013904;5.4;112;3.17640996
3.371915817;5.4;112;3.173931837
3.17640996;5.5;113;3.885867834
3.173931837;5.6;115;2.726223946
3.885867834;5.6;116;0.476709992
2.726223946;5.7;118;0.122755995
0.476709992;5.8;119;0.77774398
0.122755995;6.0;120;1.309231937
0.77774398;6.1;121;1.2333229479999999
1.309231937;6.4;121;2.1351848540000002
1.2333229479999999;6.6;120;3.622818828
2.1351848540000002;6.3;121;7.092827559
3.622818828;6.4;121;7.770680904
7.092827559;6.6;120;5.995522499
7.770680904;6.7;120;4.163787961000001
5.995522499;6.6;124;3.1337769630000003
4.163787961000001;6.6;127;2.945709884
3.1337769630000003;6.5;131;3.1402848960000003
2.945709884;6.6;136;3.720726848
3.1402848960000003;6.6;141;4.589002848
3.720726848;6.7;146;2.604210794
4.589002848;5.9;150;2.437210977
2.604210794;5.2;154;1.967750967
2.437210977;5.7;150;0.46344797299999996
1.967750967;4.7;193;0.102987997
0.46344797299999996;3.6;236;0.044615999
0.102987997;2.6;279;0.160493992
0.044615999;3.2;267;0.465060994
0.160493992;3.8;254;0.44708898700000005
0.465060994;4.4;242;0.22307997899999998
0.44708898700000005;3.7;241;0.22307997899999998
0.22307997899999998;3.1;239;0.22307997899999998
0.22307997899999998;2.4;238;0.22307997899999998
0.22307997899999998;2.0;211;0.22307997899999998
0.22307997899999998;1.7;184;0.22307997899999998
0.22307997899999998;0.8;62;0.22307997899999998
0.22307997899999998;1.2;66;0.22307997899999998
0.22307997899999998;1.7;70;0.42211598200000006
0.22307997899999998;2.1;74;1.113911986
0.42211598200000006;2.4;90;2.8960739369999997
1.113911986;2.7;107;2.7366348510000003
2.8960739369999997;3.0;123;1.8710829619999998
2.7366348510000003;3.7;128;2.226957858
1.8710829619999998;4.3;133;0.955339998
2.226957858;5.0;138;0.90396896
0.955339998;5.6;168;3.645683885
0.90396896;6.3;199;5.191813707
3.645683885;6.5;251;2.9938558339999997
5.191813707;5.4;246;1.8878769869999998
2.9938558339999997;4.4;241;0.81170097
1.8878769869999998;3.3;236;0.435315967
0.81170097;3.2;234;0.292296991
0.435315967;3.2;232;0.135025993
0.292296991;3.1;230;0.231506988
0.135025993;2.9;228;0.122879993
0.231506988;2.7;226;0.09294999400000001
0.122879993;2.5;224;0.09294999400000001
0.09294999400000001;2.3;225;0.09294999400000001
0.09294999400000001;2.0;225;0.09294999400000001
0.09294999400000001;1.6;242;0.09294999400000001
0.09294999400000001;1.7;263;0.09294999400000001
0.09294999400000001;1.8;285;0.09294999400000001
0.09294999400000001;1.9;306;0.09294999400000001
0.09294999400000001;2.6;323;0.09294999400000001
0.09294999400000001;3.2;339;0.09294999400000001
0.09294999400000001;3.9;356;0.17301098399999998
0.09294999400000001;4.2;2;0.39646298399999996
0.17301098399999998;4.5;8;0.504718974
0.39646298399999996;4.8;14;0.539790973
0.504718974;4.8;16;0.418893985
0.539790973;4.7;18;0.40860798200000004
0.418893985;4.9;23;0.497096986
0.40860798200000004;4.5;24;0.49802597600000004
0.497096986;4.2;26;0.435191989
0.49802597600000004;3.8;27;0.36969397200000004
0.435191989;3.5;28;0.133290999
0.36969397200000004;3.2;30;0.133847997
0.133290999;2.9;31;0.133847997
0.133847997;2.4;42;0.133847997
0.133847997;1.9;52;0.160059996
0.133847997;1.4;63;0.167309992
0.160059996;1.3;53;0.167309992
0.167309992;1.2;43;0.167309992
0.167309992;0.9;63;0.167309992
0.167309992;1.3;35;0.167309992
0.167309992;1.7;8;0.167309992
0.167309992;2.1;340;0.167309992
0.167309992;2.8;348;0.167309992
0.167309992;3.6;355;0.167309992
0.167309992;4.3;3;0.17276299399999998
0.167309992;4.7;7;0.490279965
0.17276299399999998;5.2;12;1.042402983
0.490279965;5.6;16;1.4783999030000001
1.042402983;5.9;19;3.213591754
1.4783999030000001;6.3;23;4.688768864
3.213591754;6.6;22;5.159034491
4.688768864;6.5;26;4.700295925
5.159034491;6.5;30;3.318004787
4.700295925;6.4;34;2.701623917
3.318004787;6.0;36;1.531443864
2.701623917;5.5;39;1.014517933
1.531443864;5.1;41;0.613840967
1.014517933;4.9;44;1.256559968
0.613840967;4.6;46;0.692785963
1.256559968;4.4;49;0.30295497899999996
0.692785963;4.3;50;0.43141298
0.30295497899999996;4.1;50;0.167681996
0.43141298;4.4;80;0.611920968
0.167681996;4.2;101;0.9325359459999999
0.611920968;4.1;122;0.47453998
0.9325359459999999;3.9;143;0.6043609529999999
0.47453998;5.5;179;0.293659002
0.6043609529999999;7.2;215;5.657431841
0.293659002;8.8;251;10.0343225
5.657431841;7.6;259;4.502806902
10.0343225;6.4;266;0.181313995
4.502806902;5.2;274;0.09294999
0.181313995;3.9;227;0.09294999
0.09294999;2.6;181;0.09294999
0.09294999;2.3;300;0.195008978
0.09294999;2.9;280;0.46952098600000003
0.195008978;3.5;259;1.2255149779999999
0.46952098600000003;4.1;239;1.126987964
1.2255149779999999;3.4;229;5.689469814
1.126987964;2.7;219;3.54969883
5.689469814;2.0;209;0.6992929729999999
3.54969883;2.3;201;0.09294999
0.6992929729999999;2.6;194;0.147231992
0.09294999;2.9;186;0.589053988
0.147231992;3.4;176;0.46183799200000003
0.589053988;3.9;167;0.469954982
0.46183799200000003;5.4;219;0.331087984
0.469954982;4.7;216;0.43797899
0.331087984;3.9;214;0.22320399100000002
0.43797899;3.2;211;0.302085973
0.22320399100000002;3.4;216;0.7297189829999999
0.302085973;3.5;222;0.026025998999999998
0.7297189829999999;3.7;227;0.026025998999999998
0.026025998999999998;3.7;235;0.580937967
0.026025998999999998;3.7;244;0.452666976
0.580937967;3.7;252;1.180403903
0.452666976;3.9;237;1.900642931
1.180403903;4.1;223;1.3011139040000002
1.900642931;4.2;224;1.636414915
1.3011139040000002;4.2;224;1.822873831
1.636414915;4.1;225;2.4973190130000003
1.822873831;4.1;225;1.278992891
2.4973190130000003;3.6;216;0.210624982
1.278992891;3.1;207;0.137565985
0.210624982;2.6;198;0.137565985
0.137565985;2.1;170;0.137565985
0.137565985;1.7;143;0.137565985
0.137565985;1.2;115;0.137565985
0.137565985;1.0;94;0.137565985
0.137565985;0.7;73;0.137565985
0.137565985;0.6;36;0.137565985
0.137565985;1.3;22;0.137565985
0.137565985;2.0;8;0.137565985
0.137565985;2.7;354;0.137565985
0.137565985;3.0;348;0.137565985
0.137565985;3.2;342;0.137565985
0.137565985;3.5;336;0.236897983
0.137565985;3.5;326;0.818703979
0.236897983;3.6;316;1.184987992
0.818703979;3.6;306;0.465121999
1.184987992;3.7;301;0.160431989
0.465121999;3.8;297;0.118975993
0.160431989;2.6;316;0.118975993
0.118975993;2.5;303;0.118975993
0.118975993;2.5;290;0.118975993
0.118975993;2.4;277;0.118975993
0.118975993;2.6;260;0.0
0.118975993;2.7;243;0.027326997000000002
0.0;2.9;226;0.033461995
0.027326997000000002;2.6;216;0.057318993
0.033461995;2.4;206;0.059487995
0.057318993;2.1;196;0.059487995
0.059487995;2.4;178;0.059487995
0.059487995;2.8;160;0.059487995
0.059487995;3.0;125;0.059487995
0.059487995;3.0;126;0.161051996
0.059487995;3.1;128;0.32451900100000003
0.161051996;3.1;129;0.23696099399999998
0.32451900100000003;3.2;111;0.32563496399999997
0.23696099399999998;3.2;93;0.8267589959999999
0.32563496399999997;3.3;75;2.31643796
0.8267589959999999;4.2;70;4.376891851
2.31643796;5.0;64;5.783783793
4.376891851;5.9;59;4.854157805
5.783783793;6.0;62;3.034135997
4.854157805;6.2;65;2.064170957
3.034135997;6.4;60;2.520060897
2.064170957;6.5;68;3.7510278219999997
2.520060897;6.5;77;3.2833037380000003
3.7510278219999997;6.6;85;3.5479628439999997
3.2833037380000003;6.3;92;3.458235919
3.5479628439999997;5.9;99;3.268740952
3.458235919;5.6;106;3.726674795
3.268740952;5.5;106;2.906608999
3.726674795;5.5;106;2.582584858
2.906608999;5.4;106;1.194840938
2.582584858;5.4;106;0.697371941
1.194840938;5.3;107;0.8850689979999999
0.697371941;5.4;106;1.252716988
0.8850689979999999;5.1;106;1.313629955
1.252716988;4.9;107;1.6758889259999998
1.313629955;4.6;107;1.468176931
1.6758889259999998;4.4;109;2.175277889
1.468176931;4.1;112;2.7115368839999996
2.175277889;3.9;114;2.7959359289999997
2.7115368839999996;4.2;115;3.3186239
2.7959359289999997;4.5;116;3.12943995
3.3186239;4.8;117;2.272935927
3.12943995;4.4;106;2.356902003
2.272935927;4.1;94;1.9619889259999999
2.356902003;5.1;90;1.976116925
1.9619889259999999;5.0;90;1.046739951
1.976116925;4.9;91;1.161812931
1.046739951;4.8;91;0.328423984
1.161812931;4.5;95;0.314418968
0.328423984;4.2;100;0.34093997600000003
0.314418968;3.9;104;0.21886598300000001
0.34093997600000003;3.7;105;0.26267598600000003
0.21886598300000001;3.4;106;0.39801199
0.26267598600000003;3.2;107;0.19556698600000003
0.39801199;2.9;105;0.17976498800000001
0.19556698600000003;2.6;104;0.17846398800000002
0.17976498800000001;2.0;96;0.18589998800000002
0.17846398800000002;2.0;59;0.253319986
0.18589998800000002;2.1;23;0.17846398800000002
0.253319986;2.1;346;0.17846398800000002
0.17846398800000002;2.8;353;0.19414198800000002
0.17846398800000002;3.5;359;0.240925983
0.19414198800000002;4.2;6;0.428561993
0.240925983;4.7;10;0.773776963
0.428561993;5.1;15;2.401951909
0.773776963;5.6;19;1.770697951
2.401951909;5.2;25;1.097863942
1.770697951;4.7;30;0.7588439579999999
1.097863942;3.7;40;0.590541974
0.7588439579999999;3.4;50;0.267695978
0.590541974;3.2;59;0.267695978
0.267695978;2.9;69;0.267695978
0.267695978;2.8;79;0.205046985
0.267695978;2.6;89;0.20448998699999998
0.205046985;2.5;99;0.20448998699999998
0.20448998699999998;2.2;96;0.20448998699999998
0.20448998699999998;1.8;94;0.21539598699999998
0.20448998699999998;1.5;91;0.260259986
0.21539598699999998;1.7;124;0.243342988
0.260259986;2.0;158;0.230515987
0.243342988;1.1;104;0.226797983
0.230515987;1.3;162;0.226797983
0.226797983;1.5;220;0.226797983
0.226797983;1.7;278;0.226797983
0.226797983;2.3;292;0.226797983
0.226797983;3.0;306;0.226797983
0.226797983;3.6;320;0.226797983
0.226797983;3.6;304;0.226797983
0.226797983;3.7;289;0.226797983
0.226797983;3.7;273;0.23398698899999998
0.226797983;3.2;278;0.7615699770000001
0.23398698899999998;2.8;284;0.338894989
0.7615699770000001;2.5;351;0.156155989
0.338894989;2.5;345;0.156155989
0.156155989;2.4;340;0.156155989
0.156155989;2.4;334;0.39565697299999997
0.156155989;2.1;350;0.671718985
0.39565697299999997;1.8;5;0.397701979
0.671718985;1.5;21;0.203064982
0.397701979;1.4;79;0.133847982
0.203064982;1.4;136;0.133847982
0.133847982;1.3;194;0.133847982
0.133847982;1.4;208;0.133847982
0.133847982;1.4;223;0.133847982
0.133847982;0.7;176;0.197611973
0.133847982;2.6;192;0.317393981
0.197611973;4.6;209;0.5639579889999999
0.317393981;6.5;225;3.5216279630000002
0.5639579889999999;6.6;228;5.184379816
3.5216279630000002;6.7;232;6.298476934
5.184379816;6.8;235;5.5802848339999995
6.298476934;5.9;240;3.3095778819999997
5.5802848339999995;4.9;246;1.074810922
3.3095778819999997;4.0;251;0.272032987
1.074810922;3.3;239;0.182181995
0.272032987;2.5;228;0.182181995
0.182181995;2.0;243;0.182181995
0.182181995;1.8;229;0.182181995
0.182181995;1.5;216;0.182181995
0.182181995;1.3;202;0.182181995
0.182181995;2.1;220;0.10094399800000001
0.182181995;2.8;239;0.11525799699999999
0.10094399800000001;3.6;257;0.368266985
0.11525799699999999;4.2;257;3.058487773
0.368266985;4.7;256;4.855830789
3.058487773;5.3;256;4.580947876000001
4.855830789;5.8;254;3.026390076
4.580947876000001;6.3;251;3.318190813
3.026390076;10.1;248;4.095995903
3.318190813;9.5;250;3.988917828
4.095995903;9.0;253;4.874112844
3.988917828;8.4;255;4.876343727
4.874112844;7.6;263;6.557621717000001
4.876343727;6.9;270;5.586356759
6.557621717000001;6.1;278;5.092791796
5.586356759;5.7;276;3.419754863
5.092791796;5.4;274;1.450763911
3.419754863;5.0;272;0.650896966
1.450763911;4.0;286;0.30091098
0.650896966;3.1;301;0.163591988
0.30091098;3.3;339;0.163591988
0.163591988;2.6;14;0.163591988
0.163591988;1.8;49;0.163591988
0.163591988;1.1;84;0.163591988
0.163591988;1.6;86;0.0
0.163591988;2.0;88;0.0
0.0;2.5;90;0.0
0.0;2.7;85;0.0
0.0;2.9;79;0.0
0.0;3.1;74;0.009543000000000001
0.0;3.2;75;0.026025998999999998
0.009543000000000001;3.3;75;0.026025998999999998
0.026025998999999998;3.2;88;0.050254997
0.026025998999999998;3.2;81;0.19036098399999998
0.050254997;3.3;74;0.445974961
0.19036098399999998;3.3;67;0.740811914
0.445974961;4.0;52;2.407033861
0.740811914;4.7;36;3.486988783
2.407033861;5.4;21;1.558398902
3.486988783;5.9;22;0.20355998399999997
1.558398902;6.5;23;0.880484939
0.20355998399999997;7.0;24;0.941273987
0.880484939;6.2;34;1.288533926
0.941273987;5.3;43;1.0518209790000002
1.288533926;3.1;92;0.85563495
1.0518209790000002;3.2;95;1.573084891
0.85563495;3.3;98;2.6568828819999997
1.573084891;3.4;101;2.229559898
2.6568828819999997;3.2;125;1.993157923
2.229559898;3.1;150;1.197009981
1.993157923;2.9;174;0.46766196200000004
1.197009981;4.1;198;1.324537933
0.46766196200000004;5.2;222;2.4105038640000003
1.324537933;6.4;246;1.8149418830000001
2.4105038640000003;6.8;255;3.6124078039999996
1.8149418830000001;7.1;264;3.08203578
3.6124078039999996;7.6;269;1.9479219319999999
3.08203578;7.2;264;1.0642779470000001
1.9479219319999999;6.7;258;0.704250962
1.0642779470000001;6.3;253;1.177240908
0.704250962;6.1;240;1.325404942
1.177240908;5.8;228;3.4072368139999996
1.325404942;5.6;215;9.667728662
3.4072368139999996;6.5;224;4.688397765
9.667728662;7.3;234;3.566739917
4.688397765;8.2;243;3.016723752
3.566739917;7.4;238;2.395383954
3.016723752;6.5;232;1.28748095
2.395383954;4.9;210;0.086875994
1.28748095;5.2;206;6.153104067
0.086875994;5.4;201;9.676900864
6.153104067;5.7;197;7.793174505
9.676900864;6.3;205;9.436717272000001
7.793174505;7.0;214;10.6686759
9.436717272000001;7.6;222;9.058348656
10.6686759;7.0;209;2.4569148419999998
9.058348656;6.5;195;1.156173944
2.4569148419999998;5.9;182;0.25164599
1.156173944;5.5;169;0.39472799
0.25164599;5.2;155;0.563648984
0.39472799;3.9;146;0.869019955
0.563648984;4.7;142;0.36944596799999996
0.869019955;5.5;137;1.186784983
0.36944596799999996;6.3;133;2.118020892
1.186784983;4.6;156;2.861124873
2.118020892;3.0;180;2.8481739160000004
