BESS-Bessakerfj.-G1-T4015A3 -0104;RRS.S2464.Gunit.M1-7 G1.AVL;BESS-Bessakerfj.-G2-T4015A3 -0104;RRS.S2464.Gunit.M1-7 G2.AVL;BESS-Bessakerfj.-G3-T4015A3 -0104;RRS.S2464.Gunit.M1-7 G3.AVL;BESS-Bessakerfj.-G4-T4015A3 -0104;RRS.S2464.Gunit.M1-7 G4.AVL;BESS-Bessakerfj.-G5-T4015A3 -0104;RRS.S2464.Gunit.M1-7 G5.AVL;BESS-Bessakerfj.-G6-T4015A3 -0104;RRS.S2464.Gunit.M1-7 G6.AVL;BESS-Bessakerfj.-G7-T4015A3 -0104;RRS.S2464.Gunit.M1-7 G7.AVL;BESS-Bessakerfj.-G8-T4015A3 -0104;RRS.S2464.Gunit.M1-7 G1.AVL;BESS-Bessakerfj.-G9-T4015A3 -0104;RRS.S2464.Gunit.M1-7 G1.AVL;BESS-Bessakerfj.-G10T4015A3 -0104;RRS.S2464.Gunit.M1-7 G1.AVL;BESS-Bessakerfj.-G11T4015A3 -0104;RRS.S2464.Gunit.M1-7 G1.AVL;BESS-Bessakerfj.-G12T4015A3 -0104;RRS.S2464.Gunit.M1-7 G1.AVL;BESS-Bessakerfj.-G13T4015A3 -0104;RRS.S2464.Gunit.M1-7 G1.AVL;BESS-Bessakerfj.-G14T4015A3 -0104;RRS.S2464.Gunit.M1-7 G1.AVL;BESS-Bessakerfj.-G15T4015A3 -0104;RRS.S2464.Gunit.M1-7 G1.AVL;BESS-Bessakerfj.-G16T4015A3 -0104;RRS.S2464.Gunit.M1-7 G1.AVL;BESS-Bessakerfj.-G17T4015A3 -0104;RRS.S2464.Gunit.M1-7 G1.AVL;BESS-Bessakerfj.-G18T4015A3 -0104;RRS.S2464.Gunit.M1-7 G1.AVL;BESS-Bessakerfj.-G19T4015A3 -0104;RRS.S2464.Gunit.M1-7 G1.AVL;BESS-Bessakerfj.-G20T4015A3 -0104;RRS.S2464.Gunit.M1-7 G2.AVL;BESS-Bessakerfj.-G21T4015A3 -0104;RRS.S2464.Gunit.M1-7 G2.AVL;BESS-Bessakerfj.-G22T4015A3 -0104;RRS.S2464.Gunit.M1-7 G2.AVL;BESS-Bessakerfj.-G23T4015A3 -0104;RRS.S2464.Gunit.M1-7 G2.AVL;BESS-Bessakerfj.-G24T4015A3 -0104;RRS.S2464.Gunit.M1-7 G2.AVL;BESS-Bessakerfj.-G25T4015A3 -0104;RRS.S2464.Gunit.M1-7 G2.AVL;BESS-Bessakerfj.-GS-T4015A3 -0104;DNMI_69100...........T0015A3-0120;/arome_windvel_6347_1092;DNMI_71550...........T0015A3-0120;/arome_windvel_6372_0961;DNMI_71850...........T0015A3-0120;/arome_windvel_6413_0933;DNMI_71990...........T0015A3-0120;/arome_windvel_6440_1047;DNMI_72580...........T0015A3-0120;/arome_windvel_6447_1156;STORM-Bess-Vindretn-25km;STORM-Bess-Vindhast-25km;/arome_windvel_6422_1040;/arome_airtemp_6422_1040;/arome_windvel_6421_1035;/arome_airtemp_6421_1035;BESS-Bessakerfj.-GS-T4015A3 -0104;Target
0.52825;1;0.345716675;1;0.460133301;1;0.5401999510000001;1;0.487599976;1;0.527016602;1;0.554616577;1;0.0;1;0.538650024;1;0.533549927;1;0.0;1;0.0;1;0.0;1;0.449366638;1;0.444466675;1;0.394216675;1;0.227649994;1;0.35964996299999996;1;0.320483337;1;0.28876666300000003;1;0.40125;1;0.21456665;1;0.37206665;1;0.460233337;1;0.377366638;1;8.825816254;11.2;4.656802085;9.3;6.458514253;6.9;7.46956202;6.75;5.372592406;4.7;4.581891431;299;5.5;4.363976612;9.94595;4.286892232;10.6647;8.825816254;11.63534961
0.46776666299999997;1;0.293899963;1;0.530033325;1;0.548733276;1;0.5295;1;0.56543335;1;0.564466675;1;0.0;1;0.36301666299999996;1;0.41295001200000003;1;0.0;1;0.0;1;0.0;1;0.38876666299999996;1;0.392783325;1;0.46325;1;0.306783325;1;0.54706665;1;0.5704499510000001;1;0.480266663;1;0.527366577;1;0.334083313;1;0.37225;1;0.380649963;1;0.329549988;1;9.369066345;10.4;4.336286275;8.1;7.2434271070000005;8.1;7.3236370939999995;6.625;5.57648282;6.4;4.553562114;299;5.3;4.309695015;9.9369;4.067155059;10.65518;9.369066345;12.30901617
0.617900024;1;0.542283325;1;0.575016602;1;0.7036500240000001;1;0.588966675;1;0.7470166020000001;1;0.7093499759999999;1;0.0;1;0.381183289;1;0.5678833010000001;1;0.0;1;0.0;1;0.0;1;0.4275;1;0.443716675;1;0.522949951;1;0.298766663;1;0.60868335;1;0.72481665;1;0.55981665;1;0.6604166260000001;1;0.610783325;1;0.551849976;1;0.417916626;1;0.374883301;1;11.63534961;8.6;4.888425891;8.4;6.643497937;7.3;8.309038525;6.625;5.733811708999999;5.6;4.617986683;298;5.6;3.79323166;9.8173;4.456971927;10.33438;11.63534961;5.545583037999999
0.685633301;1;0.589283325;1;0.572866577;1;0.69643335;1;0.592099976;1;0.794966675;1;0.777650024;1;0.0;1;0.40816662600000003;1;0.605449951;1;0.0;1;0.0;1;0.0;1;0.42901666299999996;1;0.549483276;1;0.5987999270000001;1;0.319450012;1;0.6705166020000001;1;0.75275;1;0.62043335;1;0.6716500240000001;1;0.5783332520000001;1;0.579283325;1;0.42014996299999996;1;0.396599976;1;12.30901617;11.4;5.060122907;7.4;4.883343915;8.2;8.035312496;6.3833333329999995;5.074097003;4.2;4.50697124;297;5.9;4.354349721;9.21304;4.3493095760000005;9.80532;12.30901617;6.6940997620000005
0.284366638;1;0.24939999399999999;1;0.284216675;1;0.228283325;1;0.263700012;1;0.23006665;1;0.22560000600000002;1;0.0;1;0.34475;1;0.294366638;1;0.0;1;0.0;1;0.0;1;0.351899963;1;0.377166626;1;0.289133301;1;0.325450012;1;0.20271664399999997;1;0.245033325;1;0.32743328899999996;1;0.19906665;1;0.22856665;1;0.21913333100000001;1;0.214333313;1;0.160899994;1;5.545583037999999;9.7;2.9920727260000004;7.4;5.103229012;7.2;7.426945772000001;6.233333332999999;4.018070782;4.3;4.012720096000001;286;7.1;3.394799;8.79702;3.156092122;9.39663;5.545583037999999;10.37849948
0.282700012;1;0.218549988;1;0.358833313;1;0.307766663;1;0.372266663;1;0.313033325;1;0.321616638;1;0.0;1;0.209733337;1;0.248283325;1;0.0;1;0.0;1;0.0;1;0.367216675;1;0.383149963;1;0.379716675;1;0.23689999399999997;1;0.395149963;1;0.441233337;1;0.37633331299999995;1;0.391866638;1;0.326116638;1;0.319283325;1;0.22991665600000002;1;0.21443331899999998;1;6.6940997620000005;10.4;1.477194907;7.6;4.245702392;6.9;6.297366506;6.1333333329999995;3.905206202;4.4;3.656613885;286;6.8;2.768000167;8.72524;2.373014311;9.24038;6.6940997620000005;11.08624957
0.25984997600000004;1;0.51281665;1;0.524883301;1;0.472483337;1;0.521699951;1;0.44248333700000003;1;0.51475;1;0.0;1;0.524666626;1;0.392783325;1;0.0;1;0.0;1;0.0;1;0.41109997600000003;1;0.39431665;1;0.439533325;1;0.21886666899999999;1;0.647233276;1;0.684616577;1;0.6756666259999999;1;0.557799927;1;0.6629999999999999;1;0.588383301;1;0.45233331299999996;1;0.47923333700000004;1;10.37849948;8.6;2.088823649;5.9;4.383231039;6.7;5.152206152;5.65;4.896792225;3.6;2.968577106;285;6.4;1.98861055;8.57656;2.072517091;9.1205;10.37849948;9.313749512000001
0.353049988;1;0.634583252;1;0.562716675;1;0.548599976;1;0.514916626;1;0.584516602;1;0.635549927;1;0.0;1;0.497466675;1;0.535533325;1;0.0;1;0.0;1;0.0;1;0.415716675;1;0.348533325;1;0.5075;1;0.320266663;1;0.601166626;1;0.68931665;1;0.645400024;1;0.582916626;1;0.6632999270000001;1;0.574650024;1;0.397450012;1;0.47309997600000003;1;11.08624957;7.7;3.868256668;5.9;4.892969853;9.4;7.821667781;5.658333333;3.7473644;4.6;2.730945815;285;6.1;3.1426502689999998;8.56655;2.9487217610000003;9.02358;11.08624957;10.37598303
0.437533325;1;0.381683289;1;0.538783325;1;0.544583252;1;0.516466675;1;0.561983276;1;0.567866577;1;0.0;1;0.333349976;1;0.38513330100000004;1;0.0;1;0.0;1;0.0;1;0.39981665;1;0.440966675;1;0.42456665;1;0.271333313;1;0.54768335;1;0.5051499629999999;1;0.398599976;1;0.510283325;1;0.345416626;1;0.42831665;1;0.4235;1;0.35073333700000003;1;9.313749512000001;6.5;3.461674555;5.2;3.7626767080000003;6.4;7.3897655129999995;5.016666667;2.9719521810000002;3.6;2.706420913;284;5.9;3.189167917;8.66567;2.7643539930000003;9.22964;9.313749512000001;5.366816422
0.46275;1;0.40981665;1;0.550849976;1;0.49023333700000005;1;0.557699951;1;0.611;1;0.584783325;1;0.0;1;0.334466675;1;0.473283325;1;0.0;1;0.0;1;0.0;1;0.367416626;1;0.40466662600000003;1;0.522716675;1;0.34706665;1;0.621349976;1;0.6815999759999999;1;0.578216675;1;0.59975;1;0.49151666299999996;1;0.498099976;1;0.40501666299999994;1;0.383683289;1;10.37598303;6.9;2.717835575;3.1;3.528166337;7.6;7.293837083;4.758333333;2.9731444989999996;3.5;2.080080535;284;5.6;2.4908796769999997;8.50137;2.256325972;8.9755;10.37598303;5.625616425
0.25329998800000003;1;0.12076666300000001;1;0.286866638;1;0.278716675;1;0.288033325;1;0.28539996300000003;1;0.28311663800000003;1;0.0;1;0.21075;1;0.230949982;1;0.0;1;0.0;1;0.0;1;0.312899963;1;0.36229998799999996;1;0.309399963;1;0.174483337;1;0.339950012;1;0.28604998800000003;1;0.19206665;1;0.319733337;1;0.11105000300000001;1;0.25196664399999996;1;0.24175;1;0.227266663;1;5.366816422;6.1;2.638699304;3.1;3.163762396;6.6;6.770216497000001;4.791666667;2.591913864;3.5;1.7392150640000001;283;5.4;2.141040809;8.31973;2.160522674;8.8998;5.366816422;3.0094332280000002
0.262183289;1;0.194733337;1;0.325716675;1;0.286450012;1;0.328966675;1;0.303766663;1;0.293016663;1;0.0;1;0.254649994;1;0.251366669;1;0.0;1;0.0;1;0.0;1;0.31091662600000003;1;0.325766663;1;0.285916626;1;0.24071664399999998;1;0.283849976;1;0.26343328899999996;1;0.241533325;1;0.265266663;1;0.175783325;1;0.24736666899999998;1;0.272783325;1;0.21143331899999998;1;5.625616425;6.2;1.922823788;4.2;2.176421696;5.1;6.720671631;4.258333333;3.811680885;3.5;1.281863446;285;5.3;2.3818277130000003;8.44253;2.426356461;9.06753;5.625616425;6.2436831360000005
0.124083328;1;0.092183334;1;0.15714999400000002;1;0.133616669;1;0.15643331900000002;1;0.12469999699999999;1;0.094;1;0.0;1;0.09855000300000001;1;0.157600006;1;0.0;1;0.0;1;0.0;1;0.14525;1;0.18069998199999998;1;0.15618331900000001;1;0.079066666;1;0.200116669;1;0.21494998199999998;1;0.159199982;1;0.18136666899999998;1;0.140866669;1;0.152549988;1;0.14981665;1;0.11105000300000001;1;3.0094332280000002;3.5;1.368860977;2.0;1.977296151;6.0;6.018239342;4.116666667;4.446006143;3.9;1.32217323;288;5.2;2.9985401489999997;8.6183;2.6891830339999996;9.21157;3.0094332280000002;6.2755496829999995
0.303700012;1;0.22210000600000002;1;0.355216675;1;0.358899963;1;0.360466675;1;0.377183289;1;0.38983331299999996;1;0.0;1;0.172983337;1;0.23856665;1;0.0;1;0.0;1;0.0;1;0.265216675;1;0.296883301;1;0.279099976;1;0.201783325;1;0.347716675;1;0.366;1;0.265366638;1;0.36336663799999996;1;0.23268331899999997;1;0.301716675;1;0.291450012;1;0.253449982;1;6.2436831360000005;4.4;1.711571965;2.0;1.892302895;5.2;5.141407331;3.6583333330000003;4.113151171;2.7;1.2684652;290;5.1;1.7902007880000002;8.66274;1.638905897;9.2433;6.2436831360000005;2.573616531
0.284950012;1;0.313450012;1;0.413433289;1;0.28459997600000003;1;0.356133301;1;0.31214996300000003;1;0.31213330100000003;1;0.0;1;0.272133301;1;0.333583313;1;0.0;1;0.0;1;0.0;1;0.301983337;1;0.30206665;1;0.27773333699999997;1;0.17636666899999998;1;0.26981665;1;0.316933289;1;0.2895;1;0.288733337;1;0.361466675;1;0.335849976;1;0.250199982;1;0.222333313;1;6.2755496829999995;3.6;1.502820354;2.5;1.5499774919999998;2.9;5.250160226;3.775;3.4753500489999998;3.6;1.430956832;293;4.6;1.8363406480000002;8.72622;1.607769518;9.27944;6.2755496829999995;0.85196664
0.1555;1;0.11330000300000001;1;0.14126666300000001;1;0.151333313;1;0.13625;1;0.10748332199999999;1;0.09034999099999999;1;0.0;1;0.103050003;1;0.10871666;1;0.0;1;0.0;1;0.0;1;0.132833313;1;0.166666656;1;0.150649994;1;0.087099991;1;0.110416656;1;0.12836666900000002;1;0.11989999400000001;1;0.097116669;1;0.10896666;1;0.12048332199999999;1;0.11669999699999999;1;0.127166656;1;2.573616531;4.0;1.339084158;1.8;1.32486264;5.1;5.116110527;3.9;4.3649243239999995;2.2;1.83610446;295;4.2;1.380403958;8.96084;1.146975763;9.5536;2.573616531;0.409516657
0.067349991;1;0.034866668999999996;1;0.047833328;1;0.070266663;1;0.047400002000000004;1;0.039933334;1;0.036099998;1;0.0;1;0.028333332000000003;1;0.034316666;1;0.0;1;0.0;1;0.0;1;0.036216667;1;0.046699997;1;0.03275;1;0.028216667;1;0.043433334000000004;1;0.041433334;1;0.028883331;1;0.037849997999999996;1;0.020316666;1;0.033916664;1;0.046116669000000006;1;0.04973333;1;0.85196664;3.0;0.5418401660000001;2.3;1.329589698;3.9;4.3449012069999995;3.416666667;2.973517906;1.9;1.026419862;311;2.9;3.184469983;8.59658;3.2054045510000004;9.0712;0.85196664;0.19748332100000002
0.023;1;0.017399998;1;0.020950001;1;0.032533333;1;0.021733334;1;0.008316666;1;0.0114;1;0.0;1;0.021616665;1;0.018899998;1;0.0;1;0.0;1;0.0;1;0.017;1;0.023333332000000002;1;0.020016666000000002;1;0.014016666;1;0.0185;1;0.029733334;1;0.015966667;1;0.020666668;1;0.020583332;1;0.022316666000000002;1;0.012533333;1;0.019;1;0.409516657;1.8;0.413587501;3.1;1.117267301;4.0;3.779342624;3.675;4.243234842;2.0;1.396725614;318;2.9;0.15308002099999998;8.18984;0.616949161;8.73477;0.409516657;0.11461666599999999
0.012;1;0.009983332;1;0.004966667;1;0.008299999;1;0.010266665999999999;1;0.011766666;1;0.009233332;1;0.0;1;0.008799999000000001;1;0.005866667;1;0.0;1;0.0;1;0.0;1;0.0037333329999999997;1;0.00575;1;0.012699998999999998;1;0.01;1;0.013433332;1;0.011633333000000001;1;0.009683332;1;0.015699999;1;0.006233333000000001;1;0.005433332;1;0.006516666;1;0.015483331999999999;1;0.19748332100000002;2.7;1.9318011480000001;2.7;2.014886865;4.3;2.6125129940000003;3.441666667;2.4450866369999997;2.1;1.748544885;326;3.0;1.4391305419999998;10.162;0.9981990470000001;10.65713;0.19748332100000002;0.16473333099999998
0.012;1;0.006;1;0.0035;1;0.005033333;1;0.009000000000000001;1;0.01;1;0.003;1;0.0;1;0.008;1;0.003;1;0.0;1;0.0;1;0.0;1;0.00425;1;0.001833333;1;0.006999999999999999;1;0.001;1;0.006;1;0.0;1;0.004;1;0.013000000000000001;1;0.001;1;0.003;1;0.002;1;0.012;1;0.11461666599999999;2.7;2.8110445139999998;3.3;1.8640986640000001;2.8;2.8562071589999998;3.116666667;1.997938495;2.4;2.622919199;333;3.0;2.005280876;10.12515;1.786198044;10.4728;0.11461666599999999;0.570033318
0.014333331999999999;1;0.010283333;1;0.008416666;1;0.0058;1;0.009000000000000001;1;0.01;1;0.003;1;0.0;1;0.008;1;0.003;1;0.0;1;0.0;1;0.0;1;0.010133333000000001;1;0.008633333;1;0.008466666999999999;1;0.004033333;1;0.0068;1;0.00705;1;0.0091;1;0.013000000000000001;1;0.004849999;1;0.0068333330000000005;1;0.002;1;0.012;1;0.16473333099999998;2.7;2.463448778;2.9;2.1267692830000002;3.5;3.681867693;3.416666667;2.217370004;2.9;2.8233007580000002;339;3.1;1.940701539;9.46353;2.252732563;10.1022;0.16473333099999998;0.55801663
0.038133331;1;0.03398333;1;0.025716667000000002;1;0.032549995;1;0.027999999999999997;1;0.030283333;1;0.029083332000000003;1;0.0;1;0.0335;1;0.023799999;1;0.0;1;0.0;1;0.0;1;0.018883331;1;0.033566666;1;0.028166668;1;0.01925;1;0.016950001;1;0.018916668;1;0.022883331;1;0.020233334;1;0.035466667;1;0.029433331;1;0.027466667;1;0.023766666000000002;1;0.570033318;2.5;2.024098446;3.3;1.7554854869999998;4.6;2.744069246;3.475;2.187968265;2.0;1.9980671019999998;344;3.1;1.2225170159999998;8.76016;1.514313622;9.4247;0.570033318;0.312416655
0.036283333;1;0.03673333;1;0.008983332;1;0.040366669;1;0.034016662999999996;1;0.040049995;1;0.036099998;1;0.0;1;0.028399998;1;0.024049999;1;0.0;1;0.0;1;0.0;1;0.0;1;0.027116665;1;0.026433331;1;0.021349998;1;0.012916666;1;0.014633333;1;0.025383331000000002;1;0.012333331999999999;1;0.027883331;1;0.029299999;1;0.03648333;1;0.039199997;1;0.55801663;3.0;1.6641207669999998;1.5;1.87635713;1.6;2.410923688;3.041666667;1.794479357;2.2;2.508831404;350;3.2;1.889625198;10.79946;2.040338006;11.10464;0.55801663;0.630749985
0.015366666999999999;1;0.019399998;1;0.01235;1;0.013816666000000002;1;0.01365;1;0.012783333000000001;1;0.015933331999999998;1;0.0;1;0.022083332;1;0.014833332;1;0.0;1;0.0;1;0.0;1;0.015699999;1;0.023066666;1;0.015766666000000002;1;0.010116667;1;0.0084;1;0.012566666;1;0.013949999;1;0.0115;1;0.017916668;1;0.0155;1;0.014066666;1;0.01365;1;0.312416655;2.3;0.6977813959999999;2.3;2.3608357580000003;2.4;2.548689275;3.183333333;2.3892905730000003;1.8;2.5299814;354;3.6;2.09724124;11.2787;2.1515338440000003;12.0082;0.312416655;1.083166611
0.036683334;1;0.043666664;1;0.0;1;0.032;1;0.035433334;1;0.022133331000000003;1;0.026433331;1;0.0;1;0.047966667000000004;1;0.042633331;1;0.0;1;0.0;1;0.0;1;0.0;1;0.028799999;1;0.006716667;1;0.017083332;1;0.016450001000000002;1;0.027000000000000003;1;0.032316666;1;0.02425;1;0.042533333;1;0.042650002;1;0.048083328;1;0.05791666400000001;1;0.630749985;2.7;0.902331358;3.7;2.047131519;1.3;1.460528382;3.166666667;2.529726178;2.4;2.708043168;359;4.1;2.6955780239999996;10.519919999999999;2.906815597;12.14248;0.630749985;0.899749985
0.054900002;1;0.054283332999999996;1;0.0;1;0.06023333;1;0.052633331;1;0.050699997000000004;1;0.043683334000000004;1;0.0;1;0.05548333;1;0.063116669;1;0.0;1;0.0;1;0.0;1;0.0;1;0.051150002;1;0.019783333;1;0.035650002;1;0.030883331;1;0.04241666400000001;1;0.04098333;1;0.050299995;1;0.07946666;1;0.096599991;1;0.090666656;1;0.110233322;1;1.083166611;4.2;0.881039239;5.2;1.91049432;2.5;1.897778896;3.25;2.7808382660000004;3.3;2.432056283;3;4.5;2.622811941;10.5563;2.880816032;12.387839999999999;1.083166611;0.7201166529999999
0.046900002;1;0.043566666;1;0.0;1;0.041816666;1;0.034449997;1;0.041633331;1;0.05498333;1;0.0;1;0.059616669000000004;1;0.06188333099999999;1;0.0;1;0.0;1;0.0;1;0.0;1;0.037783332999999995;1;0.0245;1;0.026166667999999997;1;0.029666667999999997;1;0.040883331;1;0.041633331;1;0.038933334;1;0.06888333099999999;1;0.07225;1;0.069949997;1;0.06425;1;0.899749985;3.4;1.237839764;3.345454545;3.2099857810000003;3.8;2.925897435;3.345454545;3.138889293;3.3;2.603160813;13;4.9;2.72686923;10.780660000000001;2.955405028;12.12002;0.899749985;1.301183258
0.03623333;1;0.035316666000000004;1;0.0;1;0.036966667;1;0.033283333;1;0.028333332000000003;1;0.027999999999999997;1;0.0;1;0.037266663;1;0.042866669;1;0.0;1;0.0;1;0.0;1;0.0;1;0.031233333999999998;1;0.018316666000000002;1;0.027466667;1;0.012716667;1;0.033699997;1;0.027716667;1;0.037716667;1;0.05438333099999999;1;0.062316666;1;0.059400002;1;0.076883331;1;0.7201166529999999;2.5;1.316553038;3.1909090910000004;2.370675462;3.7;3.6314244739999997;3.1909090910000004;3.2257273769999997;2.2;2.67705004;23;5.4;2.8660651930000003;10.92178;3.155202603;11.775780000000001;0.7201166529999999;2.366566566
0.025866665;1;0.047849998;1;0.007466667;1;0.027916668;1;0.036133331;1;0.049449997;1;0.04731666599999999;1;0.0;1;0.061849997999999996;1;0.05418333400000001;1;0.0;1;0.0;1;0.0;1;0.040966667000000005;1;0.062849998;1;0.065983322;1;0.096649994;1;0.070449997;1;0.074899994;1;0.077933334;1;0.076033325;1;0.081699997;1;0.083849991;1;0.080016663;1;0.13181665;1;1.301183258;3.2;1.4837419180000002;5.3;2.739193503;3.1;4.950746586;3.541666667;3.519499459;2.5;2.649775048;30;5.5;2.652094656;10.61733;2.957510633;11.28335;1.301183258;2.815166557
0.048099998;1;0.07894999700000001;1;0.071599991;1;0.055416664000000004;1;0.048283333;1;0.056949997;1;0.061016663;1;0.0;1;0.10776666300000001;1;0.105666656;1;0.0;1;0.0;1;0.0;1;0.120383331;1;0.106550003;1;0.134716644;1;0.18866665600000002;1;0.190366669;1;0.156233337;1;0.158633331;1;0.15446664400000001;1;0.106116669;1;0.113316666;1;0.10798332199999999;1;0.19538333100000002;1;2.366566566;1.5;1.65626819;4.4;2.887880478;3.6;6.1929999570000005;3.366666667;3.7774379089999996;2.2;2.496216101;37;5.3;1.8258468680000002;10.2936;2.1875239630000003;10.964;2.366566566;1.9098665769999998
0.057150002000000005;1;0.086599991;1;0.09294999699999999;1;0.065366669;1;0.092133331;1;0.094233322;1;0.068583328;1;0.0;1;0.119050003;1;0.109366669;1;0.0;1;0.0;1;0.0;1;0.141166656;1;0.112866669;1;0.149533325;1;0.207199982;1;0.242;1;0.197266663;1;0.189866669;1;0.20385000600000003;1;0.145966644;1;0.128199982;1;0.114766663;1;0.197049988;1;2.815166557;3.5;1.6400475280000002;4.9;2.681601209;5.1;6.433710812;3.733333333;3.614373366;1.5;2.410693163;45;5.2;1.639422456;9.3749;1.833847475;10.0414;2.815166557;2.435033245
0.033783333;1;0.05025;1;0.060099997999999995;1;0.005;1;0.042166664000000006;1;0.052966667;1;0.078149994;1;0.0;1;0.08116665599999999;1;0.07484999099999999;1;0.0;1;0.0;1;0.0;1;0.09630000300000001;1;0.08121666;1;0.11625;1;0.13356665;1;0.17173333699999999;1;0.11183332800000001;1;0.126016663;1;0.143716644;1;0.138766663;1;0.10556666599999999;1;0.108166656;1;0.09830000300000001;1;1.9098665769999998;3.5;1.4979761930000002;4.7;3.86465389;4.9;6.427853963;3.8;3.1722029760000003;1.4;2.2761971290000003;52;5.0;2.156624285;8.192039999999999;2.259205358;8.705219999999999;1.9098665769999998;3.715466507
0.04748333;1;0.042766662999999996;1;0.051449997000000004;1;0.019133331;1;0.017466666999999998;1;0.027833332000000002;1;0.03448333;1;0.0;1;0.12209999099999999;1;0.1105;1;0.0;1;0.0;1;0.0;1;0.138149994;1;0.10484999099999999;1;0.131633331;1;0.164766663;1;0.17173333699999999;1;0.199033325;1;0.170783325;1;0.183383331;1;0.20313333100000003;1;0.17875;1;0.156833313;1;0.158766663;1;2.435033245;1.9;1.871948544;3.0;2.327716873;6.4;6.9378028370000004;3.858333333;2.168955518;0.0;1.5320068430000002;61;5.1;2.552477594;7.6027;2.644585848;8.0607;2.435033245;6.204882996
0.101099991;1;0.070183334;1;0.133149994;1;0.094783325;1;0.081949997;1;0.10573332199999999;1;0.12198332199999999;1;0.0;1;0.19548333699999998;1;0.18589999399999999;1;0.0;1;0.0;1;0.0;1;0.158783325;1;0.20464999399999997;1;0.242166656;1;0.248933319;1;0.113399994;1;0.304266663;1;0.19481665;1;0.177850006;1;0.30218328899999997;1;0.289733337;1;0.22763333100000002;1;0.160783325;1;3.715466507;2.1;2.68680899;2.8;2.649816398;6.8;7.835551562000001;3.741666667;2.977068464;0.9;1.253804954;69;5.1;2.86406349;7.34;2.7900874410000003;7.79604;3.715466507;5.911433075
0.268533325;1;0.20879998800000002;1;0.26275;1;0.237350006;1;0.166649994;1;0.189183319;1;0.199299988;1;0.0;1;0.443783325;1;0.406133301;1;0.0;1;0.0;1;0.0;1;0.269466675;1;0.35214996299999995;1;0.36086663799999996;1;0.34806665;1;0.1245;1;0.38333331299999995;1;0.196033325;1;0.263483337;1;0.49468328899999997;1;0.516799927;1;0.35608331299999996;1;0.15693331900000002;1;6.204882996;2.2;2.770017953;2.8;2.8529389239999996;6.1;8.284268943999999;3.7166666669999997;3.0868774560000003;0.0;1.449581188;78;5.2;3.18659795;7.4357;2.967799426;8.00796;6.204882996;4.212283188
0.247916656;1;0.21156665;1;0.229649994;1;0.223716644;1;0.24169998199999998;1;0.24289999399999998;1;0.260366638;1;0.0;1;0.359200012;1;0.324049988;1;0.0;1;0.0;1;0.0;1;0.20435000600000003;1;0.322216675;1;0.328416626;1;0.36464996299999997;1;0.19756665;1;0.34186663799999994;1;0.17235000600000003;1;0.257466675;1;0.426633301;1;0.450216675;1;0.35708331299999996;1;0.14754998800000002;1;5.911433075;2.8;3.005230625;2.8;3.27872903;5.7;7.889706265;4.066666667;2.823066732;1.8;1.6015964630000001;78;5.0;3.472510859;7.239160000000001;3.21886255;7.7787;5.911433075;6.270183075
0.21193331899999998;1;0.095266663;1;0.260116638;1;0.199266663;1;0.184916656;1;0.18511666899999998;1;0.167199982;1;0.0;1;0.247633331;1;0.212533325;1;0.0;1;0.0;1;0.0;1;0.137216644;1;0.231116669;1;0.21938333100000001;1;0.275016663;1;0.166166656;1;0.28776666300000003;1;0.11216665599999999;1;0.153733337;1;0.264266663;1;0.277966675;1;0.200433319;1;0.12306666599999999;1;4.212283188;2.9;2.880724569;1.4;2.898527313;5.5;6.821722675;3.85;2.445908809;1.9;0.718147878;79;4.7;3.3997777869999997;7.0597199999999996;3.2372955780000003;7.71157;4.212283188;6.7741663889999995
0.278266663;1;0.106149994;1;0.41188330100000003;1;0.252649994;1;0.220783325;1;0.210883331;1;0.18406665;1;0.0;1;0.390033325;1;0.345933289;1;0.0;1;0.0;1;0.0;1;0.322783325;1;0.32156665;1;0.35659997600000004;1;0.302200012;1;0.194033325;1;0.468933289;1;0.301216675;1;0.249183319;1;0.457216675;1;0.396349976;1;0.199899994;1;0.299549988;1;6.270183075;3.8;3.063717493;2.0;3.091616689;5.2;7.4083609379999995;3.666666667;2.555657758;1.6;1.026630733;79;4.5;3.158938155;7.15273;2.879770935;7.79482;6.270183075;6.240699669
0.23013333100000002;1;0.10731666599999999;1;0.38598333700000004;1;0.194933319;1;0.050383330999999996;1;0.05463333099999999;1;0.046716667;1;0.0;1;0.45661663799999996;1;0.40325;1;0.0;1;0.0;1;0.0;1;0.416783325;1;0.409416626;1;0.46914996299999995;1;0.3955;1;0.20601666300000002;1;0.58668335;1;0.38993328899999996;1;0.322016663;1;0.5322999270000001;1;0.479616638;1;0.28526666300000003;1;0.35151666299999995;1;6.7741663889999995;4.5;3.1204172480000003;3.1;3.023899625;6.0;6.6365815029999995;3.866666667;2.649801119;2.7;0.99801006;74;4.6;3.3729397710000004;7.79482;2.809649252;8.55264;6.7741663889999995;4.271266518
