ExcelDato;/SKOM-SfjHydVindhMid-T0016A3 -0120;/STORM-Bess-Vindhast-25km;/STORM-Vals-Vindhast-25km
43054.4167;12.9100;12.7000;11.2000
43054.4583;13.0300;12.7000;11.6000
43054.5000;10.8900;12.6000;11.9000
43054.5417;13.1500;12.6000;12.3000
43054.5833;12.1100;12.8000;12.6000
43054.6250;16.2100;12.9000;12.8000
43054.6667;16.7900;13.1000;13.1000
43054.7083;16.9400;12.8000;12.3000
43054.7500;14.8100;12.4000;11.4000
43054.7917;14.7400;12.9000;11.2000
43054.8333;14.8200;11.9000;10.4000
43054.8750;11.1800;11.0000;9.5000
43054.9167;9.5800;10.0000;8.7000
43054.9583;8.6100;9.2000;8.1000
43055.0000;8.3100;8.5000;7.4000
43055.0417;7.3900;7.7000;6.8000
43055.0833;5.9600;6.6000;6.7000
43055.1250;2.3600;5.5000;6.7000
43055.1667;3.6500;4.4000;6.6000
43055.2083;4.5900;4.9000;6.2000
43055.2500;4.9500;5.3000;5.7000
43055.2917;6.0200;6.2000;5.5000
43055.3333;8.6300;6.3000;5.9000
43055.3750;8.8900;6.4000;6.4000
43055.4167;9.3400;6.5000;6.8000
43055.4583;10.7000;7.5000;7.7000
43055.5000;12.8100;8.5000;8.6000
43055.5417;11.6500;9.5000;9.5000
43055.5833;10.5700;10.5000;9.9000
43055.6250;11.6400;11.6000;10.4000
43055.6667;12.4800;12.6000;10.8000
43055.7083;9.2900;11.2000;9.3000
43055.7500;8.6200;9.8000;7.8000
43055.7917;9.0500;7.9000;5.8000
43055.8333;6.2500;7.5000;6.0000
43055.8750;4.3800;7.2000;6.3000
43055.9167;5.7500;6.8000;6.5000
43055.9583;10.2900;8.5000;8.0000
43056.0000;10.9900;10.1000;9.5000
43056.0417;9.5800;11.8000;11.0000
43056.0833;11.3800;11.9000;11.2000
43056.1250;13.5600;12.1000;11.5000
43056.1667;13.3200;12.2000;11.7000
43056.2083;10.3400;12.4000;11.4000
43056.2500;7.5100;12.6000;11.0000
43056.2917;8.3500;12.3000;9.4000
43056.3333;8.6500;12.4000;10.4000
43056.3750;9.7200;12.4000;11.5000
43056.4167;8.9700;12.5000;12.5000
43056.4583;7.3000;12.6000;12.2000
43056.5000;8.5000;12.6000;11.9000
43056.5417;9.5300;12.7000;11.6000
43056.5833;12.1600;13.7000;12.4000
43056.6250;14.2600;14.7000;13.3000
43056.6667;13.8500;15.7000;14.1000
43056.7083;14.2300;15.4000;13.7000
43056.7500;16.8300;15.0000;13.2000
43056.7917;11.5700;15.0000;12.4000
43056.8333;11.2300;14.3000;11.9000
43056.8750;9.4500;13.6000;11.3000
43056.9167;9.3900;12.9000;10.8000
43056.9583;10.0400;12.0000;10.4000
43057.0000;9.1500;11.0000;10.0000
43057.0417;9.1200;10.1000;9.6000
43057.0833;8.7500;9.9000;8.8000
43057.1250;8.7500;9.8000;7.9000
43057.1667;7.9300;9.6000;7.1000
43057.2083;7.4600;9.1000;7.5000
43057.2500;7.3300;8.6000;7.9000
43057.2917;6.4700;7.0000;7.2000
43057.3333;6.2200;7.2000;7.4000
43057.3750;6.1200;7.4000;7.5000
43057.4167;8.6700;7.6000;7.7000
43057.4583;8.3500;7.2000;7.5000
43057.5000;9.2500;6.7000;7.4000
43057.5417;9.5900;6.3000;7.2000
43057.5833;9.4100;6.2000;6.5000
43057.6250;9.2200;6.1000;5.9000
43057.6667;7.8700;6.0000;5.2000
43057.7083;7.4400;6.0000;4.7000
43057.7500;7.7600;6.1000;4.2000
43057.7917;7.4600;6.3000;4.0000
43057.8333;8.7700;6.1000;3.7000
43057.8750;5.9100;5.8000;3.3000
43057.9167;5.7300;5.6000;3.0000
43057.9583;4.3300;4.7000;3.0000
43058.0000;3.9500;3.9000;2.9000
43058.0417;4.0800;3.0000;2.9000
43058.0833;4.1200;3.2000;3.1000
43058.1250;3.1000;3.4000;3.3000
43058.1667;3.0200;3.6000;3.5000
43058.2083;3.6200;3.5000;3.6000
43058.2500;3.0800;3.4000;3.6000
43058.2917;3.1500;3.5000;3.5000
43058.3333;2.9600;3.7000;3.9000
43058.3750;2.6700;4.0000;4.2000
43058.4167;2.4300;4.2000;4.6000
43058.4583;3.5300;3.8000;4.7000
43058.5000;2.3800;3.5000;4.7000
43058.5417;3.4600;3.1000;4.8000
43058.5833;4.7900;3.1000;4.8000
43058.6250;6.4600;3.1000;4.7000
43058.6667;5.9100;3.1000;4.7000
43058.7083;5.4600;3.3000;4.5000
43058.7500;4.9600;3.6000;4.4000
43058.7917;4.2400;3.1000;4.3000
43058.8333;5.6100;3.2000;4.1000
43058.8750;4.3200;3.4000;3.9000
43058.9167;3.8800;3.5000;3.7000
43058.9583;3.9200;3.6000;3.7000
43059.0000;3.1500;3.6000;3.6000
43059.0417;3.8500;3.7000;3.6000
43059.0833;3.6600;3.7000;3.6000
43059.1250;2.9500;3.7000;3.7000
43059.1667;3.7200;3.7000;3.7000
43059.2083;3.8100;3.6000;3.8000
43059.2500;3.6700;3.5000;3.9000
43059.2917;2.7200;3.5000;4.2000
43059.3333;3.8800;3.8000;4.3000
43059.3750;4.0300;4.1000;4.5000
43059.4167;3.2800;4.4000;4.6000
43059.4583;3.3900;4.3000;4.4000
43059.5000;3.7900;4.2000;4.3000
43059.5417;2.8000;4.1000;4.1000
43059.5833;2.0900;4.0000;4.1000
43059.6250;2.0900;3.9000;4.2000
43059.6667;3.1700;3.8000;4.2000
43059.7083;6.9300;3.8000;4.2000
43059.7500;6.4500;3.8000;4.2000
43059.7917;5.3000;3.5000;3.9000
43059.8333;4.4400;3.5000;3.9000
43059.8750;2.3000;3.4000;4.0000
43059.9167;3.0400;3.4000;4.0000
43059.9583;2.5700;3.2000;3.9000
43060.0000;2.6200;2.9000;3.9000
43060.0417;2.2600;2.7000;3.8000
43060.0833;1.4500;3.2000;3.9000
43060.1250;2.8700;3.7000;4.0000
43060.1667;0.9700;4.2000;4.1000
43060.2083;1.1500;4.1000;4.3000
43060.2500;2.0400;4.1000;4.6000
43060.2917;2.2600;5.3000;5.3000
43060.3333;3.2700;5.3000;5.6000
43060.3750;4.1800;5.4000;5.9000
43060.4167;4.4100;5.4000;6.2000
43060.4583;4.9700;5.4000;6.0000
43060.5000;4.9100;5.3000;5.8000
43060.5417;5.0400;5.3000;5.6000
43060.5833;5.2200;5.4000;5.8000
43060.6250;5.5300;5.6000;5.9000
43060.6667;5.0800;5.7000;6.1000
43060.7083;5.8600;6.0000;6.2000
43060.7500;5.4900;6.4000;6.2000
43060.7917;6.8300;6.6000;6.6000
43060.8333;6.5500;6.9000;6.7000
43060.8750;7.8700;7.3000;6.7000
43060.9167;6.4800;7.6000;6.8000
43060.9583;7.0400;7.9000;6.9000
43061.0000;5.7500;8.3000;7.1000
43061.0417;4.2400;8.6000;7.2000
43061.0833;8.2700;9.0000;7.6000
43061.1250;10.5700;9.5000;8.1000
43061.1667;14.7100;9.9000;8.5000
43061.2083;16.5800;10.2000;9.0000
43061.2500;15.9100;10.6000;9.4000
43061.2917;16.3700;11.3000;10.3000
43061.3333;20.2200;12.3000;11.6000
43061.3750;18.1700;13.2000;12.9000
43061.4167;17.4000;14.2000;14.2000
43061.4583;18.3700;14.5000;14.3000
43061.5000;17.2500;14.8000;14.5000
43061.5417;19.7200;15.1000;14.6000
43061.5833;19.1400;15.2000;14.5000
43061.6250;17.8300;15.2000;14.4000
43061.6667;18.3400;15.3000;14.3000
43061.7083;22.1300;15.1000;14.4000
43061.7500;23.9300;14.9000;14.5000
43061.7917;23.8600;15.9000;15.2000
43061.8333;23.2300;15.6000;14.9000
43061.8750;23.3600;15.3000;14.7000
43061.9167;21.8400;15.0000;14.4000
43061.9583;25.1600;14.7000;13.9000
43062.0000;25.0000;14.5000;13.5000
43062.0417;24.3700;14.2000;13.0000
43062.0833;23.4900;14.3000;12.7000
43062.1250;21.3400;14.3000;12.5000
43062.1667;19.7500;14.4000;12.2000
43062.2083;19.5900;13.8000;11.3000
43062.2500;19.4500;13.2000;10.4000
43062.2917;13.3300;12.8000;9.8000
43062.3333;15.1900;12.1000;8.9000
43062.3750;11.2700;11.5000;8.0000
43062.4167;11.3000;10.8000;7.1000
43062.4583;13.4900;10.2000;6.3000
43062.5000;12.7400;9.7000;5.5000
43062.5417;11.8600;9.1000;4.7000
43062.5833;13.3000;7.6000;4.3000
43062.6250;11.4400;6.0000;3.9000
43062.6667;11.8000;4.5000;3.5000
43062.7083;13.6000;4.1000;3.2000
43062.7500;13.3100;3.6000;2.9000
43062.7917;15.8800;7.0000;1.0000
43062.8333;17.9700;8.5000;4.4000
43062.8750;18.0100;9.9000;7.9000
43062.9167;13.1200;11.4000;11.3000
43062.9583;11.7600;11.4000;10.5000
43063.0000;10.2200;11.4000;9.8000
43063.0417;12.1000;11.4000;9.0000
43063.0833;8.2400;10.3000;8.6000
43063.1250;8.0400;9.3000;8.1000
43063.1667;12.0600;8.2000;7.7000
43063.2083;12.2100;8.6000;8.0000
43063.2500;13.7100;9.1000;8.2000
43063.2917;11.5400;10.2000;9.1000
43063.3333;13.0300;10.3000;9.5000
43063.3750;13.1700;10.3000;9.8000
43063.4167;14.6300;10.4000;10.2000
43063.4583;16.3600;10.5000;10.6000
43063.5000;15.6900;10.6000;11.0000
43063.5417;14.4300;10.7000;11.4000
43063.5833;14.3600;11.1000;11.2000
43063.6250;14.9700;11.6000;11.0000
43063.6667;16.5000;12.0000;10.8000
43063.7083;15.6700;12.2000;10.8000
43063.7500;13.3100;12.3000;10.8000
43063.7917;12.2800;12.7000;9.3000
43063.8333;12.2100;12.1000;9.1000
43063.8750;12.9400;11.6000;9.0000
43063.9167;9.9700;11.0000;8.8000
43063.9583;8.3200;10.4000;8.7000
43064.0000;9.0400;9.9000;8.7000
43064.0417;9.3000;9.3000;8.6000
43064.0833;9.4500;9.2000;8.6000
43064.1250;8.1100;9.0000;8.7000
43064.1667;7.1900;8.9000;8.7000
43064.2083;7.3700;8.8000;8.3000
43064.2500;8.1900;8.8000;7.9000
43064.2917;4.7100;7.4000;6.1000
43064.3333;6.7000;7.3000;6.3000
43064.3750;6.6600;7.3000;6.6000
43064.4167;7.5200;7.2000;6.8000
43064.4583;7.8400;7.2000;6.8000
43064.5000;8.2700;7.1000;6.9000
43064.5417;5.3100;7.1000;6.9000
43064.5833;6.0400;7.5000;6.9000
43064.6250;7.2100;7.9000;7.0000
43064.6667;5.9200;8.3000;7.0000
43064.7083;4.3300;8.4000;7.1000
43064.7500;5.6000;8.5000;7.3000
43064.7917;7.3300;8.6000;7.7000
43064.8333;5.0400;8.5000;7.8000
43064.8750;4.4700;8.4000;7.8000
43064.9167;6.0800;8.3000;7.9000
43064.9583;4.3900;7.9000;7.5000
43065.0000;6.1000;7.4000;7.1000
43065.0417;5.5900;7.0000;6.7000
43065.0833;5.9300;6.7000;6.3000
43065.1250;6.6900;6.4000;5.9000
43065.1667;6.9000;6.1000;5.5000
43065.2083;6.2300;5.5000;5.0000
43065.2500;6.1600;4.8000;4.5000
43065.2917;5.4600;4.2000;3.9000
43065.3333;3.9600;4.0000;3.9000
43065.3750;4.8100;3.8000;3.8000
43065.4167;4.0500;3.6000;3.8000
43065.4583;4.3800;3.2000;3.4000
43065.5000;3.2700;2.8000;2.9000
43065.5417;3.4100;2.4000;2.5000
43065.5833;3.5300;2.3000;2.5000
43065.6250;2.4700;2.3000;2.5000
43065.6667;1.4300;2.2000;2.5000
43065.7083;1.9700;2.2000;2.3000
43065.7500;2.0300;2.2000;2.2000
43065.7917;2.0100;2.3000;2.5000
43065.8333;2.0400;2.9000;2.8000
43065.8750;1.6800;3.4000;3.0000
43065.9167;3.0100;4.0000;3.3000
43065.9583;2.9000;4.3000;3.5000
43066.0000;2.6800;4.6000;3.6000
43066.0417;2.7300;4.9000;3.8000
43066.0833;2.5800;4.9000;4.2000
43066.1250;2.1500;4.9000;4.5000
43066.1667;2.6300;4.9000;4.9000
43066.2083;2.2600;5.0000;4.9000
43066.2500;2.9000;5.1000;4.8000
43066.2917;3.6300;5.4000;4.9000
43066.3333;3.8500;5.4000;5.0000
43066.3750;3.1000;5.3000;5.2000
43066.4167;3.6600;5.3000;5.3000
43066.4583;3.9900;4.9000;5.3000
43066.5000;3.5100;4.5000;5.2000
43066.5417;3.3000;4.1000;5.2000
43066.5833;2.4400;3.7000;5.1000
43066.6250;3.5400;3.4000;5.1000
43066.6667;3.5300;3.0000;5.0000
43066.7083;3.5100;2.8000;4.7000
43066.7500;3.6500;2.6000;4.5000
43066.7917;5.3100;2.5000;4.1000
43066.8333;4.3300;2.7000;3.8000
43066.8750;4.5800;2.9000;3.5000
43066.9167;3.2000;3.1000;3.2000
43066.9583;2.5500;3.2000;3.3000
43067.0000;3.3300;3.2000;3.4000
43067.0417;5.1200;3.3000;3.5000
43067.0833;4.0700;3.5000;3.4000
43067.1250;4.2400;3.7000;3.3000
43067.1667;7.1000;3.9000;3.2000
43067.2083;7.9100;3.9000;3.2000
43067.2500;8.4800;4.0000;3.1000
43067.2917;7.4700;3.6000;3.6000
43067.3333;7.5000;3.5000;3.6000
43067.3750;7.0500;3.4000;3.6000
43067.4167;6.8300;3.3000;3.6000
43067.4583;6.7100;3.2000;3.4000
43067.5000;5.5600;3.0000;3.3000
43067.5417;2.5800;2.9000;3.1000
43067.5833;3.1200;2.5000;3.3000
43067.6250;4.6700;2.0000;3.4000
43067.6667;4.2900;1.6000;3.6000
43067.7083;4.8700;1.5000;3.5000
43067.7500;3.1300;1.3000;3.5000
43067.7917;1.3500;1.7000;3.7000
43067.8333;2.1900;2.2000;3.7000
43067.8750;0.8500;2.7000;3.7000
43067.9167;1.7900;3.2000;3.7000
43067.9583;2.1400;3.5000;4.0000
43068.0000;3.6000;3.7000;4.4000
43068.0417;2.2800;4.0000;4.7000
43068.0833;2.6200;4.3000;4.8000
43068.1250;2.6100;4.6000;4.9000
43068.1667;2.6500;4.9000;5.0000
43068.2083;2.1100;4.9000;5.0000
43068.2500;2.2400;5.0000;5.0000
43068.2917;2.4300;5.4000;5.3000
43068.3333;3.0800;5.5000;5.5000
43068.3750;3.3700;5.7000;5.7000
43068.4167;3.4500;5.8000;5.9000
43068.4583;2.8800;5.5000;5.5000
43068.5000;3.4600;5.2000;5.2000
43068.5417;3.8800;4.9000;4.8000
43068.5833;4.0700;4.8000;4.4000
43068.6250;3.4400;4.8000;4.1000
43068.6667;3.3700;4.7000;3.7000
43068.7083;4.0500;4.7000;4.3000
43068.7500;3.8800;4.7000;4.9000
43068.7917;4.2400;4.9000;4.3000
43068.8333;4.0800;4.8000;4.6000
43068.8750;3.8100;4.8000;4.8000
43068.9167;4.0800;4.7000;5.1000
43068.9583;3.7600;4.4000;5.1000
43069.0000;3.9900;4.2000;5.0000
43069.0417;3.1300;3.9000;5.0000
43069.0833;2.7500;3.5000;4.9000
43069.1250;3.0900;3.1000;4.9000
43069.1667;3.7800;2.7000;4.8000
43069.2083;3.0600;2.6000;4.3000
43069.2500;2.7000;2.6000;3.8000
43069.2917;3.4100;1.9000;4.3000
43069.3333;1.9300;2.0000;3.9000
43069.3750;2.2500;2.2000;3.6000
43069.4167;1.6000;2.3000;3.2000
43069.4583;2.2100;2.2000;2.8000
43069.5000;2.7000;2.0000;2.5000
43069.5417;5.3700;1.9000;2.1000
43069.5833;3.5400;1.9000;2.1000
43069.6250;2.3600;1.8000;2.1000
43069.6667;2.9000;1.8000;2.1000
43069.7083;3.3800;1.7000;2.0000
43069.7500;1.6200;1.5000;2.0000
43069.7917;1.4300;2.3000;2.5000
43069.8333;1.9000;2.7000;2.9000
43069.8750;1.5700;3.1000;3.3000
43069.9167;1.3800;3.5000;3.7000
43069.9583;0.9300;3.9000;3.9000
43070.0000;1.3200;4.4000;4.0000
43070.0417;2.0200;4.8000;4.2000
43070.0833;2.3700;5.0000;4.5000
43070.1250;2.8700;5.1000;4.8000
43070.1667;3.8200;5.3000;5.1000
43070.2083;3.9700;5.7000;5.1000
43070.2500;4.3600;6.1000;5.1000
43070.2917;4.7000;6.9000;4.7000
43070.3333;4.8700;7.3000;4.9000
43070.3750;4.7200;7.7000;5.0000
43070.4167;4.5800;8.1000;5.2000
43070.4583;5.4700;8.4000;5.7000
43070.5000;5.1200;8.8000;6.2000
43070.5417;6.3300;9.1000;6.7000
43070.5833;7.8300;9.7000;7.3000
43070.6250;8.7700;10.2000;7.9000
43070.6667;7.9000;10.8000;8.5000
43070.7083;8.6800;11.3000;9.2000
43070.7500;8.6400;11.8000;9.9000
43070.7917;9.3900;13.1000;11.0000
43070.8333;10.0200;11.4000;12.2000
43070.8750;13.3200;9.7000;13.3000
43070.9167;14.0700;8.0000;14.5000
43070.9583;10.5900;7.8000;12.5000
43071.0000;11.7400;7.6000;10.6000
43071.0417;10.7100;7.4000;8.6000
43071.0833;8.7600;6.6000;9.3000
43071.1250;6.5200;5.7000;9.9000
43071.1667;8.1200;4.9000;10.6000
43071.2083;11.9200;7.9000;10.3000
43071.2500;15.9600;11.0000;10.0000
43071.2917;14.9300;13.8000;10.6000
43071.3333;16.4100;14.2000;10.7000
43071.3750;13.8900;14.5000;10.9000
43071.4167;14.2200;14.9000;11.0000
43071.4583;20.8600;15.4000;11.8000
43071.5000;18.6600;15.9000;12.6000
43071.5417;20.9200;16.4000;13.4000
43071.5833;20.8000;15.2000;12.9000
43071.6250;17.3800;14.0000;12.3000
43071.6667;17.9700;12.8000;11.8000
43071.7083;12.7500;12.2000;11.3000
43071.7500;14.6600;11.5000;10.8000
43071.7917;12.6800;13.4000;11.5000
43071.8333;12.7700;12.6000;11.2000
43071.8750;10.0200;11.7000;10.9000
43071.9167;10.1400;10.9000;10.6000
43071.9583;12.0600;11.2000;11.1000
43072.0000;12.4400;11.6000;11.5000
43072.0417;9.5800;11.9000;12.0000
43072.0833;11.8300;12.7000;12.6000
43072.1250;14.0200;13.5000;13.2000
43072.1667;14.1400;14.3000;13.8000
43072.2083;13.6100;13.5000;12.8000
43072.2500;12.6600;12.6000;11.9000
43072.2917;11.3800;10.9000;11.6000
43072.3333;10.0600;10.6000;10.9000
43072.3750;11.1300;10.2000;10.2000
43072.4167;12.0600;9.9000;9.5000
43072.4583;12.4900;9.9000;9.9000
43072.5000;11.5500;9.9000;10.2000
43072.5417;11.6900;9.9000;10.6000
43072.5833;13.6800;10.3000;10.8000
43072.6250;13.5500;10.6000;10.9000
43072.6667;12.0300;11.0000;11.1000
43072.7083;11.0500;10.4000;10.5000
43072.7500;8.6100;9.7000;9.9000
43072.7917;9.2900;8.3000;9.5000
43072.8333;8.3600;7.0000;8.9000
43072.8750;6.0900;5.6000;8.4000
43072.9167;4.2700;4.3000;7.8000
43072.9583;2.5200;4.3000;7.4000
43073.0000;0.4100;4.3000;6.9000
43073.0417;2.7700;4.3000;6.5000
43073.0833;3.7200;5.4000;6.7000
43073.1250;7.2400;6.6000;6.9000
43073.1667;8.5100;7.7000;7.1000
43073.2083;7.3000;8.4000;7.7000
43073.2500;11.3800;9.0000;8.3000
43073.2917;9.5200;8.9000;7.8000
43073.3333;7.4200;8.5000;7.8000
43073.3750;8.2400;8.0000;7.7000
43073.4167;8.2700;7.6000;7.7000
43073.4583;9.5900;8.1000;7.9000
43073.5000;0.0000;8.6000;8.1000
43073.5417;0.0000;9.1000;8.3000
43073.5833;0.0000;8.3000;7.9000
43073.6250;0.0000;7.5000;7.4000
43073.6667;0.0000;6.7000;7.0000
43073.7083;8.3600;6.6000;6.6000
43073.7500;6.5500;6.6000;6.3000
43073.7917;6.2700;6.8000;7.4000
43073.8333;5.5500;6.7000;7.3000
43073.8750;6.2900;6.6000;7.2000
43073.9167;6.0400;6.5000;7.1000
43073.9583;6.9800;6.4000;6.5000
43074.0000;5.7400;6.3000;5.9000
43074.0417;4.8700;6.2000;5.3000
43074.0833;5.2100;6.2000;5.2000
43074.1250;4.2600;6.2000;5.0000
43074.1667;4.3700;6.2000;4.9000
43074.2083;4.9100;6.7000;5.3000
43074.2500;3.7500;7.1000;5.7000
43074.2917;7.1700;6.2000;6.1000
43074.3333;7.4500;6.6000;6.5000
43074.3750;7.4500;7.0000;7.0000
43074.4167;7.7400;7.4000;7.4000
43074.4583;8.7500;7.8000;7.4000
43074.5000;8.9000;8.3000;7.4000
43074.5417;9.2400;8.7000;7.4000
43074.5833;8.0000;8.8000;7.5000
43074.6250;10.2200;8.9000;7.5000
43074.6667;7.8400;9.0000;7.6000
43074.7083;10.2000;8.9000;7.7000
43074.7500;8.5200;8.9000;7.7000
43074.7917;9.1900;9.3000;8.2000
43074.8333;9.7000;9.0000;7.7000
43074.8750;9.7400;8.6000;7.3000
43074.9167;7.5200;8.3000;6.8000
43074.9583;8.4200;7.6000;6.4000
43075.0000;9.1300;6.9000;6.1000
43075.0417;7.8800;6.2000;5.7000
43075.0833;6.2600;5.5000;5.1000
43075.1250;5.1700;4.8000;4.6000
43075.1667;3.5000;4.1000;4.0000
43075.2083;2.1900;3.7000;3.7000
43075.2500;1.8400;3.3000;3.3000
43075.2917;2.3000;1.7000;1.7000
43075.3333;2.2100;2.6000;1.9000
43075.3750;2.0000;3.4000;2.1000
43075.4167;2.3000;4.3000;2.3000
43075.4583;2.0600;4.1000;2.7000
43075.5000;2.3100;4.0000;3.1000
43075.5417;1.7800;3.8000;3.5000
43075.5833;1.4700;3.6000;3.7000
43075.6250;3.2900;3.5000;4.0000
43075.6667;5.5100;3.3000;4.2000
43075.7083;6.3500;4.0000;4.5000
43075.7500;7.9600;4.7000;4.9000
43075.7917;9.0800;5.5000;5.6000
43075.8333;11.8300;6.5000;6.1000
43075.8750;12.0500;7.4000;6.7000
43075.9167;11.1800;8.4000;7.2000
43075.9583;11.9900;8.9000;7.5000
43076.0000;12.7800;9.3000;7.7000
43076.0417;13.5900;9.8000;8.0000
43076.0833;15.3400;10.3000;8.7000
43076.1250;15.8200;10.8000;9.3000
43076.1667;13.5600;11.3000;10.0000
43076.2083;14.7200;11.7000;10.3000
43076.2500;15.5100;12.1000;10.6000
43076.2917;0.0000;13.4000;10.8000
43076.3333;0.0000;13.6000;10.9000
43076.3750;0.0000;13.9000;11.0000
43076.4167;0.0000;14.1000;11.1000
43076.4583;0.0000;13.6000;10.4000
43076.5000;0.0000;13.1000;9.8000
43076.5417;11.9000;12.6000;9.1000
43076.5833;10.5500;12.0000;8.6000
43076.6250;10.6000;11.5000;8.0000
43076.6667;7.2700;10.9000;7.5000
43076.7083;6.7600;9.1000;6.0000
43076.7500;4.8900;7.3000;4.6000
43076.7917;6.1600;8.5000;4.7000
43076.8333;8.2800;8.0000;5.7000
43076.8750;5.8800;7.5000;6.8000
43076.9167;3.8200;7.0000;7.8000
43076.9583;5.4500;6.7000;7.1000
43077.0000;7.7400;6.3000;6.5000
43077.0417;7.1500;6.0000;5.8000
43077.0833;6.7000;6.5000;5.9000
43077.1250;5.6200;6.9000;6.0000
43077.1667;5.4600;7.4000;6.1000
43077.2083;5.7700;6.9000;5.3000
43077.2500;5.7100;6.4000;4.4000
43077.2917;5.4900;6.8000;7.0000
43077.3333;5.0100;6.7000;6.9000
43077.3750;6.2600;6.7000;6.7000
43077.4167;7.5000;6.6000;6.6000
43077.4583;6.1100;6.4000;6.9000
43077.5000;5.9100;6.2000;7.1000
43077.5417;6.4800;6.0000;7.4000
43077.5833;5.8700;6.0000;6.4000
43077.6250;5.3100;5.9000;5.5000
43077.6667;4.8600;5.9000;4.5000
43077.7083;3.3200;5.4000;4.0000
43077.7500;3.4100;4.9000;3.6000
43077.7917;3.7000;4.0000;4.0000
43077.8333;3.8400;3.9000;3.5000
43077.8750;5.0000;3.8000;3.1000
43077.9167;4.9900;3.7000;2.6000
43077.9583;4.2000;3.9000;2.5000
43078.0000;4.6400;4.0000;2.4000
43078.0417;3.2600;4.2000;2.3000
43078.0833;2.6900;4.1000;3.4000
43078.1250;2.7300;4.0000;4.4000
43078.1667;2.2000;3.9000;5.5000
43078.2083;1.7200;4.2000;5.9000
43078.2500;1.6300;4.5000;6.4000
43078.2917;3.2000;2.5000;9.2000
43078.3333;4.0800;4.5000;9.1000
43078.3750;8.7600;6.5000;9.0000
43078.4167;8.5300;8.5000;8.9000
43078.4583;6.8400;8.1000;8.6000
43078.5000;5.9900;7.6000;8.4000
43078.5417;5.4400;7.2000;8.1000
43078.5833;5.1500;7.4000;8.6000
43078.6250;5.8800;7.7000;9.2000
43078.6667;6.0300;7.9000;9.7000
43078.7083;7.6100;8.2000;9.0000
43078.7500;9.0400;8.4000;8.4000
43078.7917;7.5600;10.0000;10.2000
43078.8333;7.7100;9.8000;9.8000
43078.8750;8.2400;9.5000;9.5000
43078.9167;7.6600;9.3000;9.1000
43078.9583;8.1100;9.1000;8.3000
43079.0000;7.6700;8.9000;7.5000
43079.0417;6.8300;8.7000;6.7000
43079.0833;7.3600;8.3000;7.1000
43079.1250;6.8500;7.9000;7.4000
43079.1667;7.7200;7.5000;7.8000
43079.2083;6.8300;7.5000;7.5000
43079.2500;6.0000;7.4000;7.3000
43079.2917;6.8200;6.7000;6.8000
43079.3333;8.1000;6.5000;6.7000
43079.3750;7.6900;6.4000;6.5000
43079.4167;9.2500;6.2000;6.4000
43079.4583;13.0400;6.5000;6.8000
43079.5000;12.3200;6.7000;7.2000
43079.5417;12.2800;7.0000;7.6000
43079.5833;12.1300;7.1000;7.9000
43079.6250;12.4800;7.3000;8.1000
43079.6667;10.6500;7.4000;8.4000
43079.7083;9.5600;8.1000;8.6000
43079.7500;9.5300;8.8000;8.9000
43079.7917;9.3300;9.2000;9.5000
43079.8333;7.4000;9.4000;9.5000
43079.8750;5.2200;9.5000;9.4000
43079.9167;5.7600;9.7000;9.4000
43079.9583;6.9500;9.7000;9.2000
43080.0000;7.1000;9.8000;8.9000
43080.0417;3.3500;9.8000;8.7000
43080.0833;8.4900;9.5000;8.7000
43080.1250;11.1100;9.1000;8.8000
43080.1667;9.4900;8.8000;8.8000
43080.2083;8.7700;8.8000;8.6000
43080.2500;9.1600;8.7000;8.5000
43080.2917;11.4300;10.0000;9.1000
43080.3333;9.7300;9.2000;8.8000
43080.3750;8.1400;8.3000;8.5000
43080.4167;7.1800;7.5000;8.2000
43080.4583;6.8400;6.9000;7.9000
43080.5000;7.2400;6.2000;7.6000
43080.5417;7.2500;5.6000;7.3000
43080.5833;6.9700;6.0000;7.2000
43080.6250;6.9300;6.3000;7.0000
43080.6667;6.8400;6.7000;6.9000
43080.7083;9.8400;6.9000;6.8000
43080.7500;4.5000;7.0000;6.8000
43080.7917;4.2800;6.1000;5.6000
43080.8333;5.0300;6.1000;5.7000
43080.8750;4.5900;6.2000;5.8000
43080.9167;5.1800;6.2000;5.9000
43080.9583;5.7000;6.0000;5.9000
43081.0000;5.2600;5.9000;6.0000
43081.0417;3.7800;5.7000;6.0000
43081.0833;4.1400;5.6000;5.9000
43081.1250;4.0500;5.5000;5.7000
43081.1667;4.0300;5.4000;5.6000
43081.2083;4.1900;5.6000;5.7000
43081.2500;3.9000;5.8000;5.9000
43081.2917;4.9000;5.6000;5.8000
43081.3333;5.7300;5.8000;6.0000
43081.3750;5.4700;6.0000;6.2000
43081.4167;5.3300;6.2000;6.4000
43081.4583;5.3700;6.0000;6.0000
43081.5000;5.4700;5.8000;5.6000
43081.5417;5.1700;5.6000;5.2000
43081.5833;4.9000;5.9000;5.3000
43081.6250;5.2200;6.1000;5.3000
43081.6667;5.6600;6.4000;5.4000
43081.7083;4.9700;6.6000;6.2000
43081.7500;5.8500;6.9000;6.9000
43081.7917;5.6400;8.1000;7.9000
43081.8333;6.0500;7.7000;8.8000
43081.8750;5.5700;7.4000;9.6000
43081.9167;5.1600;7.0000;10.5000
43081.9583;4.5100;6.9000;10.4000
43082.0000;4.7800;6.8000;10.3000
