ExcelDato;/SKOM-SfjHydVindhMid-T0016A3 -0120;/STORM-Bess-Vindhast-25km;/STORM-Vals-Vindhast-25km
41668.9167;17.8500;9.9000;14.0000
41668.9583;20.2000;9.7000;13.7000
41669.0000;21.1200;9.5000;13.5000
41669.0417;18.1600;9.3000;13.2000
41669.0833;17.0500;9.3000;13.1000
41669.1250;17.5700;9.3000;13.1000
41669.1667;18.9600;9.3000;13.0000
41669.2083;18.2500;9.3000;13.1000
41669.2500;17.7100;9.2000;13.2000
41669.2917;18.1300;10.0000;14.9000
41669.3333;17.8200;10.0000;14.7000
41669.3750;19.1400;10.1000;14.5000
41669.4167;17.7800;10.1000;14.3000
41669.4583;17.2100;9.9000;13.8000
41669.5000;14.3600;9.6000;13.4000
41669.5417;15.6800;9.4000;12.9000
41669.5833;15.6300;8.9000;12.3000
41669.6250;17.6800;8.4000;11.8000
41669.6667;13.8500;7.9000;11.2000
41669.7083;17.1200;7.7000;11.0000
41669.7500;16.3100;7.6000;10.7000
41669.7917;13.9600;7.7000;11.3000
41669.8333;11.8600;7.5000;11.0000
41669.8750;12.6400;7.3000;10.7000
41669.9167;12.6700;7.1000;10.4000
41669.9583;11.2800;7.2000;10.6000
41670.0000;14.5400;7.2000;10.9000
41670.0417;17.7200;7.3000;11.1000
41670.0833;18.6500;7.3000;10.9000
41670.1250;13.5900;7.2000;10.6000
41670.1667;16.0800;7.2000;10.4000
41670.2083;17.2600;7.3000;10.3000
41670.2500;15.9700;7.3000;10.1000
41670.2917;14.0000;7.8000;11.6000
41670.3333;14.2600;7.8000;11.6000
41670.3750;14.8900;7.7000;11.7000
41670.4167;11.6800;7.7000;11.7000
41670.4583;14.4200;7.9000;11.5000
41670.5000;14.6400;8.0000;11.4000
41670.5417;12.4200;8.2000;11.2000
41670.5833;13.4200;7.9000;11.0000
41670.6250;13.0400;7.5000;10.9000
41670.6667;13.4200;7.2000;10.7000
41670.7083;11.7000;7.4000;11.0000
41670.7500;13.1400;7.5000;11.3000
41670.7917;14.5900;7.7000;12.2000
41670.8333;14.2600;7.9000;12.4000
41670.8750;15.0200;8.2000;12.6000
41670.9167;17.6700;8.4000;12.8000
41670.9583;16.3600;8.7000;13.1000
41671.0000;18.0300;9.0000;13.5000
41671.0417;17.8100;9.3000;13.8000
41671.0833;18.2400;9.6000;14.0000
41671.1250;18.7300;10.0000;14.3000
41671.1667;17.6900;10.3000;14.5000
41671.2083;18.9400;10.5000;15.0000
41671.2500;20.6600;10.8000;15.4000
41671.2917;20.5600;10.7000;15.8000
41671.3333;19.9200;10.8000;15.8000
41671.3750;21.7600;10.8000;15.8000
41671.4167;20.5800;10.9000;15.8000
41671.4583;20.0800;10.8000;15.6000
41671.5000;20.6800;10.6000;15.3000
41671.5417;19.0200;10.5000;15.1000
41671.5833;18.6200;10.5000;15.1000
41671.6250;19.1900;10.6000;15.1000
41671.6667;20.0000;10.6000;15.1000
41671.7083;20.6900;10.6000;15.2000
41671.7500;20.3100;10.6000;15.4000
41671.7917;21.0000;10.6000;15.9000
41671.8333;20.6400;10.7000;15.5000
41671.8750;21.8900;10.9000;15.1000
41671.9167;22.9700;11.0000;14.7000
41671.9583;21.6200;10.5000;13.9000
41672.0000;20.6200;10.0000;13.1000
41672.0417;20.1500;9.5000;12.3000
41672.0833;15.6700;8.8000;11.8000
41672.1250;15.5700;8.0000;11.2000
41672.1667;11.1900;7.3000;10.7000
41672.2083;12.4400;7.1000;10.6000
41672.2500;13.1000;6.8000;10.4000
41672.2917;12.3800;7.7000;11.4000
41672.3333;17.5200;7.9000;11.5000
41672.3750;14.8100;8.0000;11.5000
41672.4167;17.5100;8.2000;11.6000
41672.4583;18.3300;8.3000;11.8000
41672.5000;15.3100;8.5000;12.1000
41672.5417;18.7800;8.6000;12.3000
41672.5833;18.8500;8.2000;11.8000
41672.6250;18.4600;7.9000;11.2000
41672.6667;16.8700;7.5000;10.7000
41672.7083;16.2600;7.4000;10.5000
41672.7500;14.8500;7.3000;10.4000
41672.7917;12.7800;7.7000;10.8000
41672.8333;12.3400;7.5000;10.8000
41672.8750;9.6300;7.4000;10.8000
41672.9167;12.5500;7.2000;10.8000
41672.9583;12.0800;7.0000;10.4000
41673.0000;12.5600;6.9000;10.1000
41673.0417;12.5600;6.7000;9.7000
41673.0833;13.8400;6.4000;9.3000
41673.1250;12.4800;6.1000;8.8000
41673.1667;10.6300;5.8000;8.4000
41673.2083;9.3500;5.6000;8.1000
41673.2500;8.8500;5.3000;7.9000
41673.2917;8.6700;5.2000;7.2000
41673.3333;5.9700;4.7000;6.7000
41673.3750;6.7100;4.3000;6.3000
41673.4167;5.6200;3.8000;5.8000
41673.4583;5.5800;3.8000;6.0000
41673.5000;7.6100;3.9000;6.1000
41673.5417;7.1500;3.9000;6.3000
41673.5833;7.0500;3.9000;6.0000
41673.6250;5.5000;4.0000;5.6000
41673.6667;6.2900;4.0000;5.3000
41673.7083;6.8700;3.8000;5.3000
41673.7500;6.4700;3.5000;5.3000
41673.7917;7.3700;3.3000;5.5000
41673.8333;6.2600;3.4000;5.7000
41673.8750;4.5500;3.4000;5.8000
41673.9167;4.6200;3.5000;6.0000
41673.9583;5.2200;3.4000;5.9000
41674.0000;4.3900;3.2000;5.7000
41674.0417;5.8700;3.1000;5.6000
41674.0833;6.7100;3.0000;5.7000
41674.1250;8.3200;2.8000;5.7000
41674.1667;8.1800;2.7000;5.8000
41674.2083;7.2900;2.9000;6.2000
41674.2500;5.9400;3.0000;6.5000
41674.2917;6.6400;2.9000;6.3000
41674.3333;5.4100;3.2000;6.9000
41674.3750;5.0000;3.5000;7.5000
41674.4167;10.7500;3.8000;8.1000
41674.4583;9.4600;4.9000;9.2000
41674.5000;11.6000;6.0000;10.2000
41674.5417;16.4100;7.8000;11.3000
41674.5833;18.5600;8.1000;11.0000
41674.6250;18.4000;8.3000;10.8000
41674.6667;17.3500;8.6000;10.5000
41674.7083;13.5100;8.5000;10.0000
41674.7500;10.6100;8.4000;9.6000
41674.7917;10.7200;8.3000;9.1000
41674.8333;10.0300;7.8000;8.3000
41674.8750;9.6400;7.4000;7.6000
41674.9167;8.9800;6.9000;6.8000
41674.9583;7.8200;6.4000;6.3000
41675.0000;8.4600;5.8000;5.9000
41675.0417;7.9300;4.9000;5.4000
41675.0833;7.1200;4.7000;5.4000
41675.1250;6.2600;4.5000;5.9000
41675.1667;5.5800;4.3000;6.3000
41675.2083;5.2600;4.0000;5.9000
41675.2500;5.0200;3.7000;5.6000
41675.2917;5.3800;3.4000;5.2000
41675.3333;5.1200;3.2000;5.1000
41675.3750;5.3500;3.1000;5.0000
41675.4167;4.7900;2.9000;4.9000
41675.4583;4.4900;2.7000;4.7000
41675.5000;4.8200;2.5000;4.4000
41675.5417;4.8500;3.0000;4.2000
41675.5833;5.4300;3.0000;4.8000
41675.6250;5.6900;3.0000;5.0000
41675.6667;5.6400;3.0000;5.1000
41675.7083;5.8500;3.3000;5.5000
41675.7500;6.4300;3.5000;5.9000
41675.7917;7.5600;3.8000;6.4000
41675.8333;7.9700;4.1000;6.9000
41675.8750;7.3500;4.5000;7.5000
41675.9167;9.4700;4.8000;8.0000
41675.9583;8.1100;4.7000;8.1000
41676.0000;5.6300;4.7000;8.3000
41676.0417;7.6900;4.6000;8.4000
41676.0833;7.6100;4.7000;8.7000
41676.1250;7.7300;4.8000;8.9000
41676.1667;7.6300;4.9000;9.2000
41676.2083;7.9700;5.1000;9.5000
41676.2500;7.3200;5.2000;9.9000
41676.2917;8.0900;5.4000;9.3000
41676.3333;10.0900;6.4000;10.3000
41676.3750;11.5400;7.5000;11.2000
41676.4167;12.0500;8.5000;12.2000
41676.4583;15.4600;8.9000;12.4000
41676.5000;15.9200;9.2000;12.5000
41676.5417;17.0200;9.6000;12.7000
41676.5833;16.1900;9.5000;12.4000
41676.6250;16.7800;9.5000;12.2000
41676.6667;15.7600;9.4000;11.9000
41676.7083;14.8400;9.2000;11.4000
41676.7500;14.6400;9.1000;10.8000
41676.7917;12.1600;9.2000;11.0000
41676.8333;12.3900;8.7000;10.2000
41676.8750;13.2300;8.3000;9.4000
41676.9167;10.3900;7.8000;8.6000
41676.9583;7.6700;7.1000;8.1000
41677.0000;6.2400;6.5000;7.6000
41677.0417;6.8000;5.8000;7.1000
41677.0833;7.1500;5.6000;7.4000
41677.1250;7.1000;5.3000;7.6000
41677.1667;7.8200;5.1000;7.9000
41677.2083;7.6100;5.2000;7.7000
41677.2500;6.3300;5.3000;7.6000
41677.2917;5.4300;6.5000;8.0000
41677.3333;5.9800;6.0000;7.5000
41677.3750;5.9600;5.6000;6.9000
41677.4167;5.9800;5.1000;6.4000
41677.4583;8.3800;5.0000;6.4000
41677.5000;8.2686;4.9000;6.4000
41677.5417;8.1571;4.8000;6.4000
41677.5833;8.0457;4.9000;6.6000
41677.6250;7.9343;4.9000;6.8000
41677.6667;7.8229;5.0000;7.0000
41677.7083;7.7114;5.6000;7.6000
41677.7500;7.6000;6.3000;8.2000
41677.7917;7.4886;6.8000;8.8000
41677.8333;7.3771;6.9000;8.8000
41677.8750;7.2657;7.0000;8.8000
41677.9167;7.1543;7.1000;8.8000
41677.9583;7.0429;6.9000;8.8000
41678.0000;6.9314;6.7000;8.8000
41678.0417;6.8200;6.5000;8.8000
41678.0833;6.7086;6.1000;8.4000
41678.1250;6.5971;5.8000;7.9000
41678.1667;6.4857;5.4000;7.5000
41678.2083;6.3743;5.3000;6.7000
41678.2500;6.2629;5.3000;6.0000
41678.2917;6.1514;4.7000;5.4000
41678.3333;6.0400;4.7000;6.1000
41678.3750;6.4400;4.8000;6.8000
41678.4167;7.4200;4.8000;7.5000
41678.4583;6.1300;5.3000;7.5000
41678.5000;6.4000;5.9000;7.6000
41678.5417;8.0000;6.4000;7.6000
41678.5833;6.7800;5.8000;6.7000
41678.6250;5.5700;5.1000;5.8000
41678.6667;3.9600;4.5000;4.9000
41678.7083;5.2800;4.4000;5.6000
41678.7500;7.1900;4.4000;6.4000
41678.7917;7.6500;4.0000;6.8000
41678.8333;10.4700;4.9000;8.0000
41678.8750;11.5200;5.8000;9.3000
41678.9167;15.3900;6.7000;10.5000
41678.9583;14.2000;7.2000;10.3000
41679.0000;15.5000;7.6000;10.2000
41679.0417;16.3600;8.1000;10.0000
41679.0833;14.7800;7.9000;9.4000
41679.1250;12.1000;7.6000;8.7000
41679.1667;10.5100;7.4000;8.1000
41679.2083;13.1500;7.2000;8.2000
41679.2500;12.2500;6.9000;8.3000
41679.2917;10.5700;7.3000;8.7000
41679.3333;11.5400;7.8000;9.5000
41679.3750;15.1300;8.4000;10.4000
41679.4167;13.0500;8.9000;11.2000
41679.4583;11.1800;9.1000;11.0000
41679.5000;10.7200;9.3000;10.9000
41679.5417;11.4800;9.5000;10.7000
41679.5833;11.8600;9.2000;10.6000
41679.6250;11.9900;9.0000;10.6000
41679.6667;12.3100;8.7000;10.5000
41679.7083;13.7900;8.7000;10.4000
41679.7500;14.0900;8.6000;10.2000
41679.7917;14.7100;7.8000;10.0000
41679.8333;15.3900;7.8000;9.9000
41679.8750;14.4000;7.9000;9.7000
41679.9167;13.3700;7.9000;9.6000
41679.9583;13.6800;8.0000;9.7000
41680.0000;11.9000;8.2000;9.7000
41680.0417;12.5900;8.3000;9.8000
41680.0833;15.5000;8.3000;9.7000
41680.1250;15.8700;8.3000;9.6000
41680.1667;15.4500;8.3000;9.5000
41680.2083;15.5800;8.3000;9.4000
41680.2500;14.4300;8.3000;9.3000
41680.2917;12.1800;8.3000;9.1000
41680.3333;11.3200;8.1000;8.7000
41680.3750;10.7400;7.8000;8.4000
41680.4167;12.6000;7.6000;8.0000
41680.4583;12.6700;7.1000;7.1000
41680.5000;9.3100;6.5000;6.2000
41680.5417;9.3300;6.0000;5.3000
41680.5833;8.1800;5.5000;5.6000
41680.6250;8.5000;5.0000;5.9000
41680.6667;8.3200;4.5000;6.2000
41680.7083;7.3200;5.1000;6.6000
41680.7500;8.7000;5.7000;7.0000
41680.7917;8.2300;6.7000;7.6000
41680.8333;7.0300;6.4000;7.6000
41680.8750;7.1800;6.2000;7.5000
41680.9167;3.5800;5.9000;7.5000
41680.9583;4.7700;5.8000;7.4000
41681.0000;6.9400;5.7000;7.2000
41681.0417;6.5900;5.6000;7.1000
41681.0833;7.3500;5.4000;7.0000
41681.1250;6.8700;5.3000;7.0000
41681.1667;5.7400;5.1000;6.9000
41681.2083;5.3700;5.1000;6.9000
41681.2500;5.3300;5.1000;6.8000
41681.2917;5.4000;4.7000;6.0000
41681.3333;6.3000;4.2000;5.4000
41681.3750;6.3500;3.6000;4.8000
41681.4167;6.6800;3.1000;4.2000
41681.4583;4.2900;2.9000;4.3000
41681.5000;3.8400;2.6000;4.5000
41681.5417;3.5200;2.4000;4.6000
41681.5833;4.0900;2.4000;4.9000
41681.6250;5.4000;2.5000;5.3000
41681.6667;5.0300;2.5000;5.6000
41681.7083;6.4600;3.2000;6.1000
41681.7500;5.1800;4.0000;6.7000
41681.7917;8.0000;5.0000;6.6000
41681.8333;9.9000;5.0000;7.2000
41681.8750;8.3400;5.1000;7.7000
41681.9167;8.5100;5.1000;8.3000
41681.9583;8.4900;5.5000;8.6000
41682.0000;7.5800;5.8000;8.8000
41682.0417;9.6300;6.2000;9.1000
41682.0833;8.8500;6.5000;9.3000
41682.1250;8.5900;6.8000;9.4000
41682.1667;10.8700;7.1000;9.6000
41682.2083;13.8800;7.6000;9.8000
41682.2500;13.8700;8.2000;10.1000
41682.2917;12.4800;8.0000;10.0000
41682.3333;15.0200;8.0000;10.1000
41682.3750;16.8100;7.9000;10.3000
41682.4167;14.3100;7.9000;10.4000
41682.4583;14.7700;7.9000;10.3000
41682.5000;14.9100;7.8000;10.1000
41682.5417;14.1400;7.8000;10.0000
41682.5833;13.9300;7.3000;9.2000
41682.6250;13.4900;6.7000;8.5000
41682.6667;12.0300;6.2000;7.7000
41682.7083;10.6100;6.2000;7.6000
41682.7500;9.4500;6.1000;7.5000
41682.7917;9.8200;6.0000;7.8000
41682.8333;8.7100;6.0000;7.5000
41682.8750;8.9900;6.0000;7.3000
41682.9167;6.3700;6.0000;7.0000
41682.9583;7.4400;6.0000;7.1000
41683.0000;5.9900;6.0000;7.2000
41683.0417;5.7300;6.0000;7.3000
41683.0833;8.8400;6.1000;7.9000
41683.1250;8.3400;6.1000;8.5000
41683.1667;11.6900;6.2000;9.1000
41683.2083;12.7000;6.7000;9.7000
41683.2500;12.2300;7.1000;10.3000
41683.2917;14.0200;7.5000;10.7000
41683.3333;14.0500;8.2000;11.1000
41683.3750;15.5000;8.9000;11.4000
41683.4167;17.5600;9.6000;11.8000
41683.4583;21.4900;9.2000;11.8000
41683.5000;18.0000;8.9000;11.9000
41683.5417;18.9900;8.5000;11.9000
41683.5833;16.3600;8.9000;11.9000
41683.6250;19.2800;9.2000;11.9000
41683.6667;20.1800;9.6000;11.9000
41683.7083;16.7600;9.5000;11.8000
41683.7500;17.8300;9.5000;11.8000
41683.7917;16.0400;9.2000;11.7000
41683.8333;16.6900;8.9000;11.1000
41683.8750;13.6500;8.5000;10.4000
41683.9167;12.6100;8.2000;9.8000
41683.9583;11.1700;7.7000;9.1000
41684.0000;8.0400;7.1000;8.5000
41684.0417;6.9300;6.6000;7.8000
41684.0833;6.4700;6.0000;7.5000
41684.1250;6.5400;5.5000;7.1000
41684.1667;6.1700;4.9000;6.8000
41684.2083;7.0600;5.3000;7.2000
41684.2500;9.0500;5.8000;7.6000
41684.2917;8.4600;6.5000;8.3000
41684.3333;8.7100;6.7000;8.5000
41684.3750;9.4400;6.9000;8.7000
41684.4167;8.1700;7.1000;8.9000
41684.4583;10.8000;7.3000;8.9000
41684.5000;11.9700;7.5000;8.8000
41684.5417;13.8500;7.7000;8.8000
41684.5833;13.3700;7.8000;8.5000
41684.6250;13.3200;7.8000;8.3000
41684.6667;12.3600;7.9000;8.0000
41684.7083;8.4100;7.3000;8.0000
41684.7500;6.7400;6.8000;8.1000
41684.7917;8.0900;7.9000;8.7000
41684.8333;6.4000;7.7000;8.3000
41684.8750;5.4000;7.6000;8.0000
41684.9167;7.8200;7.4000;7.6000
41684.9583;7.7800;6.8000;7.2000
41685.0000;8.5000;6.3000;6.9000
41685.0417;8.3300;5.7000;6.5000
41685.0833;7.8800;6.0000;7.1000
41685.1250;10.4800;6.4000;7.8000
41685.1667;11.2700;6.7000;8.4000
41685.2083;13.1900;6.8000;8.8000
41685.2500;13.8500;6.8000;9.2000
41685.2917;13.2400;6.8000;9.8000
41685.3333;12.7900;7.9000;10.7000
41685.3750;16.7600;9.1000;11.7000
41685.4167;17.0800;10.2000;12.6000
41685.4583;17.7400;10.7000;12.8000
41685.5000;18.9500;11.3000;13.1000
41685.5417;18.6700;11.8000;13.3000
41685.5833;22.0400;11.4000;12.2000
41685.6250;20.4100;11.1000;11.2000
41685.6667;18.8200;10.7000;10.1000
41685.7083;19.9200;10.6000;10.3000
41685.7500;17.3000;10.4000;10.5000
41685.7917;19.2000;12.0000;11.4000
41685.8333;17.8200;11.6000;10.9000
41685.8750;18.3700;11.3000;10.5000
41685.9167;16.0000;10.9000;10.0000
41685.9583;15.4100;10.2000;9.8000
41686.0000;14.6800;9.4000;9.7000
41686.0417;14.2000;8.7000;9.5000
41686.0833;10.9200;8.2000;8.9000
41686.1250;11.5100;7.8000;8.3000
41686.1667;10.1400;7.3000;7.7000
41686.2083;10.1700;6.5000;7.0000
41686.2500;8.1600;5.7000;6.3000
41686.2917;5.6800;5.4000;5.3000
41686.3333;5.4600;5.4000;5.6000
41686.3750;4.3600;5.5000;5.9000
41686.4167;4.8600;5.5000;6.2000
41686.4583;6.5700;5.6000;6.3000
41686.5000;5.7600;5.8000;6.5000
41686.5417;4.6100;5.9000;6.6000
41686.5833;5.8600;6.0000;6.9000
41686.6250;5.8800;6.2000;7.3000
41686.6667;5.4600;6.3000;7.6000
41686.7083;6.6400;6.8000;7.8000
41686.7500;7.3100;7.2000;8.0000
41686.7917;6.4500;6.6000;8.9000
41686.8333;6.5300;7.1000;9.1000
41686.8750;6.0300;7.6000;9.4000
41686.9167;6.2400;8.1000;9.6000
41686.9583;6.8400;8.0000;9.8000
41687.0000;8.3200;7.9000;10.0000
41687.0417;8.2900;7.8000;10.2000
41687.0833;9.7300;7.8000;10.3000
41687.1250;10.3300;7.9000;10.4000
41687.1667;7.8300;7.9000;10.5000
41687.2083;9.1200;6.7000;9.8000
41687.2500;6.8000;5.6000;9.0000
41687.2917;3.8700;5.3000;8.6000
41687.3333;2.5100;5.1000;9.2000
41687.3750;5.6200;5.0000;9.7000
41687.4167;6.3800;4.8000;10.3000
41687.4583;9.7700;5.6000;10.6000
41687.5000;10.7200;6.4000;11.0000
41687.5417;10.8500;7.2000;11.3000
41687.5833;10.2200;7.9000;11.9000
41687.6250;9.5500;8.5000;12.4000
41687.6667;11.9600;9.2000;13.0000
41687.7083;15.1300;9.7000;12.8000
41687.7500;12.5500;10.2000;12.5000
41687.7917;11.7600;10.7000;12.1000
41687.8333;12.5000;10.6000;11.9000
41687.8750;12.6000;10.5000;11.6000
41687.9167;11.8300;10.4000;11.4000
41687.9583;12.1700;10.1000;11.2000
41688.0000;11.4600;9.9000;10.9000
41688.0417;11.9900;9.6000;10.7000
41688.0833;12.6400;9.2000;10.4000
41688.1250;10.6400;8.9000;10.2000
41688.1667;10.8700;8.5000;9.9000
41688.2083;11.5200;8.2000;9.7000
41688.2500;10.6900;7.8000;9.4000
41688.2917;10.4000;8.1000;10.2000
41688.3333;11.1500;8.1000;10.0000
41688.3750;5.8200;8.1000;9.8000
41688.4167;3.2100;8.1000;9.6000
41688.4583;2.4900;6.2000;9.3000
41688.5000;2.2600;4.3000;9.1000
41688.5417;1.4700;2.4000;8.8000
41688.5833;3.4400;2.2000;8.2000
41688.6250;3.3900;2.1000;7.7000
41688.6667;2.6700;1.9000;7.1000
41688.7083;2.5900;2.1000;5.9000
41688.7500;3.1400;2.2000;4.8000
41688.7917;5.1800;1.5000;1.9000
41688.8333;3.8800;1.5000;2.0000
41688.8750;4.5400;1.6000;2.2000
41688.9167;4.2500;1.6000;2.3000
41688.9583;4.1400;1.9000;2.5000
41689.0000;4.7500;2.2000;2.7000
41689.0417;3.9600;2.5000;2.9000
41689.0833;2.8400;2.5000;3.1000
41689.1250;3.4500;2.4000;3.3000
41689.1667;3.8100;2.4000;3.5000
41689.2083;4.1700;2.3000;3.8000
41689.2500;5.6800;2.3000;4.0000
41689.2917;5.1800;2.3000;4.6000
41689.3333;6.0300;2.5000;4.7000
41689.3750;6.7600;2.6000;4.9000
41689.4167;5.7800;2.8000;5.0000
41689.4583;4.5100;2.5000;4.7000
41689.5000;4.7000;2.3000;4.4000
41689.5417;3.0000;2.0000;4.1000
41689.5833;3.1300;2.0000;3.6000
41689.6250;5.0600;2.0000;3.2000
41689.6667;4.5400;2.0000;2.7000
41689.7083;4.5600;2.3000;2.9000
41689.7500;4.7300;2.5000;3.2000
41689.7917;5.3000;3.4000;3.8000
41689.8333;5.4000;3.4000;3.8000
41689.8750;5.6700;3.3000;3.8000
41689.9167;6.1000;3.3000;3.8000
41689.9583;6.1100;3.3000;4.0000
41690.0000;5.9500;3.2000;4.1000
41690.0417;6.2000;3.2000;4.3000
41690.0833;6.4200;3.3000;4.6000
41690.1250;5.1100;3.3000;4.9000
41690.1667;6.2500;3.4000;5.2000
41690.2083;6.7200;3.6000;5.7000
41690.2500;5.4300;3.7000;6.1000
41690.2917;7.2000;3.3000;6.3000
41690.3333;6.3400;3.9000;6.8000
41690.3750;5.3400;4.5000;7.3000
41690.4167;6.4900;5.1000;7.8000
41690.4583;8.3000;5.4000;8.3000
41690.5000;8.8000;5.8000;8.9000
41690.5417;11.0700;6.1000;9.4000
41690.5833;12.1100;6.3000;10.0000
41690.6250;12.7400;6.6000;10.7000
41690.6667;12.5400;6.8000;11.3000
41690.7083;15.2700;7.2000;11.8000
41690.7500;16.7200;7.7000;12.2000
41690.7917;19.3300;8.3000;13.0000
41690.8333;20.1300;9.0000;13.5000
41690.8750;18.3200;9.6000;13.9000
41690.9167;18.7800;10.3000;14.4000
41690.9583;18.8600;10.6000;14.0000
41691.0000;16.3400;10.8000;13.6000
41691.0417;18.1400;11.1000;13.2000
41691.0833;16.7400;10.8000;12.5000
41691.1250;15.9600;10.4000;11.7000
41691.1667;13.9300;10.1000;11.0000
41691.2083;12.5600;10.0000;11.2000
41691.2500;12.8900;10.0000;11.4000
41691.2917;13.1500;10.3000;11.4000
41691.3333;13.1900;9.9000;11.0000
41691.3750;12.7300;9.6000;10.7000
41691.4167;13.9100;9.2000;10.3000
41691.4583;13.7400;8.6000;9.9000
41691.5000;11.0200;7.9000;9.4000
41691.5417;13.0600;7.3000;9.0000
41691.5833;10.7000;7.0000;7.4000
41691.6250;10.3600;6.6000;5.7000
41691.6667;9.5400;6.3000;4.1000
41691.7083;6.2200;5.7000;5.0000
41691.7500;8.7100;5.1000;5.8000
41691.7917;8.2600;7.2000;8.1000
41691.8333;8.7100;6.8000;7.9000
41691.8750;8.4300;6.3000;7.8000
41691.9167;8.5900;5.9000;7.6000
41691.9583;7.2400;5.6000;7.4000
41692.0000;6.7500;5.4000;7.2000
41692.0417;5.8100;5.1000;7.0000
41692.0833;4.8000;5.3000;7.4000
41692.1250;3.5100;5.4000;7.9000
41692.1667;5.2500;5.6000;8.3000
41692.2083;6.0800;6.1000;8.7000
41692.2500;4.4700;6.6000;9.2000
41692.2917;3.1200;7.2000;8.9000
41692.3333;6.6300;6.7000;8.5000
41692.3750;5.0400;6.2000;8.1000
41692.4167;6.4200;5.7000;7.7000
41692.4583;4.4000;5.6000;7.7000
41692.5000;4.5400;5.4000;7.7000
41692.5417;5.6900;5.3000;7.7000
41692.5833;4.9000;5.6000;7.8000
41692.6250;6.3700;6.0000;7.9000
41692.6667;5.5600;6.3000;8.0000
41692.7083;5.4700;6.5000;7.9000
41692.7500;7.0700;6.6000;7.7000
41692.7917;8.1000;6.8000;8.2000
41692.8333;7.9600;6.9000;8.4000
41692.8750;7.2500;7.0000;8.5000
41692.9167;9.6300;7.1000;8.7000
41692.9583;9.3000;8.0000;8.6000
41693.0000;9.2900;8.8000;8.6000
41693.0417;9.3600;9.7000;8.5000
41693.0833;12.3100;9.9000;8.8000
41693.1250;16.1800;10.1000;9.0000
41693.1667;15.0600;10.3000;9.3000
41693.2083;10.3400;8.6000;8.7000
41693.2500;6.5700;7.0000;8.2000
41693.2917;9.0000;4.6000;7.3000
41693.3333;11.4900;6.2000;8.2000
41693.3750;14.7400;7.8000;9.0000
41693.4167;14.0900;9.4000;9.9000
41693.4583;10.5800;8.7000;8.9000
41693.5000;6.6100;8.0000;7.9000
41693.5417;7.9700;7.3000;6.9000
41693.5833;6.2400;6.9000;6.9000
41693.6250;4.8700;6.6000;7.0000
41693.6667;5.6300;6.2000;7.0000
41693.7083;8.4800;6.5000;7.8000
41693.7500;8.9600;6.9000;8.5000
41693.7917;7.5100;8.6000;9.0000
41693.8333;9.5500;8.6000;8.6000
41693.8750;10.0500;8.5000;8.1000
41693.9167;10.1900;8.5000;7.7000
41693.9583;8.2400;9.6000;8.7000
41694.0000;11.7200;10.6000;9.8000
41694.0417;14.9200;11.7000;10.8000
41694.0833;15.8600;11.7000;10.2000
41694.1250;20.5400;11.7000;9.6000
41694.1667;16.0000;11.7000;9.0000
41694.2083;13.4100;9.9000;7.6000
41694.2500;9.7000;8.1000;6.1000
41694.2917;7.4900;8.0000;5.3000
41694.3333;7.3700;7.0000;5.6000
41694.3750;7.9800;6.0000;6.0000
41694.4167;5.0600;5.0000;6.3000
41694.4583;7.6900;5.7000;6.3000
41694.5000;9.4600;6.3000;6.3000
41694.5417;8.5800;7.0000;6.3000
41694.5833;5.1800;5.7000;5.0000
41694.6250;2.0400;4.3000;3.8000
41694.6667;2.6500;3.0000;2.5000
41694.7083;1.6200;2.4000;3.1000
41694.7500;0.8500;1.7000;3.7000
41694.7917;1.9100;0.7000;3.3000
41694.8333;1.3500;1.6000;4.4000
41694.8750;2.5500;2.5000;5.4000
41694.9167;3.5400;3.4000;6.5000
41694.9583;4.4300;5.4000;7.9000
41695.0000;7.3600;7.5000;9.2000
41695.0417;11.7800;9.5000;10.6000
41695.0833;16.1000;9.7000;10.3000
41695.1250;16.6200;10.0000;10.0000
41695.1667;15.1100;10.2000;9.7000
41695.2083;12.8800;9.3000;8.4000
41695.2500;11.2200;8.5000;7.2000
41695.2917;7.6400;7.6000;5.6000
41695.3333;5.3200;6.3000;5.3000
41695.3750;4.3300;5.1000;5.0000
41695.4167;4.5200;3.8000;4.7000
41695.4583;5.0500;4.0000;5.3000
41695.5000;7.3400;4.2000;5.9000
41695.5417;7.7800;4.4000;6.5000
41695.5833;10.6500;4.1000;6.6000
41695.6250;9.5800;3.9000;6.6000
41695.6667;8.7900;3.6000;6.7000
41695.7083;8.3900;4.2000;7.2000
41695.7500;5.9100;4.8000;7.7000
41695.7917;6.3000;6.8000;9.0000
41695.8333;10.1000;7.1000;9.3000
41695.8750;11.3500;7.4000;9.7000
41695.9167;10.6300;7.7000;10.0000
41695.9583;12.5100;7.8000;10.0000
41696.0000;10.4300;8.0000;9.9000
41696.0417;14.1200;8.1000;9.9000
41696.0833;12.1800;8.3000;9.8000
41696.1250;10.7400;8.4000;9.7000
41696.1667;13.4600;8.6000;9.6000
41696.2083;11.6500;8.3000;9.1000
41696.2500;9.3900;7.9000;8.5000
41696.2917;10.2000;7.7000;8.7000
41696.3333;12.1500;7.5000;8.3000
41696.3750;10.7000;7.2000;7.9000
41696.4167;8.9300;7.0000;7.5000
41696.4583;10.2900;6.7000;7.2000
41696.5000;12.7700;6.4000;7.0000
