STORM-YVik1-Vindhast-25km;STORM-YVik1-Vindretn-25km;/arome_airtemp_6491_1087;/arome_airpress_6491_1087;okning_1_time_frem;okning_2_time_frem;okning_3_time_frem;Target
6.5;233;13.154929999999998;1002.02625;0.09999999999999964;0.40000000000000036;0.7999999999999998;6.209616333
6.4;234;13.948879999999999;1002.115;0.3000000000000007;0.7000000000000002;1.9000000000000004;4.338966354
6.1;235;13.20938;1002.3531;0.39999999999999947;1.5999999999999996;1.6999999999999993;2.488166611
5.7;235;12.97842;1002.4056;1.2000000000000002;1.2999999999999998;1.2999999999999998;2.9013665160000004
4.5;242;12.911769999999999;1002.65125;0.09999999999999964;0.09999999999999964;0.20000000000000018;3.816283112
4.4;235;12.67837;1002.7581;0.0;0.10000000000000053;-0.2999999999999998;3.752666534
4.4;228;12.5912;1002.5069;0.10000000000000053;-0.2999999999999998;-0.7999999999999998;6.490166503999999
4.3;221;12.4379;1002.2281;-0.40000000000000036;-0.9000000000000004;-1.2999999999999998;5.600299805
4.7;216;12.2333;1001.5744;-0.5;-0.8999999999999995;-0.39999999999999947;7.574499725
5.2;210;11.23135;1000.9625;-0.39999999999999947;0.10000000000000053;0.7000000000000002;3.9692997439999997
5.6;205;10.73452;1000.70375;0.5;1.0999999999999996;1.5999999999999996;4.1307497710000005
5.1;199;9.73086;1000.3994;0.5999999999999996;1.0999999999999996;0.1999999999999993;2.483566589
4.5;194;9.14395;999.8275;0.5;-0.40000000000000036;-1.2999999999999998;1.158266636
4.0;188;9.21792;999.4444;-0.9000000000000004;-1.7999999999999998;-2.9000000000000004;1.9816832119999999
4.9;189;10.7538;999.4175;-0.8999999999999995;-2.0;-2.5;8.214132904
5.8;189;11.663;999.2231;-1.1000000000000005;-1.6000000000000005;-2.2;9.606766235
6.9;192;10.863669999999999;999.1144;-0.5;-1.0999999999999996;-1.5999999999999996;11.79388287
7.4;200;11.276760000000001;999.1956;-0.5999999999999996;-1.0999999999999996;-0.5;15.06526624
8.0;207;11.25015;999.2906;-0.5;0.09999999999999964;0.5999999999999996;14.99449933
8.5;215;11.54214;999.4619;0.5999999999999996;1.0999999999999996;1.7000000000000002;7.042966492000001
7.9;227;12.54067;999.6531;0.5;1.1000000000000005;1.4000000000000004;7.434116272000001
7.4;239;11.35464;999.94375;0.6000000000000005;0.9000000000000004;1.2000000000000002;5.723483002
6.8;251;11.87002;1000.295;0.2999999999999998;0.5999999999999996;0.8999999999999995;5.885249756
6.5;251;13.00796;1000.51375;0.2999999999999998;0.5999999999999996;0.9000000000000004;4.6831162719999995
6.2;252;12.24478;1001.21625;0.2999999999999998;0.6000000000000005;1.0;4.77583316
5.9;252;12.226460000000001;1001.4519;0.3000000000000007;0.7000000000000002;0.7000000000000002;4.146099854
5.6;250;12.86855;1001.6431;0.39999999999999947;0.39999999999999947;0.8999999999999995;3.002083176
5.2;249;12.975;1001.96;0.0;0.5;1.1000000000000005;2.471549919
5.2;250;11.9589;1002.06625;0.5;1.1000000000000005;1.6;3.05351651
4.7;250;11.85122;1002.21875;0.6000000000000005;1.1;1.0;1.768066643
4.1;250;11.2294;1002.21875;0.49999999999999956;0.39999999999999947;0.2999999999999998;1.539933319
3.6;250;9.85708;1002.25125;-0.10000000000000009;-0.19999999999999973;-0.2999999999999998;1.117399979
3.7;255;8.720360000000001;1002.5019;-0.09999999999999964;-0.19999999999999973;-0.09999999999999964;0.9718499829999999
3.8;259;8.10635;1002.8756;-0.10000000000000009;0.0;0.0;1.6613665919999998
3.9;264;8.38223;1003.6406;0.10000000000000009;0.10000000000000009;0.19999999999999973;3.801399857
3.8;261;8.30508;1004.065;0.0;0.09999999999999964;0.09999999999999964;4.0560997919999995
3.8;259;8.2648;1004.2844;0.09999999999999964;0.09999999999999964;0.0;6.2521828610000005
3.7;256;9.13638;1004.41625;0.0;-0.09999999999999964;-0.19999999999999973;6.293433014
3.7;269;11.00356;1004.58;-0.09999999999999964;-0.19999999999999973;-0.7999999999999998;5.9458164060000005
3.8;283;12.06118;1004.84;-0.10000000000000009;-0.7000000000000002;-1.2000000000000002;6.694599823
3.9;310;12.50186;1005.71125;-0.6000000000000001;-1.1;-1.6999999999999997;7.049849731
4.5;312;13.12686;1006.53875;-0.5;-1.0999999999999996;-1.2999999999999998;6.318299835
5.0;313;13.188870000000001;1007.0525;-0.5999999999999996;-0.7999999999999998;-1.0999999999999996;6.727916321
5.6;315;13.307279999999999;1008.0269;-0.20000000000000018;-0.5;-0.7000000000000002;7.127366394
5.8;314;13.63955;1008.78625;-0.2999999999999998;-0.5;-0.2999999999999998;9.464882996
6.1;312;13.640770000000002;1009.5444;-0.20000000000000018;0.0;0.2999999999999998;8.635982666
6.3;311;13.888570000000001;1009.7819;0.20000000000000018;0.5;0.7000000000000002;8.458982788
6.1;310;13.694;1010.3394;0.2999999999999998;0.5;0.5999999999999996;8.160430454
5.8;309;13.886379999999999;1010.6775;0.20000000000000018;0.2999999999999998;0.39999999999999947;6.66661084
5.6;308;13.6703;1011.3725;0.09999999999999964;0.1999999999999993;0.5999999999999996;5.979733109
5.5;309;13.16738;1011.7169;0.09999999999999964;0.5;0.9000000000000004;7.390516387999999
5.4;311;12.97622;1011.9931;0.40000000000000036;0.8000000000000007;1.1000000000000005;4.532683136
5.0;306;11.97622;1012.41625;0.40000000000000036;0.7000000000000002;1.1;3.663816452
4.6;308;11.5568;1012.26;0.2999999999999998;0.6999999999999997;0.6999999999999997;4.378049896
4.3;310;11.01357;1012.8669;0.3999999999999999;0.3999999999999999;0.5;5.156933044
3.9;312;10.96304;1013.23375;0.0;0.10000000000000009;0.10000000000000009;3.308066513
3.9;311;10.95278;1013.39125;0.10000000000000009;0.10000000000000009;0.19999999999999973;2.038733246
3.8;311;11.010639999999999;1013.53375;0.0;0.09999999999999964;0.09999999999999964;0.929299988
3.8;310;10.83877;1013.8169;0.09999999999999964;0.09999999999999964;0.19999999999999973;2.01494989
3.7;309;10.5148;1014.1625;0.0;0.10000000000000009;0.10000000000000009;3.41308316
3.7;307;10.53335;1013.89875;0.10000000000000009;0.10000000000000009;0.20000000000000018;1.437999969
3.6;306;10.46108;1014.1169;0.0;0.10000000000000009;0.7000000000000002;2.377133224
3.6;308;10.474269999999999;1014.15;0.10000000000000009;0.7000000000000002;0.6000000000000001;1.8005666580000002
3.5;311;11.11855;1014.32125;0.6000000000000001;0.5;0.5;3.645999802
2.9;320;10.660060000000001;1014.8;-0.10000000000000009;-0.10000000000000009;-0.20000000000000018;1.780033295
3.0;323;11.42178;1014.5456;0.0;-0.10000000000000009;-0.2999999999999998;2.641099884
3.0;327;12.0414;1015.0481;-0.10000000000000009;-0.2999999999999998;-0.3999999999999999;1.559416649
3.1;330;12.99185;1015.1669;-0.19999999999999973;-0.2999999999999998;-0.5;1.866033295
3.3;334;14.17446;1015.43625;-0.10000000000000009;-0.30000000000000027;-0.5;1.798433273
3.4;338;14.5453;1015.71625;-0.20000000000000018;-0.3999999999999999;-0.6000000000000001;2.288283234
3.6;342;14.772120000000001;1015.7606;-0.19999999999999973;-0.3999999999999999;-0.6000000000000001;2.0703666380000003
3.8;349;14.888570000000001;1015.395;-0.20000000000000018;-0.40000000000000036;-0.2999999999999998;1.6994833219999999
4.0;357;14.31826;1015.67625;-0.20000000000000018;-0.09999999999999964;-0.09999999999999964;1.8660166319999998
4.2;4;14.26235;1015.6344;0.10000000000000053;0.10000000000000053;-0.5;1.768166626
4.1;13;14.018460000000001;1015.835;0.0;-0.6000000000000005;-0.40000000000000036;1.194433334
4.1;23;13.5956;1015.52875;-0.6000000000000005;-0.40000000000000036;-0.10000000000000053;1.115
4.7;29;12.93472;1015.2756;0.20000000000000018;0.5;0.7000000000000002;1.155
4.5;34;12.30923;1014.8175;0.2999999999999998;0.5;0.5;2.731499878
4.2;39;11.8505;1015.19625;0.20000000000000018;0.20000000000000018;0.20000000000000018;4.650633301
4.0;44;10.59243;1015.1219;0.0;0.0;0.0;5.098666412
4.0;43;9.2609;1014.9631;0.0;0.0;-0.40000000000000036;5.59108313
4.0;42;8.6188;1014.67625;0.0;-0.40000000000000036;-0.7000000000000002;8.700966248
4.0;41;8.224269999999999;1014.2994;-0.40000000000000036;-0.7000000000000002;-1.0999999999999996;6.880566376
4.4;41;8.1205;1014.0169;-0.2999999999999998;-0.6999999999999993;-0.5999999999999996;7.103699524
4.7;41;7.904439999999999;1013.7581;-0.39999999999999947;-0.2999999999999998;-0.2999999999999998;5.390066589
5.1;41;8.683;1013.54375;0.09999999999999964;0.09999999999999964;0.1999999999999993;5.69159967
5.0;45;10.01016;1012.72625;0.0;0.09999999999999964;0.09999999999999964;5.638866364
5.0;48;11.2516;1012.4875;0.09999999999999964;0.09999999999999964;0.09999999999999964;4.436516479
4.9;50;12.0436;1012.7475;0.0;0.0;0.0;3.504949844
4.9;47;12.93838;1012.0131;0.0;0.0;-0.5;3.642583145
4.9;43;14.0756;1012.31375;0.0;-0.5;-0.8999999999999995;7.409833099
4.9;40;14.601460000000001;1012.4669;-0.5;-0.8999999999999995;-1.3999999999999995;6.549283051000001
5.4;38;15.019429999999998;1012.2325;-0.39999999999999947;-0.8999999999999995;-1.1999999999999993;7.533233093
5.8;36;15.43643;1011.63875;-0.5;-0.7999999999999998;-1.2000000000000002;10.44243286
6.3;34;15.961570000000002;1011.39125;-0.2999999999999998;-0.7000000000000002;-1.0;14.41898273
6.6;34;16.170070000000003;1010.96875;-0.40000000000000036;-0.7000000000000002;-0.6000000000000005;15.07773267
7.0;33;16.1464;1011.00625;-0.2999999999999998;-0.20000000000000018;-0.09999999999999964;13.00878271
7.3;33;15.609770000000001;1010.5125;0.09999999999999964;0.20000000000000018;0.2999999999999998;12.17908258
7.2;36;15.09976;1010.21375;0.10000000000000053;0.20000000000000018;0.6000000000000005;11.05536609
7.1;38;14.907620000000001;1009.8906;0.09999999999999964;0.5;1.0;13.64596606
7.0;42;14.48086;1010.0069;0.40000000000000036;0.9000000000000004;1.2999999999999998;11.853233
6.6;45;13.9933;1009.725;0.5;0.8999999999999995;1.0;6.29373288
6.1;49;13.25845;1009.7969;0.39999999999999947;0.5;0.5999999999999996;7.076749663999999
5.7;52;12.41104;1009.585;0.10000000000000053;0.20000000000000018;0.2999999999999998;11.76086615
5.6;63;11.9479;1009.4081;0.09999999999999964;0.1999999999999993;-0.10000000000000053;19.80006573
5.5;75;11.68545;1009.3056;0.09999999999999964;-0.20000000000000018;-0.40000000000000036;21.79893274
5.4;86;11.37393;1009.745;-0.2999999999999998;-0.5;-0.7999999999999998;18.99221594
5.7;86;11.7848;1009.3625;-0.20000000000000018;-0.5;-0.5999999999999996;17.63281598
5.9;85;11.82363;1009.2894;-0.2999999999999998;-0.39999999999999947;-0.5;11.20636597
6.2;85;12.09292;1008.9269;-0.09999999999999964;-0.20000000000000018;-0.09999999999999964;7.374516357
6.3;87;13.20474;1008.7669;-0.10000000000000053;0.0;-0.10000000000000053;11.12759943
6.4;89;15.12734;1008.5931;0.10000000000000053;0.0;0.0;12.68163287
6.3;90;16.91226;1008.8119;-0.10000000000000053;-0.10000000000000053;-0.20000000000000018;15.19513269
6.4;90;18.40542;1008.3369;0.0;-0.09999999999999964;0.3000000000000007;16.74169934
6.4;91;19.74038;1008.66125;-0.09999999999999964;0.3000000000000007;0.7000000000000002;13.94944928
6.5;91;20.97476;1008.6694;0.40000000000000036;0.7999999999999998;1.2000000000000002;10.50753284
6.1;93;21.965;1008.6231;0.39999999999999947;0.7999999999999998;1.2999999999999998;7.143199677
5.7;94;22.74648;1008.6819;0.40000000000000036;0.9000000000000004;1.2999999999999998;6.2219331360000005
5.3;96;23.66616;1009.02;0.5;0.8999999999999995;1.4;3.541783142
4.8;87;24.20498;1008.47875;0.39999999999999947;0.8999999999999999;0.2999999999999998;4.197383102
4.4;79;24.7023;1008.4744;0.5000000000000004;-0.09999999999999964;-0.6999999999999993;4.075733139
3.9;70;24.99014;1008.53;-0.6000000000000001;-1.1999999999999997;-2.0000000000000004;3.7486999510000003
4.5;73;24.539939999999998;1008.5244;-0.5999999999999996;-1.4000000000000004;-1.0999999999999996;4.688349854
5.1;75;23.3329;1008.735;-0.8000000000000007;-0.5;-0.3000000000000007;7.690449707000001
5.9;64;20.363429999999997;1009.6219;0.3000000000000007;0.5;0.8000000000000007;7.417916412
5.6;76;19.8871;1010.3219;0.1999999999999993;0.5;0.8999999999999995;6.6293497310000005
5.4;87;19.26357;1010.4719;0.3000000000000007;0.7000000000000002;1.2000000000000002;2.556016525
5.1;99;17.88296;1010.62125;0.39999999999999947;0.8999999999999995;1.2999999999999998;1.06414999
4.7;111;16.6813;1011.1344;0.5;0.9000000000000004;1.2000000000000002;1.3941499480000001
4.2;123;16.03774;1011.3925;0.40000000000000036;0.7000000000000002;1.1;3.921816513
3.8;135;14.39272;1011.7731;0.2999999999999998;0.6999999999999997;1.0;7.583783081
3.5;139;13.34707;1012.00875;0.3999999999999999;0.7000000000000002;0.6000000000000001;7.6378831179999995
3.1;142;12.591460000000001;1012.37125;0.30000000000000027;0.20000000000000018;0.20000000000000018;7.888433013999999
2.8;146;12.530660000000001;1012.66;-0.10000000000000009;-0.10000000000000009;-1.5;7.203733123999999
2.9;145;13.61465;1012.7869;0.0;-1.4;-1.1;9.503616028
2.9;144;15.42007;1013.0256;-1.4;-1.1;-0.8999999999999999;6.481283051
4.3;156;16.2328;1013.48625;0.2999999999999998;0.5;0.7999999999999998;3.5795165860000004
4.0;176;17.27993;1013.54;0.20000000000000018;0.5;1.0;2.892649902
3.8;197;18.040670000000002;1013.7444;0.2999999999999998;0.7999999999999998;1.1999999999999997;2.071716614
3.5;217;17.20303;1014.3469;0.5;0.8999999999999999;1.4;1.401116646
3.0;213;17.40566;1014.38625;0.3999999999999999;0.8999999999999999;1.3;0.896883331
2.6;209;16.47964;1014.5319;0.5;0.9000000000000001;1.2000000000000002;0.778
2.1;205;16.22695;1015.4956;0.40000000000000013;0.7000000000000002;1.1;0.71
1.7;237;17.85415;1014.7369;0.30000000000000004;0.7;-0.10000000000000009;0.71
1.4;268;18.5319;1014.6944;0.3999999999999999;-0.40000000000000013;-1.2000000000000002;0.71
1.0;300;16.93887;1014.82625;-0.8;-1.6;-1.4;0.71
1.8;333;16.08853;1014.95625;-0.8;-0.5999999999999999;-0.7;1.0073833159999999
2.6;6;16.7101;1015.0894;0.20000000000000018;0.10000000000000009;-0.10000000000000009;1.269699995
2.4;19;16.2577;1014.6919;-0.10000000000000009;-0.30000000000000027;-0.3999999999999999;1.968599976
2.5;30;15.3439;1015.17625;-0.20000000000000018;-0.2999999999999998;-0.20000000000000018;1.8913833009999999
2.7;40;14.1315;1014.77625;-0.09999999999999964;0.0;0.10000000000000009;1.939633255
2.8;51;12.50283;1014.8094;0.09999999999999964;0.19999999999999973;0.2999999999999998;1.351349991
2.7;64;11.05044;1014.64875;0.10000000000000009;0.20000000000000018;0.0;0.9678499909999999
2.6;77;10.73696;1014.4069;0.10000000000000009;-0.10000000000000009;-0.3999999999999999;0.807083313
2.5;90;10.32046;1015.1831;-0.20000000000000018;-0.5;-0.7000000000000002;1.844795151
2.7;96;10.34805;1015.0669;-0.2999999999999998;-0.5;-0.5999999999999996;2.02596666
3.0;102;10.2682;1015.25;-0.20000000000000018;-0.2999999999999998;-0.2999999999999998;2.552733276
3.2;108;11.5275;1015.29625;-0.09999999999999964;-0.09999999999999964;0.9000000000000004;2.648416565
3.3;109;13.70132;1015.16;0.0;1.0;0.6999999999999997;3.404733185
3.3;109;15.690579999999999;1014.90625;1.0;0.6999999999999997;0.3999999999999999;5.534483185
2.3;105;18.577779999999997;1014.7919;-0.30000000000000027;-0.6000000000000001;-0.9000000000000004;4.552899841
2.6;104;19.9269;1015.07625;-0.2999999999999998;-0.6000000000000001;-0.8999999999999999;2.928249878
2.9;103;20.854879999999998;1015.13875;-0.30000000000000027;-0.6000000000000001;-0.8000000000000003;3.71119986
3.2;102;22.4579;1015.5919;-0.2999999999999998;-0.5;-0.7999999999999998;8.409533173
3.5;100;22.4623;1015.2856;-0.20000000000000018;-0.5;-0.7000000000000002;6.051816467
3.7;97;22.068260000000002;1014.9094;-0.2999999999999998;-0.5;-0.5999999999999996;14.39729907
4.0;95;22.71353;1014.6494;-0.20000000000000018;-0.2999999999999998;-0.5;6.241999817000001
4.2;88;23.0563;1014.355;-0.09999999999999964;-0.2999999999999998;-0.2999999999999998;5.477699768
4.3;81;22.54092;1014.2306;-0.20000000000000018;-0.20000000000000018;-0.2999999999999998;6.803716125
4.5;74;22.38345;1014.36;0.0;-0.09999999999999964;-0.2999999999999998;6.549099701
4.5;74;21.6957;1014.3719;-0.09999999999999964;-0.2999999999999998;-0.5;4.505616394
4.6;73;20.11196;1014.5506;-0.20000000000000018;-0.40000000000000036;-0.5;4.932133118
4.8;61;19.8661;1013.79125;-0.20000000000000018;-0.2999999999999998;-0.5;7.4527163089999995
5.0;69;19.6515;1013.62875;-0.09999999999999964;-0.2999999999999998;-0.2999999999999998;8.792816193
5.1;76;18.488429999999997;1013.82375;-0.20000000000000018;-0.20000000000000018;-0.10000000000000053;14.12328247
5.3;84;16.88198;1013.7944;0.0;0.09999999999999964;0.09999999999999964;18.91119904
5.3;86;15.78335;1013.9544;0.09999999999999964;0.09999999999999964;0.20000000000000018;15.83993256
5.2;87;15.174220000000002;1013.8975;0.0;0.10000000000000053;0.10000000000000053;10.9550661
5.2;89;14.67324;1013.9969;0.10000000000000053;0.10000000000000053;0.20000000000000018;8.341916229
5.1;89;14.1896;1013.77375;0.0;0.09999999999999964;0.0;3.723183212
5.1;88;13.75015;1014.1231;0.09999999999999964;0.0;-0.10000000000000053;3.4738498539999996
5.0;88;13.72378;1013.74;-0.09999999999999964;-0.20000000000000018;1.0;4.968383057
5.1;89;14.475979999999998;1013.4819;-0.10000000000000053;1.0999999999999996;0.7999999999999998;4.3805331569999995
5.2;91;16.00698;1013.3331;1.2000000000000002;0.9000000000000004;0.6000000000000005;7.075849701
4.0;81;17.56655;1013.2556;-0.2999999999999998;-0.5999999999999996;-0.9000000000000004;6.798316589
4.3;79;19.03408;1013.0706;-0.2999999999999998;-0.6000000000000005;-0.6000000000000005;7.143433075
4.6;78;20.305320000000002;1013.1275;-0.3000000000000007;-0.3000000000000007;-0.40000000000000036;6.362983032000001
4.9;76;21.4462;1012.9731;0.0;-0.09999999999999964;-0.09999999999999964;6.425966278
4.9;70;22.4506;1012.9006;-0.09999999999999964;-0.09999999999999964;-0.39999999999999947;6.342099731
5.0;65;23.07607;1012.5444;0.0;-0.2999999999999998;-0.5;9.837199707
5.0;59;23.5807;1012.3369;-0.2999999999999998;-0.5;-0.7999999999999998;11.62876605
5.3;57;24.15054;1011.9575;-0.20000000000000018;-0.5;-0.2999999999999998;9.776866333
5.5;54;22.39395;1011.9144;-0.2999999999999998;-0.09999999999999964;0.20000000000000018;7.490732819
5.8;52;21.58853;1011.6706;0.20000000000000018;0.5;1.0;9.58916626
