YVIK-YtreVikna1.-G1-T4015A3 -0104;RRS.S2502.Gunit.M1 G1.AVL;YVIK-YtreVikna1.-G2-T4015A3 -0104;RRS.S2502.Gunit.M2 G1.AVL;YVIK-YtreVikna1.-G3-T4015A3 -0104;RRS.S2502.Gunit.M3 G1.AVL;YVIK-YtreVikna1.-G4-T4015A3 -0104;RRS.S2502.Gunit.M4 G1.AVL;YVIK-YtreVikna1.-G5-T4015A3 -0104;RRS.S2502.Gunit.M5 G1.AVL;YVIK-YtreVikna1.-G6-T4015A3 -0104;RRS.S2502.Gunit.M6 G1.AVL;YVIK-YtreVikna1.-G7-T4015A3 -0104;RRS.S2502.Gunit.M7 G1.AVL;YVIK-YtreVikna1.-G8-T4015A3 -0104;RRS.S2502.Gunit.M8 G1.AVL;YVIK-YtreVikna1.-G9-T4015A3 -0104;RRS.S2502.Gunit.M9 G1.AVL;YVIK-YtreVikna1-G10-T4015A3 -0104;RRS.S2502.Gunit.M10 G1.AVL;YVIK-YtreVikna1-G11-T4015A3 -0104;RRS.S2502.Gunit.M11 G1.AVL;YVIK-YtreVikna1-G12-T4015A3 -0104;RRS.S2502.Gunit.M12 G1.AVL;YVIK-YtreVikna1-G13-T4015A3 -0104;RRS.S2502.Gunit.M13 G1.AVL;YVIK-YtreVikna1-G14-T4015A3 -0104;RRS.S2502.Gunit.M14 G1.AVL;YVIK-YtreVikna1-G15-T4015A3 -0104;RRS.S2502.Gunit.M15 G1.AVL;YVIK-YtreVikna1-G16-T4015A3 -0104;RRS.S2502.Gunit.M16 G1.AVL;YVIK-YtreVikna1-G17-T4015A3 -0104;RRS.S2502.Gunit.M17 G1.AVL;YVIK-YtreVikna1-Sum-produksjon;DNMI_75410...........T0015A3-0120;/arome_windvel_6481_1056;DNMI_75220...........T0015A3-0120;/arome_windvel_6482_1114;DNMI_75550...........T0015A3-0120;/arome_windvel_6520_1098;STORM-YVik1-Vindhast-25km;STORM-YVik1-Vindhast-25km;STORM-YVik1-Vindhast-25km;STORM-YVik1-Vindretn-25km;/arome_windvel_6491_1087;/arome_airtemp_6491_1087;/arome_airtemp_6495_1081;/arome_airpress_6495_1081;/arome_winddir_6495_1081;/arome_windvel_6495_1081;/arome_airtemp_6495_1096;/arome_airpress_6495_1096;/arome_winddir_6495_1096;/arome_windvel_6495_1096;/arome_airtemp_6491_1087;/arome_airpress_6491_1087;/arome_winddir_6491_1087;/arome_windvel_6491_1087;/arome_windvel_6491_1087;/arome_windvel_6491_1087;/arome_airtemp_6486_1082;/arome_airpress_6486_1082;/arome_winddir_6486_1082;/arome_windvel_6486_1082;/arome_airtemp_6486_1093;/arome_airpress_6486_1093;/arome_winddir_6486_1093;/arome_windvel_6486_1093;Target
0.619916626;1;0.042;0;0.626216675;1;0.8343833009999999;1;0.705049927;1;0.716966675;1;0.690799927;1;0.969466675;1;0.0;1;0.529049927;1;0.626416626;1;0.6788833009999999;1;0.295049988;1;0.689716675;1;0.618849976;1;0.723049927;1;0.535766602;1;9.901582825;7.6;9.913364287;6.3;5.72028479;10.0;10.27361927;8.4;8.1;7.9;330;6.155022387000001;11.5702;12.16836;1010.1369;329.2562361;5.706382228;11.55215;1009.6169;329.17630110000005;6.702190631000001;11.5702;1006.1019;328.9580159;6.397144977999999;6.155022387000001;6.261847427999999;11.80752;1007.4719;329.3922033;6.384251162999999;11.702539999999999;1008.1169;329.18107779999997;4.990466685;17.48493262
0.79243335;1;0.042;1;0.808849976;1;1.009666626;1;0.895533325;1;0.83293335;1;0.850299927;1;1.030133301;1;0.0;1;0.7904499509999999;1;0.7671999509999999;1;0.9633833009999999;1;0.485133301;1;0.828016602;1;0.8661500240000001;1;0.8721500240000001;1;0.712233276;1;12.54656628;10.5;9.442490093;5.9;6.0719685629999995;7.7;9.801894398;8.1;7.9;7.6;331;6.261847427999999;11.2123;11.95352;1010.73125;331.6750105;5.963790702000001;11.36318;1010.19625;331.1358363;7.0097547570000005;11.2123;1006.68625;331.8607484;6.155022387000001;6.261847427999999;6.124335749;11.2167;1008.08625;329.2368895;6.236692832;11.3539;1008.70125;330.6583568;4.853882854;15.91529895
1.13225;1;0.042;1;1.06275;1;1.337083252;1;1.075116699;1;1.045333252;1;1.5044165040000002;1;1.4992165530000001;1;0.0;1;0.812083252;1;1.25375;1;1.162983154;1;0.827016602;1;1.02068335;1;1.26593335;1;1.374866699;1;1.069449951;1;17.48493262;12.9;9.104654617000001;6.6;5.955406633;11.6;9.633880203;7.9;7.6;7.2;331;6.124335749;10.72354;11.167869999999999;1010.7356;329.2924474;5.772543372;10.61807;1010.2356;327.6301222;6.987976027;10.72354;1006.7056;330.1857907;6.261847427999999;6.124335749;5.552609415;11.32363;1008.0606;331.655896;6.433130881;11.11758;1008.7006;331.9253445;5.14411118;13.75148273
1.2098332520000001;1;0.042;1;1.039399902;1;1.219233154;1;1.059449951;1;1.042983154;1;1.2392331540000001;1;1.3889499509999998;1;0.0;1;0.710099976;1;1.095550049;1;1.177300049;1;0.645699951;1;0.960233276;1;0.987766602;1;1.180333252;1;0.9172332759999999;1;15.91529895;11.5;9.288565066;5.3;5.962925015;11.2;10.32807706;7.6;7.2;6.9;330;5.552609415;11.2123;11.90322;1011.36;324.54089839999995;5.219505637;10.9247;1010.845;325.3499028;6.302926575;11.2123;1007.325;324.65684039999996;6.124335749;5.552609415;5.239476024;11.76602;1008.7;325.37025750000004;5.721026075;11.3495;1009.365;326.0085378;4.4745453269999995;17.33939905
1.008916626;1;0.042;1;0.897166626;1;1.044899902;1;0.882466675;1;0.97381665;1;1.075833252;1;1.223899902;1;0.0;1;0.975616577;1;0.8936333009999999;1;0.8540000000000001;1;0.40239996299999997;1;0.79568335;1;0.866049927;1;0.950633301;1;0.864466675;1;13.75148273;9.1;9.821565882;6.1;6.4423099960000005;11.2;10.26526855;7.2;6.9;6.6;330;5.239476024;10.650780000000001;11.15322;1011.3625;327.6625057;4.971185801;10.72354;1010.8525;328.4045333;6.100611462000001;10.650780000000001;1007.3225;326.9385725;5.552609415;5.239476024;4.880044198999999;11.03408;1008.7025;324.99390089999997;5.433709802;10.8334;1009.3825;326.2618289;4.116083754;12.19809949
0.999333252;1;0.042;1;1.135133301;1;1.406283203;1;1.072633301;1;1.183050049;1;1.5034665530000002;1;1.595783203;1;0.387533325;1;1.278899902;1;0.946449951;1;1.0878498540000001;1;0.523283325;1;0.699833252;1;1.22018335;1;1.252449951;1;1.005233276;1;17.33939905;7.7;8.760828351;5.6;5.0509233369999995;10.8;9.866840958;6.9;6.6;6.4;333;4.880044198999999;10.18667;10.693019999999999;1011.5025;325.1469249;4.651517442;10.57876;1010.9675;324.1124809;5.771652544;10.18667;1007.4775;323.5913627;5.239476024;4.880044198999999;5.073514291;10.0768;1008.9075;323.29125619999996;4.871018627;10.341460000000001;1009.5425;324.20533389999997;3.680827209;10.9598996
0.7660999759999999;1;0.042;1;0.735116577;1;1.02793335;1;0.8199166259999999;1;0.8852666020000001;1;0.865833252;1;0.868466675;1;0.8401999509999999;1;0.7313665770000001;1;0.673150024;1;0.784533325;1;0.40456665;1;0.475216675;1;0.730099976;1;0.8275999759999999;1;0.7207332759999999;1;12.19809949;7.0;8.480363717000001;5.0;4.26113752;9.7;9.02708528;6.6;6.4;6.4;335;5.073514291;10.580219999999999;11.00308;1011.43375;331.46880039999996;4.868159792;10.629539999999999;1010.92875;330.77972289999997;5.811380207999999;10.580219999999999;1007.39375;330.4969349;4.880044198999999;5.073514291;5.154380249;10.48452;1008.76875;329.5360963;4.66908857;10.47964;1009.44875;327.5095456;3.339726408;12.64984949
0.616866577;1;0.042;1;0.6859499509999999;1;0.8325999759999999;1;0.76406665;1;0.717616577;1;0.8104832759999999;1;0.871650024;1;0.74768335;1;0.741666626;1;0.494383301;1;0.636900024;1;0.356933289;1;0.599733276;1;0.559466675;1;0.7549000240000001;1;0.727;1;10.9598996;8.2;7.651715812999999;5.0;4.142982589;9.4;8.783627707;6.4;6.4;6.4;333;5.154380249;10.728660000000001;11.16958;1011.42;331.58645;4.854855491;10.92446;1010.905;333.08247439999997;5.933353137999999;10.728660000000001;1007.39;331.8323191;5.073514291;5.154380249;4.713205038;10.83804;1008.76;330.93523660000005;5.267869777;10.642719999999999;1009.435;332.2734127;3.6103499269999997;10.35978271
0.85743335;1;0.042;1;0.753516602;1;0.790416626;1;0.622216675;1;0.858099976;1;0.90906665;1;1.03731665;1;0.8407999270000001;1;0.68443335;1;0.8002332759999999;1;0.967699951;1;0.411533325;1;0.653333252;1;0.80443335;1;0.842766602;1;0.774549927;1;12.64984949;10.6;8.200909966000001;4.5;3.340785791;8.9;8.903801539;6.4;6.4;6.3;333;4.713205038;10.4943;10.99722;1011.4331;334.9212941;4.5771696010000005;10.6891;1010.9281;334.98057489999997;5.607920705;10.4943;1007.3881;334.5411725;5.154380249;4.713205038;4.0623531989999995;10.67056;1008.7381;334.34997450000003;4.686065145;10.5441;1009.4281;334.05573169999997;3.339655498;10.12634943
0.656666626;1;0.042;1;0.625799927;1;0.74;1;0.594199951;1;0.66093335;1;0.84231665;1;0.8709832759999999;1;0.7638833009999999;1;0.541733276;1;0.65106665;1;0.6864832759999999;1;0.22581665;1;0.599616577;1;0.615833252;1;0.658733276;1;0.583716675;1;10.35978271;10.3;8.532823567000001;4.2;3.5300146710000004;7.4;8.533305896;6.4;6.3;6.3;333;4.0623531989999995;9.818999999999999;10.5143;1011.4725;335.6336816;4.069719146000001;10.23452;1010.9725;336.1627975;5.088545943;9.818999999999999;1007.4225;334.88888039999995;4.713205038;4.0623531989999995;4.479165672;9.818999999999999;1008.7775;334.8297685;3.7859340539999997;9.94985;1009.4675;333.9078615;2.8050994960000004;10.48078302
0.706099976;1;0.042;1;0.726449951;1;0.7803499759999999;1;0.681799927;1;0.643733276;1;0.76593335;1;0.8353833009999999;1;0.721299927;1;0.5478665770000001;1;0.49268328899999997;1;0.641883301;1;0.31808331300000003;1;0.49825;1;0.581916626;1;0.630883301;1;0.511733337;1;10.12634943;6.9;8.332642713;4.9;3.187724933;10.6;7.638141802000001;6.3;6.3;6.3;333;4.479165672;9.6188;10.2311;1011.1931;334.873523;4.466507453999999;10.1725;1010.6731;333.7748582;5.944852374;9.6188;1007.1481;333.7994934;4.0623531989999995;4.479165672;3.7100699689999996;9.5602;1008.5081;334.73805889999994;4.066541524;9.63687;1009.1831;331.74665360000006;2.746004257;6.300483002000001
0.648583252;1;0.042;1;0.739099976;1;0.80268335;1;0.73681665;1;0.6874000240000001;1;0.697283325;1;0.9041333009999999;1;0.633900024;1;0.70631665;1;0.601599976;1;0.634883301;1;0.176983337;1;0.572416626;1;0.563400024;1;0.7250166020000001;1;0.608266602;1;10.48078302;7.0;8.062263621;3.4;2.78191872;7.3;7.531051614;6.3;6.3;6.4;333;3.7100699689999996;9.129539999999999;9.70913;1011.00875;331.3115934;3.667138118;9.9025;1010.47375;329.3585829;5.48700857;9.129539999999999;1006.97875;327.86791289999996;4.479165672;3.7100699689999996;3.604418285;8.96304;1008.36875;328.2485662;3.181956635;9.0934;1009.02375;321.2749908;2.4799428359999998;10.66071613
0.403633301;1;0.042;1;0.43889996299999995;1;0.36256665;1;0.46820001200000005;1;0.404683289;1;0.477183289;1;0.514533325;1;0.35423333700000004;1;0.349933289;1;0.302766663;1;0.39683331299999997;1;0.23593331899999997;1;0.42059997600000004;1;0.39956665;1;0.389299988;1;0.33961663799999997;1;6.300483002000001;6.8;8.695147061;4.2;2.437758936;8.8;8.382711785;6.3;6.4;6.4;332;3.604418285;9.12026;9.64517;1010.8481;339.30082819999996;3.702903294;9.99478;1010.3331;337.264404;5.6859605989999995;9.12026;1006.8181;334.4869063;3.7100699689999996;3.604418285;3.987461717;8.9318;1008.1681;333.22490830000004;3.095038645;8.8151;1008.8381;326.11827739999995;2.324992978;8.571599487
0.7177332759999999;1;0.042;1;0.72725;1;0.57675;1;0.7666165770000001;1;0.66918335;1;0.7548499759999999;1;1.021799927;1;0.629199951;1;0.441083313;1;0.504549988;1;0.672716675;1;0.441683289;1;0.719216675;1;0.608049927;1;0.685616577;1;0.682416626;1;10.66071613;7.1;7.107853382999999;3.8;3.095387989;8.9;8.703692333;6.4;6.4;6.2;332;3.987461717;9.324119999999999;10.0673;1010.4581;339.93041949999997;4.144404642;10.3588;1010.0131;339.009034;5.656294958999999;9.324119999999999;1006.4381;340.0103355;3.604418285;3.987461717;4.610105556000001;8.57656;1007.7831;337.5966256;3.267802073;8.45107;1008.4781;335.2789335;2.110581556;8.846382842999999
0.643716675;1;0.042;1;0.568916626;1;0.5412999270000001;1;0.578616577;1;0.548883301;1;0.644716675;1;0.7642332759999999;1;0.492916626;1;0.406683289;1;0.523099976;1;0.53975;1;0.301133301;1;0.497033325;1;0.517633301;1;0.49329998799999997;1;0.46766662600000003;1;8.571599487;10.4;6.6126618729999995;2.4;3.032295706;9.5;9.002823127000001;6.4;6.2;6.1;333;4.610105556000001;9.8268;10.341460000000001;1010.5619;344.3258051;4.556019932;10.4933;1010.0669;343.66931769999997;6.068950279;9.8268;1006.5269;342.667011;3.987461717;4.610105556000001;4.503865704;9.32583;1007.8669;342.2651751;3.970299695;9.3439;1008.5369;340.69566139999995;3.0306244710000003;10.40183263
0.551533325;1;0.042;1;0.52143335;1;0.651150024;1;0.577233276;1;0.499299988;1;0.629116577;1;0.68175;1;0.673383301;1;0.497983337;1;0.53156665;1;0.612666626;1;0.15191665599999998;1;0.47666662600000004;1;0.526366577;1;0.604549927;1;0.617766602;1;8.846382842999999;10.1;8.491534745;2.5;2.268662541;10.1;9.411367783;6.2;6.1;5.9;334;4.503865704;9.91958;10.236469999999999;1010.2556;346.0082934;4.267467636;10.298969999999999;1009.7556;343.97045180000003;5.839072747;9.91958;1006.2056;346.1430513;4.610105556000001;4.503865704;4.537528716000001;9.262839999999999;1007.5556;347.3260002;3.701253682;9.56216;1008.2306;344.8001284;3.026516375;13.46673297
0.637333252;1;0.042;1;0.649233276;1;0.7049499509999999;1;0.6925499270000001;1;0.730483276;1;0.62968335;1;0.862866577;1;0.688449951;1;0.591733276;1;0.622599976;1;0.70143335;1;0.12446666;1;0.6186165770000001;1;0.666799927;1;0.722233276;1;0.716400024;1;10.40183263;8.2;8.20561413;2.1;2.990521748;9.0;9.651583879;6.1;5.9;5.8;335;4.537528716000001;10.03726;10.3102;1009.8425;340.1409463;4.26017719;10.30532;1009.3375;339.1376889;5.6899255989999995;10.03726;1005.8175;339.0750591;4.503865704;4.537528716000001;4.579603085;9.3854;1007.1875;336.9228859;3.528970169;9.6354;1007.8525;336.0303707;2.826779986;12.61773285
0.874583252;1;0.042;1;0.7996500240000001;1;1.027833252;1;0.886349976;1;0.941783325;1;0.9164000240000001;1;1.0836333009999999;1;0.8147666020000001;1;0.7751500240000001;1;0.904283325;1;0.844333252;1;0.322333313;1;0.815533325;1;0.82631665;1;0.879783325;1;0.7120000000000001;1;13.46673297;9.0;7.7064445479999995;2.7;3.0057981;10.2;9.137194483;5.9;5.8;5.8;330;4.579603085;9.93765;10.345360000000001;1009.49;336.799504;4.532308662;10.42153;1008.98;334.27184619999997;5.907165067999999;9.93765;1005.47;335.76630919999997;4.537528716000001;4.579603085;5.217813925;9.75845;1006.835;336.14833369999997;4.0182434780000005;9.7848;1007.51;334.4601042;2.930675271;15.59158307
0.638083252;1;0.042;1;0.77743335;1;1.014366577;1;0.79343335;1;0.825099976;1;1.03518335;1;0.9923665770000001;1;0.819216675;1;0.82481665;1;0.709199951;1;0.793116577;1;0.321399963;1;0.53643335;1;0.9453499759999999;1;0.707716675;1;0.842516602;1;12.61773285;9.8;7.089247007000001;3.0;2.66989238;10.4;9.642107225;5.8;5.8;6.2;325;5.217813925;10.218160000000001;10.5878;1009.0569;331.997721;4.9600738060000005;10.55654;1008.5169;328.7823045;6.2690592689999995;10.218160000000001;1005.0469;331.30825649999997;4.579603085;5.217813925;5.529413581;10.0922;1006.4369;333.7531063;4.49411835;10.142000000000001;1007.0869;329.9608065;3.649346434;16.39241553
1.036300049;1;0.042;1;0.937366577;1;1.0958000490000002;1;0.998699951;1;0.960833252;1;1.2393000490000001;1;1.17175;1;1.143233154;1;0.99575;1;0.834016602;1;0.983400024;1;0.269516663;1;0.825966675;1;0.9843833009999999;1;0.995400024;1;1.077866699;1;15.59158307;9.4;7.420215602000001;3.1;2.621207844;10.2;9.314100906;5.8;6.2;6.3;324;5.529413581;10.81216;11.0519;1009.1475;331.5415597;5.287721908;10.86636;1008.6075;330.2164015;6.440979522;10.81216;1005.1075;330.83633660000004;5.217813925;5.529413581;5.856050549;10.9479;1006.4875;331.6592233;5.588645586;10.6852;1007.1325;331.199225;4.293664612;16.41241577
1.040399902;1;0.042;1;1.0131333009999999;1;1.1582832029999999;1;0.976483276;1;1.174849854;1;1.0653666990000001;1;1.420783203;1;1.126866699;1;0.907599976;1;1.051849854;1;0.992049927;1;0.316666626;1;1.0773498540000002;1;0.954866577;1;1.20325;1;0.8706165770000001;1;16.39241553;9.7;7.855930837000001;4.0;3.455422139;12.0;10.28191196;6.2;6.3;6.5;323;5.856050549;10.7521;10.9069;1009.1325;332.0154717;5.53161973;10.31558;1008.6075;330.7051065;6.714753445;10.7521;1005.0775;330.7023525;5.529413581;5.856050549;5.410642814;11.0978;1006.4275;328.357153;6.102626142999999;10.84292;1007.0825;329.5778569;4.715179115;18.05211548
1.032266602;1;0.042;1;0.9843833009999999;1;1.073033203;1;1.037383301;1;1.04725;1;1.1815332029999999;1;1.4251166990000002;1;1.0828332520000001;1;1.03756665;1;1.0373498540000001;1;1.087466553;1;0.34575;1;0.966099976;1;0.9899000240000001;1;1.030966553;1;1.011516602;1;16.41241577;8.4;8.512899249;3.6;4.262285547;12.1;10.73585326;6.3;6.5;6.6;322;5.410642814;9.51528;10.08608;1009.0881;329.9411496;5.497729565;9.7848;1008.5431;327.7300082;6.847783881;9.51528;1005.0731;328.8880224;5.856050549;5.410642814;5.136306412;10.20913;1006.4331;332.67483480000004;5.946821964;10.10464;1007.1031;330.5171277;4.484036968;23.47654871
