YVIK-YtreVikna1-Sum-produksjon;/arome_airtemp_6491_1087;/arome_airpress_6491_1087;/arome_winddir_6491_1087;/arome_windvel_6491_1087;Avik_aromemodell_now;okning_1_time_frem;okning_2_time_frem;okning_3_time_frem;Target
27.92919922;10.92935;1004.6769;344.8895256;6.965044476;0.42940524066666735;0.3117718880000009;0.4503828839999997;0.6060755130000004;16.92293231
18.84036511;11.0209;1005.0531;337.48724710000005;6.653272587999999;-0.5437719813333329;0.13861099599999882;0.2943036249999995;0.25612761000000006;9.901582825
16.92293231;11.53262;1005.2931;332.8044587;6.514661592;-0.6616296236666658;0.1556926290000007;0.11751661400000124;0.3596392049999997;12.54656628
9.901582825;11.26553;1005.8756;330.9121477;6.358968963;-0.6690894490000007;-0.03817601499999945;0.203946575999999;0.09712153500000031;17.48493262
12.54656628;11.79263;1005.98875;330.2713472;6.397144977999999;-0.4054510180000002;0.24212259099999844;0.13529754999999977;0.27280922899999904;15.91529895
17.48493262;11.5702;1006.1019;328.9580159;6.155022387000001;2.135352849;-0.10682504099999868;0.0306866380000006;0.6024129720000007;13.75148273
15.91529895;11.2123;1006.68625;331.8607484;6.261847427999999;0.8068109529999999;0.13751167899999928;0.7092380129999993;1.0223714039999994;17.33939905
13.75148273;10.72354;1006.7056;330.1857907;6.124335749;-0.043048142666667864;0.5717263340000001;0.8848597250000001;1.2442915500000007;12.19809949
17.33939905;11.2123;1007.325;324.65684039999996;5.552609415;0.1404691180000004;0.31313339100000004;0.6725652160000006;0.47909512399999965;10.9598996
12.19809949;10.650780000000001;1007.3225;326.9385725;5.239476024;-0.022862172333333913;0.3594318250000006;0.1659617329999996;0.0850957750000001;12.64984949
10.9598996;10.18667;1007.4775;323.5913627;4.880044198999999;0.6738912970000008;-0.19347009200000098;-0.2743360500000005;0.16683916099999951;10.35978271
12.64984949;10.580219999999999;1007.39375;330.4969349;5.073514291;1.1848342346666663;-0.08086595799999952;0.3603092530000005;1.011161092000001;10.12634943
10.35978271;10.728660000000001;1007.39;331.8323191;5.154380249;0.4346186219999992;0.441175211;1.0920270500000004;0.6752145770000002;10.48078302
10.12634943;10.4943;1007.3881;334.5411725;4.713205038;1.080496850666666;0.6508518390000004;0.2340393660000002;1.0031350690000003;6.300483002000001
10.48078302;9.818999999999999;1007.4225;334.88888039999995;4.0623531989999995;-0.22507798500000012;-0.41681247300000024;0.35228322999999984;0.4579349139999995;10.66071613
6.300483002000001;9.6188;1007.1481;333.7994934;4.479165672;0.09479407266666702;0.7690957030000001;0.8747473869999998;0.49170395499999975;8.571599487
10.66071613;9.129539999999999;1006.97875;327.86791289999996;3.7100699689999996;0.2976887650000002;0.10565168399999969;-0.2773917480000003;-0.900035587000001;8.846382842999999
8.571599487;9.12026;1006.8181;334.4869063;3.604418285;1.2174064313333333;-0.383043432;-1.0056872710000007;-0.8994474189999999;10.40183263
